NAME,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
Karla Yepez,2023,1.2,6.5,7.7,1.7,3.4,1.4,2.4,1.8,1.0
Amaiquen Siciliano,2023,0.3,3.3,3.6,2.1,4.2,3.7,1.1,1.5,0.2
Victoria Gauna,2023,1.4,5.0,6.4,2.6,2.2,2.3,1.0,1.6,0.7
Lea Boucher,2023,0.4,0.8,1.2,0.4,0.2,0.4,0.5,0.2,0.0
Grace Tilley,2023,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.2,0.0
Shanie Giguere,2023,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
Jennifer Louis,2023,1.3,2.7,4.0,1.1,1.5,1.5,1.0,1.1,0.5
Emily MacNeil,2023,0.7,0.7,1.4,1.5,0.2,0.5,0.3,0.4,0.1
Jasmine Martel,2023,0.3,1.3,1.6,1.2,0.4,0.7,0.5,0.6,0.1
Jessica Vidovic,2023,0.1,0.1,0.2,0.3,0.3,0.1,2.0,0.1,0.0
Jael Kabunda,2023,3.9,7.0,10.9,2.7,1.9,2.9,0.6,1.1,0.2
Sandra Mbekou,2023,0.6,1.2,1.8,0.9,0.5,1.1,0.4,0.7,0.3
Katerina Stoupas,2023,2.9,4.4,7.3,2.6,0.8,1.7,0.5,0.9,0.1
Kalina Alexander-Renaud,2023,0.8,2.4,3.2,0.9,1.4,0.8,1.9,0.8,1.0
Deborah Aboagye,2023,1.4,2.1,3.5,2.1,3.4,2.5,1.3,1.2,0.5
Areej Burgonio,2023,0.8,3.6,4.4,1.5,5.6,3.4,1.6,1.9,0.0
Cassandra Le Huquet,2023,1.1,2.8,3.8,1.9,0.6,0.8,0.8,0.9,0.0
Rowena Blais,2023,0.7,2.1,2.8,2.3,3.1,2.4,1.3,1.8,0.2
Serena Tchida,2023,3.0,5.5,8.5,2.9,1.0,3.9,0.3,1.8,0.5
Fabiola Lamour,2023,1.1,2.4,3.4,2.0,0.4,1.1,0.4,0.1,0.1
Florence Poirier,2023,0.1,1.1,1.2,2.9,0.3,1.9,0.2,0.5,0.1
Tyra Atherley,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angela Batrla,2023,3.1,3.3,6.4,1.6,1.1,2.0,0.6,0.8,1.0
Stacey Imbert,2023,0.3,0.5,0.8,1.5,0.5,0.8,0.7,0.3,0.0
Gretta Ineza,2023,1.0,5.6,6.6,3.1,1.1,2.4,0.5,0.5,0.1
Mia Bleu voua,2023,0.4,0.7,1.1,0.9,0.0,0.3,0.0,0.1,0.1
Laurie Champagne,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederique B.-Blais,2023,1.0,2.7,3.7,1.0,2.1,1.6,1.4,0.8,0.3
Lea-Sophie Verret,2023,0.4,3.6,4.1,1.4,3.2,2.5,1.3,1.1,0.1
Audrey Beland,2023,2.5,4.5,6.9,1.9,1.2,1.3,0.9,0.2,0.2
Erika Nzodoum,2023,1.0,1.4,2.4,1.3,0.3,1.1,0.2,0.4,0.1
Elodie Lajoie,2023,1.1,1.8,2.9,1.6,0.9,1.4,0.7,0.5,0.2
Catherine Champagne,2023,0.4,0.9,1.3,0.7,0.5,0.8,0.7,0.3,0.0
Sabrine Khelifi,2023,1.6,4.3,5.9,2.4,5.2,2.8,1.8,1.3,0.2
Alexia Marois,2023,0.2,1.0,1.2,1.0,0.3,0.7,0.5,0.2,0.0
Fatima Diop,2023,0.1,0.0,0.1,0.1,0.1,0.3,0.5,0.0,0.0
Tara Imbert,2023,2.9,4.9,7.8,2.3,1.2,1.1,1.1,0.7,0.8
Emmanuelle R. Boni,2023,0.5,1.5,2.0,1.0,0.1,0.5,0.3,0.1,0.1
Alexia Thiffault,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eve-Marie Houle,2023,0.6,1.9,2.5,1.1,0.5,0.8,0.7,0.1,0.0
Astan Waly Diarra,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amelie Rochon,2023,2.1,2.3,4.4,2.8,0.3,1.6,0.2,0.3,0.1
Sydney Foran,2023,0.0,0.5,0.5,0.4,0.3,0.3,1.0,0.2,0.0
Daniella Mbengo,2023,1.0,2.1,3.1,2.7,2.8,3.0,0.9,1.4,0.3
Emma-Jane Scotten,2023,0.9,3.9,4.9,2.1,2.1,4.1,0.5,1.2,0.1
Stephy Tchoukuiegno,2023,1.1,0.8,1.9,1.3,1.1,0.8,1.4,1.0,0.1
Charlotte Guerin,2023,2.4,4.1,6.6,2.2,1.8,2.6,0.7,1.2,0.8
Joy Taan-Tobias,2023,0.0,0.9,0.9,1.1,1.2,0.9,1.3,0.4,0.0
Kristy Awikeh,2023,1.9,3.1,5.0,2.5,0.4,1.9,0.2,0.9,0.2
Ava Renon,2023,0.3,0.6,0.8,0.2,0.6,0.3,2.3,0.1,0.0
Jessica Salanon,2023,0.7,2.3,3.0,1.5,1.9,1.9,1.0,0.5,0.0
Vanessa Ougrinov,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Batrla,2023,0.3,0.6,0.8,0.9,0.1,0.3,0.3,0.3,0.2
Katie Rathwell,2023,1.1,1.4,2.4,1.8,0.6,1.8,0.4,0.4,0.1
Paule beline Ibata,2023,1.4,4.9,6.3,2.4,2.9,1.9,1.5,1.7,0.2
Hardyna Duverger,2023,0.4,0.3,0.6,1.0,0.1,0.1,1.0,0.3,0.0
Rachel paradis,2023,0.4,0.7,1.1,0.9,0.4,1.1,0.3,0.3,0.0
Yasmine Gasmi,2023,0.1,0.9,1.0,1.9,1.3,1.9,0.6,0.7,0.0
fredlaine Verrier,2023,2.7,6.3,9.0,3.0,2.9,2.6,1.1,2.9,1.2
Judith Lavoie,2023,2.5,4.3,6.8,1.3,1.7,2.5,0.7,2.7,0.0
Mary tracy Cilien,2023,0.8,1.9,2.7,1.9,0.6,1.8,0.3,0.6,0.1
Alexe Dufresne,2023,0.9,2.8,3.8,2.6,3.4,2.9,1.1,1.9,0.4
Elisa Haberzettel,2023,0.3,1.5,1.8,1.4,1.4,1.6,0.9,1.3,0.0
Fredlyne Verrier,2023,3.6,4.0,7.6,3.1,1.8,2.6,0.7,1.4,0.6
Riya Donnelly,2023,0.5,1.0,1.5,0.5,0.4,1.1,0.3,0.3,0.1
Qeila Mbonihankuye,2023,0.3,0.6,0.8,1.1,0.3,1.0,0.3,0.3,0.0
Allison Read,2023,0.2,2.3,2.5,1.1,1.1,2.0,0.5,0.3,0.0
Gracie Batongbakal,2023,0.4,2.1,2.5,1.2,1.6,3.4,0.5,1.0,0.0
Brooke Gruhn,2023,0.1,0.2,0.4,1.0,0.1,0.5,0.3,0.0,0.0
Sage Steadman,2023,0.5,0.7,1.2,1.8,0.2,0.8,0.3,0.3,0.0
Karly Fracalanza,2023,1.8,3.4,5.2,2.5,1.9,2.9,0.7,1.8,0.3
Bethany Balaktsis,2023,2.7,5.7,8.4,3.0,1.5,3.8,0.4,1.4,0.2
Abigail Couture,2023,0.4,1.2,1.6,1.3,0.2,0.8,0.3,0.2,0.1
Kaila Fong,2023,0.1,2.5,2.6,1.5,2.6,2.8,0.9,0.5,0.2
Mercedes Mazzuca,2023,0.3,0.9,1.2,0.5,0.1,0.9,0.1,0.2,0.0
Stephanie Marin,2023,0.1,1.0,1.1,0.9,0.2,0.9,0.2,0.2,0.0
Rhianna - Mae Laing,2023,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
Keren Tshinyama Kasonga,2023,0.4,1.4,1.8,1.5,1.5,2.4,0.6,0.7,0.0
Alyssa Palermo,2023,0.8,0.0,0.8,0.0,0.2,0.8,0.2,0.0,0.0
Aleksija Vukovic,2023,0.7,0.7,1.4,0.8,0.3,0.6,0.5,0.4,0.0
Noor Bazzi,2023,0.7,1.6,2.2,0.5,1.0,1.4,0.7,0.8,0.1
Kaley DeMont,2023,0.4,1.9,2.3,1.6,1.4,1.2,1.2,0.6,0.1
Olivia Fiorucci,2023,1.3,3.0,4.3,1.0,1.3,1.5,0.9,1.0,0.1
Chloe Peters,2023,0.9,0.9,1.7,1.1,0.6,0.7,0.8,0.0,0.3
Audrey Ntetani Umba,2023,0.5,1.4,1.9,1.4,1.1,1.3,0.8,0.9,0.1
Theresa Brown,2023,0.4,2.1,2.5,1.2,1.5,1.6,0.9,0.6,0.6
Madalyn Weinert,2023,2.9,6.3,9.2,2.5,3.2,2.7,1.2,1.5,1.4
Ashantae Gayle,2023,0.8,2.1,2.9,1.4,0.6,0.7,0.8,0.1,0.5
Allison Addy,2023,0.5,1.6,2.1,1.0,0.7,1.9,0.4,0.7,0.4
Courtney Anglin,2023,0.0,1.3,1.3,1.3,0.3,0.3,1.0,0.0,0.0
Madison MacInnis,2023,1.9,2.2,4.1,2.4,1.2,1.0,1.3,0.8,1.4
Mackenzie Van Dyk,2023,0.7,1.3,2.0,0.7,0.5,1.0,0.5,0.2,0.3
Oluwatito Akinnusi,2023,1.1,3.1,4.2,0.7,0.7,1.0,0.8,0.9,0.1
Kali Pocrnic,2023,0.8,2.5,3.2,1.2,4.1,3.0,1.4,1.4,0.0
Oceane Kounkou,2023,0.2,0.8,1.0,1.0,0.3,0.5,0.6,0.5,0.1
Sierra Peck,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorcas Buisa,2023,2.2,3.1,5.3,2.5,2.4,2.3,1.0,2.3,0.5
Teresa Donato,2023,0.2,2.0,2.2,1.6,1.3,1.7,0.8,0.4,0.1
Zerina Duvnjak,2023,1.2,2.6,3.8,1.2,0.6,0.9,0.7,0.5,0.1
Emma Kiesekamp,2023,3.5,3.6,7.0,1.6,0.8,1.6,0.5,1.1,1.2
Kyana Jade Poulin,2023,1.0,2.9,3.9,1.9,1.3,2.4,0.5,1.6,0.1
Tamia Laborde-Sutton,2023,0.5,0.8,1.3,0.9,0.0,0.1,0.0,0.0,0.0
Majrijke Duralia,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayla Brutus,2023,0.1,0.1,0.1,0.2,0.2,0.1,3.0,0.2,0.0
Gabrielle Francis,2023,0.3,1.0,1.3,0.6,0.0,0.2,0.0,0.1,0.1
Florence Fortin,2023,1.6,1.8,3.5,1.8,0.3,1.6,0.2,0.5,0.4
Kinly Rice,2023,1.1,1.6,2.7,0.5,0.3,0.9,0.3,0.3,0.3
Jacqueline Urban,2023,3.3,7.5,10.8,2.1,0.8,2.0,0.4,1.4,0.6
Renee Armstrong,2023,2.4,3.7,6.1,2.6,3.7,3.3,1.1,2.1,0.6
Rain Jhaj,2023,0.0,1.1,1.1,1.4,0.9,1.0,0.9,0.6,0.1
Mackeely Shantz,2023,2.8,5.1,7.9,2.3,3.3,3.3,1.0,2.1,0.6
Lucy Tesseyman,2023,2.0,2.9,4.9,1.6,1.2,1.3,0.9,1.4,1.5
Alexis Wright,2023,0.9,2.2,3.0,1.8,1.1,1.7,0.7,0.8,0.0
Marielle Klueskens,2023,1.0,1.5,2.5,1.1,0.6,1.0,0.6,0.6,0.5
Julia Colavecchia,2023,1.4,3.7,5.1,2.2,2.1,2.4,0.9,2.1,0.8
Maggie Fitzpatrick,2023,0.0,0.4,0.4,0.0,0.0,0.4,0.0,0.0,0.0
Trinity Papamandjaris,2023,1.1,1.6,2.8,1.5,0.9,0.5,1.6,0.5,0.5
Hannah Bourdon,2023,0.9,1.6,2.4,1.1,0.8,1.4,0.6,1.0,0.1
Maggie McGuire,2023,0.7,1.2,1.8,0.6,0.4,0.4,1.0,0.2,0.0
Christina Stathopoulos,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natalie Vigna,2023,1.3,2.0,3.3,1.9,1.5,1.3,1.1,1.3,0.3
Tatjana Boskovic,2023,0.6,1.6,2.1,0.1,0.3,0.4,0.8,0.4,0.0
Alexandra Urban,2023,0.2,0.6,0.8,0.5,0.2,0.5,0.3,0.1,0.0
Alexia Giroux,2023,0.1,1.2,1.3,1.9,0.7,1.4,0.5,0.1,0.1
Paula Lopez,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ally Burke,2023,0.5,2.0,2.5,1.6,2.3,2.9,0.8,0.6,0.0
Emily Pokrant,2023,0.8,1.2,2.0,0.4,0.4,0.7,0.6,0.2,0.0
Hana Whalen,2023,0.6,2.4,3.0,1.3,1.8,2.7,0.7,0.8,0.0
Kirpa Brar,2023,0.0,0.8,0.8,0.9,0.6,0.9,0.7,0.4,0.0
Tiffany Reynolds,2023,1.5,5.5,7.0,2.0,3.9,3.5,1.1,2.1,0.5
Sara Azzolini,2023,1.1,1.6,2.7,1.7,1.0,1.1,0.9,0.4,0.2
Lily Gruber-Schulz,2023,1.5,5.4,6.9,2.4,2.6,2.8,0.9,0.9,0.8
Clarie Wiersema,2023,1.0,3.3,4.3,0.7,1.2,1.1,1.1,0.2,0.4
Mariah MacFarlane,2023,0.7,0.7,1.3,0.3,0.0,0.7,0.0,0.3,0.0
Skyler Kreger,2023,0.0,0.1,0.1,0.0,0.1,0.4,0.3,0.1,0.0
August Ricketts,2023,1.6,1.9,3.4,1.8,0.4,0.8,0.5,0.4,0.4
Eva Guilera,2023,0.8,1.7,2.5,2.2,0.8,1.1,0.8,0.4,0.2
Arielle Douillette,2023,0.0,2.9,2.9,1.4,0.9,1.5,0.6,0.6,0.0
Amber May,2023,0.2,1.9,2.1,1.6,0.7,0.8,0.9,0.3,0.0
Sophie Moore,2023,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.0,0.0
Megan Axiak,2023,0.3,0.8,1.1,1.3,0.1,0.6,0.3,0.6,0.1
Princess Bernardino,2023,0.3,1.6,1.9,2.5,2.0,2.5,0.8,1.0,0.0
Lauren Robertson-Martin,2023,1.7,1.0,2.8,2.4,1.0,1.1,0.9,1.0,0.0
Raffaella Balestra,2023,0.2,0.2,0.3,0.4,0.0,0.3,0.0,0.1,0.0
Aneisha Rismond,2023,1.3,2.5,3.7,0.7,0.6,1.3,0.5,0.3,0.3
Sydney Tabin,2023,2.3,4.2,6.5,1.9,1.8,3.4,0.5,1.1,0.1
Jasmine Lewis,2023,0.0,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0
Héléna Lamoureux,2023,1.2,5.1,6.3,1.2,3.0,3.7,0.8,1.5,0.3
Bailey Tabin,2023,3.8,5.0,8.8,2.4,2.1,2.9,0.7,0.4,0.3
Rileigh Smith,2023,1.5,2.6,4.1,1.4,0.5,0.7,0.7,0.7,0.2
Emilie Lafond,2023,0.5,2.3,2.8,2.0,0.6,1.1,0.5,0.6,0.8
Audrey-Anne Labreche,2023,0.2,1.7,1.8,1.4,1.8,0.8,2.2,1.0,0.0
Monica Jean-Baptiste,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martina Errazo,2023,0.5,0.8,1.3,0.6,0.9,1.5,0.6,1.1,0.0
Emmanuelle Felix,2023,1.3,1.5,2.9,1.5,1.0,2.0,0.5,0.5,0.1
Alexa Sawchuk,2023,1.0,4.1,5.1,1.1,0.8,1.2,0.7,1.1,0.2
Cassidy Hirtle,2023,0.7,4.0,4.6,1.8,1.4,2.5,0.6,1.3,0.2
Maddy White,2023,0.9,1.7,2.6,1.8,0.8,1.5,0.5,0.4,0.1
Isabella Cotton,2023,0.6,0.4,1.0,0.3,0.4,0.6,0.6,0.3,0.1
Kathryn White,2023,1.9,3.0,4.9,2.4,1.3,1.8,0.7,1.3,0.3
Janet Enge,2023,1.3,3.2,4.5,1.8,1.1,1.7,0.7,0.6,0.0
Katrina Brady,2023,0.8,0.4,1.3,0.5,0.4,0.2,2.0,0.0,0.5
Brittyn Graves,2023,1.0,1.5,2.5,2.0,1.3,1.8,0.8,1.0,0.7
Miranda Campbell,2023,1.3,4.4,5.7,2.5,2.8,3.3,0.8,1.8,0.2
Dylann Mazzuchin,2023,1.3,2.1,3.4,1.4,1.6,0.9,1.7,0.4,0.1
Laila Wright,2023,1.5,1.3,2.7,1.8,0.3,1.2,0.3,0.5,0.2
Khailan O'Connor,2023,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0
Jennah Taylor,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaney Bourget,2023,0.5,1.5,2.0,1.3,2.1,1.2,1.8,0.7,0.1
Arianne Soriano,2023,1.3,4.1,5.4,2.3,3.0,1.7,1.7,1.2,0.0
Jade Addai,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jocelyn Newby,2023,0.5,0.6,1.2,0.2,0.6,0.6,1.0,0.5,0.1
Sarah Gates,2023,1.9,5.9,7.8,2.6,2.0,2.2,0.9,1.4,0.2
Mia Spadafora,2023,0.9,3.1,4.0,2.0,2.5,1.5,1.6,1.0,0.3
Tori Rigas-Didomenico,2023,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0
Jenna Button,2023,0.6,2.0,2.6,1.5,2.7,1.5,1.8,1.0,0.2
Amy Stinson,2023,0.7,2.5,3.3,1.5,0.9,1.0,0.9,0.6,0.1
Cassie Joli-Coeur,2023,1.8,2.8,4.6,1.4,1.4,1.7,0.8,0.4,0.3
Pietra Kamstra,2023,0.3,0.4,0.7,0.3,0.3,0.6,0.6,0.2,0.1
Clare Sharkey,2023,1.2,3.3,4.5,2.1,1.4,0.9,1.6,0.6,0.8
Deanna Mataseje,2023,0.9,1.5,2.4,1.3,2.9,1.4,2.1,1.7,0.0
Daully Patterson,2023,0.0,0.3,0.3,0.7,0.4,0.3,1.3,0.4,0.0
Jordan Denkers,2023,0.3,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.0
Faith DeVries,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophie Milner,2023,1.4,1.8,3.3,1.5,0.9,1.5,0.6,0.6,0.1
Nicole Budd,2023,0.6,3.0,3.6,2.3,2.9,3.5,0.8,1.3,0.0
Natalie Martinez,2023,0.4,2.0,2.4,1.3,1.6,2.0,0.8,0.4,0.0
Krystal Osburn,2023,2.9,5.2,8.1,1.4,1.2,2.1,0.6,1.0,0.9
Katelyn DeCook,2023,1.0,0.3,1.3,0.3,0.0,0.7,0.0,0.0,0.0
Sarah Pallett,2023,0.2,0.8,1.0,0.4,0.6,0.6,0.9,0.1,0.0
Brianna Dodd,2023,0.1,0.4,0.5,0.6,0.0,0.1,0.0,0.1,0.0
Celeste Dupuis,2023,1.1,2.6,3.7,1.7,0.9,1.5,0.6,0.5,0.1
Megan McCarter,2023,2.6,3.5,6.1,3.2,2.2,3.2,0.7,2.2,0.3
Kylea Galipeau-Wilson,2023,3.1,2.5,5.6,2.9,2.2,2.0,1.1,0.8,0.0
Kate Dahmer,2023,0.3,0.2,0.4,0.1,0.2,0.3,0.5,0.3,0.0
Sawyer Fischer,2023,1.4,3.3,4.7,1.7,0.8,0.9,0.9,0.4,0.2
Kennedy Joyce,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sara Esongola Biango,2023,0.8,1.8,2.5,2.0,2.0,3.1,0.7,2.3,0.3
Hadeza Ismaila,2023,2.1,4.0,6.2,3.5,0.9,3.2,0.3,2.4,0.5
Alyssa Carin,2023,2.8,0.8,3.5,0.5,3.8,2.5,1.5,0.8,0.0
Nadia Ismaila,2023,1.1,3.6,4.7,2.2,1.1,2.5,0.5,1.1,0.5
Alexis Remekie,2023,0.2,2.3,2.5,0.6,1.1,1.3,0.8,0.4,0.0
Sherlyne Tesoy Andres,2023,0.2,0.1,0.3,0.0,0.1,0.1,1.0,0.1,0.0
Lindsay Cleophat,2023,0.3,0.8,1.1,0.7,0.2,0.9,0.2,0.4,0.0
Dalyssa Fleurgin,2023,1.5,4.5,6.1,1.9,1.0,2.5,0.4,1.1,0.9
Kelly Cockfield,2023,0.5,0.3,0.8,0.5,0.2,1.3,0.1,0.9,0.0
Elliot Cowan,2023,1.0,1.8,2.7,1.5,1.2,1.3,0.9,0.6,0.0
Kamelya Brodeur,2023,0.0,1.1,1.1,0.8,0.6,1.0,0.6,0.5,0.0
Marie Stasiuk,2023,0.7,1.9,2.6,0.9,0.0,0.4,0.0,0.2,0.1
Katherine Onunkwo,2023,1.1,1.8,2.9,1.1,0.1,0.8,0.1,0.1,0.0
Nadine Katumbayi,2023,1.4,2.2,3.5,2.1,2.4,2.9,0.8,1.4,0.3
Oksana Gouchie-Provencher,2023,1.8,6.3,8.1,1.9,1.4,1.8,0.8,0.7,2.8
Ivany Rheault-Langué,2023,0.3,0.5,0.8,0.9,0.4,0.7,0.5,0.4,0.1
Alissa Provo,2023,0.4,0.5,0.9,1.3,0.5,0.7,0.7,0.3,0.1
Alana Renon,2023,1.8,2.9,4.7,2.3,0.9,2.0,0.4,1.1,0.3
Brianna Iannazzo,2023,0.2,1.2,1.4,1.2,1.3,1.0,1.3,1.0,0.1
Natsuki Szczokin,2023,0.5,3.3,3.8,1.2,4.0,2.5,1.6,2.4,0.4
Fania Taylor,2023,0.5,0.9,1.4,0.1,0.5,0.8,0.7,0.6,0.2
Renee Paquette,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savannah Provo,2023,0.8,1.7,2.5,1.0,1.1,1.0,1.1,1.4,0.5
Melina De Iulio,2023,1.6,1.0,2.5,1.1,0.8,0.7,1.2,0.7,0.2
Emily Payne,2023,1.8,3.7,5.5,2.1,0.9,1.7,0.5,0.8,1.3
Brigitte Lefebvre-Okankwu,2023,3.2,4.9,8.1,0.9,1.7,1.5,1.1,2.2,0.4
Wendy Mboukep,2023,1.5,1.6,3.1,0.9,0.5,0.9,0.6,0.6,0.2
Naziah Charles,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amy Hagman,2023,0.1,0.7,0.8,0.8,0.3,0.3,1.0,0.3,0.2
Haley Barbieri,2023,0.5,0.5,1.0,0.6,0.8,1.0,0.8,0.8,0.0
Aluel Achik,2023,0.4,0.3,0.7,0.1,0.1,0.1,1.0,0.2,0.0
Isabella Gaudet,2023,1.3,1.9,3.1,1.1,1.5,1.8,0.8,0.5,0.4
Ally Smith,2023,0.1,0.5,0.6,0.4,0.4,0.4,1.0,0.3,0.0
Lireesa Gokhool-Jefferson,2023,0.2,0.7,0.8,1.2,0.8,1.0,0.8,0.5,0.5
Emma Weltz,2023,0.7,2.8,3.5,1.8,3.3,1.8,1.8,1.7,0.0
Michelle Istead,2023,1.1,0.9,2.1,0.8,1.1,0.7,1.6,0.3,0.1
Laura Donovan,2023,0.6,1.3,1.9,1.3,2.5,1.5,1.7,0.8,0.4
Isabella Belvedere,2023,0.8,0.9,1.7,1.8,2.2,1.2,1.9,0.9,0.1
Mikayla McFarlane,2023,1.5,2.0,3.5,1.2,0.6,1.0,0.6,0.7,0.2
Willo Thomas,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Chadwick,2023,3.0,9.0,12.0,2.0,2.1,2.0,1.1,2.0,1.3
Abbey Hetherington,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridget Mulholland,2023,1.8,5.0,6.8,1.3,2.3,1.1,2.0,1.5,0.2
Jada Poon Tip,2023,0.5,2.3,2.8,2.0,0.9,1.6,0.5,0.5,0.1
Kaylee Williams,2023,0.6,1.1,1.7,2.3,1.2,1.8,0.7,1.3,0.1
Carly Magarelli,2023,0.3,0.8,1.1,0.2,0.8,1.4,0.6,0.6,0.0
Lauren Boers,2023,0.9,2.0,2.9,1.7,1.2,2.0,0.6,0.5,0.3
Ellen Ougrinov,2023,0.8,2.5,3.4,2.4,2.5,2.5,1.0,1.1,0.1
Faith Joseph,2023,0.9,2.3,3.2,2.2,2.8,4.0,0.7,3.2,0.0
Teah Stupar,2023,0.8,0.3,1.0,1.8,0.5,1.5,0.3,0.3,0.3
Soraya Jovin,2023,0.3,0.6,0.9,1.8,0.8,1.4,0.5,0.4,0.2
Thuraya Abdul Hamid,2023,0.9,1.8,2.7,1.5,0.6,1.8,0.3,0.2,0.0
Teah Best,2023,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0
Sabrina Nero,2023,2.3,3.8,6.1,1.9,0.8,1.8,0.4,1.0,0.9
Charlotte Church,2023,0.3,0.4,0.6,0.4,0.6,0.1,8.0,0.5,0.0
Alex Jaglall,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabby Reed,2023,1.4,4.1,5.5,2.0,1.8,1.3,1.4,1.2,0.6
Saaya Malhotra,2023,0.9,1.7,2.6,1.1,0.2,1.4,0.2,0.6,0.2
Jessica Muha,2023,2.2,2.3,4.5,2.0,1.0,1.4,0.7,1.1,0.4
Eve Uwayesu,2023,0.5,1.4,1.9,3.3,4.8,3.5,1.4,2.0,0.1
Haley Fedick,2023,1.0,5.5,6.5,2.5,1.3,2.3,0.6,1.0,0.4
Rachel Farwell,2023,2.0,5.5,7.5,3.1,2.3,2.7,0.8,2.6,1.0
Zoe Idahosa,2023,0.8,0.7,1.5,0.4,0.3,0.2,1.5,0.3,0.0
Jayme Foreman,2023,0.6,2.1,2.7,2.2,1.3,2.3,0.6,1.5,0.2
Eleanor Jones,2023,2.3,3.1,5.4,1.1,0.8,1.5,0.5,0.4,0.8
Sarai Bailey,2023,0.4,0.8,1.2,1.6,0.6,1.2,0.5,0.7,0.1
Kaillie Hall,2023,1.5,2.3,3.8,2.5,3.7,2.4,1.5,1.6,0.1
Kait Nichols,2023,3.7,6.2,9.9,3.3,5.0,3.2,1.6,2.8,0.9
Lauryn Meek,2023,1.2,0.8,2.0,0.8,0.5,0.7,0.8,0.1,0.3
Tiya Misir,2023,1.1,2.2,3.2,1.5,2.3,1.9,1.2,0.8,0.1
Jamilah Christian,2023,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.2,0.0
Jessica Keripe,2023,0.3,0.5,0.8,0.6,0.3,0.3,1.0,0.5,0.1
Kaitlyn Overeem,2023,1.0,3.6,4.6,1.5,4.0,3.5,1.1,1.1,0.4
Vanessa Hughes,2023,1.3,3.1,4.4,1.3,2.0,2.2,0.9,2.0,0.0
Meghan Sharp,2023,1.4,1.7,3.1,1.9,0.6,0.9,0.7,0.6,0.2
Jaime Newell,2023,2.8,5.0,7.8,1.4,1.3,1.4,1.0,0.7,1.3
Mackenzie Obermayer,2023,1.4,1.6,3.0,1.0,0.3,0.9,0.4,0.4,0.1
Ghiselle Poblete,2023,0.2,1.2,1.4,0.8,1.0,0.9,1.1,1.3,0.1
Beth Howlett,2023,0.9,0.9,1.8,2.1,1.1,1.7,0.7,0.8,0.0
Charissa Virr,2023,0.6,0.8,1.5,0.8,0.4,0.9,0.5,0.6,0.2
Tamara Popovic,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonja Matthews,2023,0.4,1.0,1.4,0.8,1.0,0.6,1.7,0.4,0.0
Alyssa Renaud,2023,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0
Summer Pahl,2023,2.7,5.5,8.2,2.9,0.9,0.8,1.1,2.1,0.2
Nehita Oko Obo,2023,0.8,0.4,1.2,0.5,0.1,0.2,0.3,0.1,0.1
Karen Hasebenebi,2023,0.2,0.8,0.9,0.6,0.5,0.6,0.9,0.4,0.0
Maddy Adams,2023,3.5,3.8,7.4,1.7,1.0,1.9,0.5,0.4,0.7
Avarie Thomas,2023,3.8,4.3,8.0,1.4,2.6,0.4,7.0,2.3,0.0
Samantha Cowan,2023,1.3,2.0,3.4,2.5,2.0,1.5,1.3,1.4,0.2
