NAME,SEASON,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PPG
Jane Anholt,2011,2.1,4.5,47.5,0.2,0.8,27.8,1.2,2.3,51.0,5.7
Sarah Semeniuk,2011,3.0,8.1,37.1,0.0,0.0,0.0,2.2,4.4,50.5,8.2
Carmen Lapthorne,2011,3.7,9.1,40.2,2.0,5.3,36.7,0.8,1.0,79.2,10.1
Kayla Dykstra,2011,6.8,11.9,56.6,0.1,0.1,100.0,3.8,5.0,76.7,17.4
Vanessa Forstbauer,2011,2.9,7.5,38.5,0.2,0.6,33.3,2.2,2.9,73.2,8.2
Adele Baril,2011,0.7,3.0,22.2,0.0,1.3,0.0,0.3,0.7,50.0,1.7
Stephanie Kleysen,2011,3.3,8.0,40.9,0.0,0.5,8.3,2.3,3.3,69.6,8.9
Alex Maciver,2011,3.7,7.1,51.5,0.0,0.0,0.0,1.4,2.3,60.4,8.7
Caitlin Gooch,2011,5.0,13.1,37.7,3.3,7.6,43.1,3.0,3.5,86.8,16.2
Yael Kaplan,2011,1.4,3.2,43.3,0.1,0.3,16.7,0.9,1.1,85.0,3.7
Kaitlin Rempel,2011,1.5,4.3,35.0,0.0,0.0,0.0,1.1,1.6,69.2,4.1
Britley Wermie,2011,0.2,1.1,20.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4
Mackenzie Prasek,2011,1.2,4.1,30.3,0.9,3.1,28.0,1.0,1.2,86.2,4.4
Angella Griffith,2011,0.6,1.7,37.5,0.2,0.4,37.5,0.2,0.4,42.9,1.6
Ashleigh Chichlowski,2011,1.8,5.2,33.9,0.9,3.1,28.4,0.4,0.6,60.0,4.8
Alyssa Grant,2011,2.3,6.5,35.6,0.7,2.6,28.8,0.5,0.7,80.0,5.9
Danielle Baril,2011,0.7,1.7,40.5,0.0,0.4,0.0,0.1,0.2,60.0,1.5
Amy Ogidan,2011,4.0,11.4,35.5,0.9,2.9,30.0,2.5,3.6,68.6,11.4
Lydia Va Vilsteren,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Chika Chiekwe,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Boutilier,2012,0.2,0.7,33.3,0.2,0.5,33.3,0.0,0.0,0.0,0.6
Stefanie Chapman,2012,4.2,10.3,40.6,0.7,2.0,31.7,2.9,3.9,73.1,11.9
Melissa Gottschall,2012,0.7,1.9,36.1,0.1,0.5,22.2,0.9,1.4,63.0,2.4
Kristy Moore,2012,5.2,12.8,40.8,1.8,5.0,35.0,2.9,4.0,71.6,15.1
Rit Leila Sibo,2012,0.6,1.6,33.3,0.2,0.6,36.4,0.7,0.8,76.5,1.9
Abbey Duinker,2012,5.3,14.2,37.3,1.2,3.0,42.4,1.6,2.2,75.0,13.5
Emma Duinker,2012,6.3,14.1,45.2,2.5,5.8,43.6,1.4,1.6,87.5,16.6
Maya Macatumpag,2012,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.8,100.0,0.8
Lindsay Harris,2012,2.5,6.2,40.8,0.6,1.6,33.3,1.6,1.9,89.2,7.3
Jasmine Parent,2012,2.9,6.2,46.3,0.1,0.4,12.5,1.8,2.4,76.6,7.5
Carlie Macdonald,2012,0.6,1.9,28.9,0.1,0.5,22.2,0.4,0.6,66.7,1.6
Kathleen McIver,2012,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Jacquelyn Caravella,2012,0.8,1.8,44.4,0.0,0.0,0.0,0.4,0.5,80.0,2.0
Jessica Steed,2012,1.9,5.0,39.0,0.6,1.6,33.3,1.4,1.8,80.6,5.9
Tanira McClurkin,2012,2.4,7.2,33.1,0.9,2.6,34.6,1.0,1.4,74.1,6.7
Hope Edwards,2012,1.6,3.5,45.8,0.0,0.1,0.0,0.2,0.4,42.9,3.4
Nicole Works,2012,1.3,3.5,38.1,0.5,0.8,60.0,0.5,0.5,100.0,3.7
Jahlica Kirnon,2012,4.7,11.4,41.5,1.1,3.4,31.1,1.5,1.9,79.4,12.0
Sarah MacDonald,2012,0.2,1.4,15.4,0.2,1.0,22.2,0.0,0.0,0.0,0.7
Kayla McCarron,2012,2.8,6.4,43.8,0.1,0.9,11.1,1.1,1.8,65.7,6.8
Vicki Thistle,2012,3.4,6.8,50.0,0.0,0.1,0.0,2.1,3.1,66.1,8.9
Brittany Hollins,2012,1.0,2.3,43.2,0.1,0.2,33.3,0.8,1.2,72.7,2.9
Justine MacNeil,2012,0.3,1.1,29.4,0.0,0.0,0.0,0.4,0.5,75.0,1.0
Cassie Cooke,2012,8.3,18.2,45.9,2.8,7.0,39.3,4.1,5.5,75.2,23.6
Stephanie Toxopeus,2012,4.0,8.1,50.0,0.0,0.0,0.0,2.8,3.9,72.7,10.9
Rachael Harrison,2012,2.8,8.4,33.3,2.1,5.5,37.8,1.1,1.4,77.8,8.8
Anna vo Maltzahn,2012,3.9,10.9,35.8,0.0,0.0,0.0,1.8,3.1,55.6,9.6
Courtney Thompson,2012,4.0,9.0,43.9,0.1,0.1,33.3,3.2,4.1,79.3,11.2
Korenda Colley,2012,1.1,2.6,42.3,0.1,0.2,20.0,0.6,0.9,66.7,2.9
Keiko Kobayakawa,2012,0.0,0.5,0.0,0.0,0.4,0.0,0.1,0.1,100.0,0.1
Keisha Brown,2012,5.6,15.8,35.6,1.1,4.5,25.6,2.2,3.4,67.2,14.6
Tessa Stammberger,2012,3.2,7.5,42.4,0.1,0.8,17.6,1.2,1.7,73.5,7.8
Hannah Gonzales,2012,0.4,1.0,38.5,0.1,0.2,33.3,0.3,0.3,100.0,1.2
Rebecca Evans,2012,0.1,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Catherine Butts,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachel Mays,2012,0.1,0.6,20.0,0.0,0.1,0.0,0.4,0.5,75.0,0.6
Cailin Crosby,2012,3.8,9.2,41.6,0.0,0.0,0.0,1.7,2.0,83.3,9.3
Alex Legge,2012,3.1,5.8,53.1,0.0,0.2,0.0,2.4,3.7,65.4,8.6
Kelia Pond,2012,1.8,5.0,35.6,0.6,1.6,34.4,0.4,0.5,80.0,4.5
Tiffany McMillion,2012,1.5,3.3,45.5,0.0,0.0,0.0,0.6,0.8,64.7,3.5
Rebecca Amo-Mensah,2012,0.2,0.6,33.3,0.0,0.0,0.0,0.1,0.1,100.0,0.5
Cassidy Brothers,2012,0.2,0.5,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5
Marika Vande Elzen,2012,0.2,0.8,20.0,0.0,0.1,0.0,0.2,0.4,37.5,0.5
Megan Robinson,2012,2.4,5.6,42.9,0.7,2.6,26.4,0.9,1.3,73.1,6.5
Robyn O'Rielly,2012,4.2,11.6,36.4,2.5,7.3,34.7,1.9,2.3,80.4,12.8
Samantha Kavanagh,2012,2.4,5.5,43.4,1.7,3.3,51.0,0.7,0.7,90.9,7.1
Alexandria Forsey,2012,5.8,12.2,47.5,0.0,0.1,0.0,4.5,5.5,82.7,16.1
Kim Devison,2012,3.4,6.8,49.6,1.7,3.5,49.3,1.3,1.4,92.9,9.7
Emily Jameson,2012,2.9,6.7,42.5,0.7,1.5,43.3,1.2,1.8,69.4,7.6
Amanda Martret,2012,0.6,1.0,60.0,0.0,0.1,0.0,0.3,0.3,100.0,1.5
Grace Fishbein,2012,3.8,8.4,45.7,0.6,1.5,41.2,1.9,3.0,63.6,10.2
Kelli Linehan,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shannon Chapman,2012,0.9,2.5,38.8,0.6,1.3,46.2,0.4,0.6,66.7,2.9
Justine Colley,2012,8.6,18.3,47.1,1.0,3.3,30.2,6.1,8.4,72.5,24.4
Julie Hatcher,2012,0.7,2.7,26.1,0.6,1.8,32.3,0.5,0.6,72.7,2.5
Amanda Smith,2012,0.2,1.4,15.8,0.1,0.3,25.0,0.1,0.1,100.0,0.6
Rebecca Nuttall,2012,1.9,5.2,37.9,0.7,1.8,40.0,1.4,1.9,73.7,6.0
Samantha Martin,2012,2.1,6.8,31.0,1.2,4.1,29.9,0.3,0.3,83.3,5.7
Jorunn Mattheissen,2012,0.2,1.1,16.7,0.0,0.2,0.0,0.1,0.2,50.0,0.5
Stephanie Clarke,2012,0.7,1.5,47.6,0.3,0.6,44.4,0.6,0.9,66.7,2.3
Susanne Canvin,2012,4.3,11.1,39.0,0.2,0.7,21.4,3.7,4.9,75.5,12.5
Lindsay Panchan,2012,2.8,5.5,51.0,0.5,0.9,50.0,0.8,1.4,61.5,6.9
Naomie Fequiere,2012,2.5,7.4,34.0,0.4,1.9,23.1,1.2,1.4,85.0,6.6
Laura Langille,2012,2.8,7.8,36.1,0.3,1.1,33.3,1.6,1.9,84.6,7.6
Kiley DeLong,2012,1.8,4.3,41.5,0.0,0.0,0.0,0.5,1.1,42.9,4.1
Brittney Brown,2012,0.5,2.0,26.9,0.2,1.2,18.8,0.4,0.5,83.3,1.7
Anne Kiberd,2012,2.8,7.3,37.7,1.6,4.0,40.5,0.4,0.6,72.7,7.5
Rebecca Sheehan,2012,3.1,8.8,35.6,0.6,2.5,23.5,1.6,2.1,72.1,8.4
Jocelyn Moore,2012,2.2,5.8,38.3,0.7,1.3,50.0,0.7,1.2,58.3,5.8
Vanessa Pickard,2012,5.8,14.7,39.5,1.6,4.3,36.8,4.0,4.8,82.3,17.1
Hannah Clark,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,50.0,0.2
Kirsten Jones,2012,4.8,11.2,42.2,0.1,0.5,16.7,2.9,3.7,79.5,12.5
Spencer Lockhart,2012,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.5
Kolbi Roper,2012,3.2,8.2,39.7,0.1,0.1,100.0,1.9,3.3,58.5,8.5
Donisha Young,2012,4.9,11.9,40.9,0.0,0.0,0.0,3.9,7.6,51.1,13.7
Alex Martell,2012,0.6,2.5,23.8,0.2,1.2,19.0,0.4,0.8,53.8,1.8
Megan Corby,2012,2.5,7.5,32.9,0.6,1.3,46.2,1.6,2.2,75.0,7.2
Samantha Kaminsky,2012,1.9,4.8,40.6,0.0,0.1,0.0,0.7,1.3,53.8,4.6
Samantha Wilson,2012,0.5,1.1,46.7,0.1,0.4,20.0,0.0,0.0,0.0,1.1
Danielle Scime,2012,1.0,3.7,27.1,0.2,1.2,15.0,0.1,0.2,66.7,2.3
Emma Russell,2012,3.4,10.7,31.9,0.7,2.4,29.8,1.8,2.9,62.1,9.3
Jordanne Holstein,2012,4.2,10.4,40.7,1.5,3.6,40.3,1.0,1.3,77.3,10.9
Tamara Tompkins,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alison Chalke,2012,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melissa Foster,2012,1.6,4.1,40.2,0.0,0.0,0.0,0.9,1.6,59.4,4.3
Claire Colborne,2012,7.0,16.9,41.7,1.8,4.7,37.6,4.8,5.9,80.5,20.6
Rachel Cleary,2012,1.6,3.1,50.0,0.0,0.1,0.0,0.6,0.8,80.0,3.7
Katelynn Carver,2012,0.1,1.2,9.1,0.0,0.2,0.0,0.2,0.2,100.0,0.4
Colleen Daly,2012,2.4,5.3,44.3,1.6,3.9,40.3,0.2,0.2,100.0,6.5
Julia McKenna,2012,0.6,1.9,31.0,0.1,0.3,40.0,0.6,0.7,81.8,1.9
Katelynn Donahoe,2012,1.6,3.8,40.8,0.3,1.1,33.3,0.7,1.2,52.0,4.1
Terrilyn Herrick,2012,2.2,5.5,39.4,0.1,0.5,10.0,1.8,2.9,60.7,6.2
Carly LaFave,2012,1.2,2.5,46.9,0.3,0.8,36.4,0.8,1.2,66.7,3.4
Laura Marcolin,2012,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Katie Moore,2012,1.9,5.5,34.3,0.0,0.3,0.0,1.4,2.7,51.0,5.2
Amy Gough,2012,2.8,9.0,31.1,0.7,2.9,22.8,5.0,6.6,76.5,11.3
Nakita Newman,2012,2.2,5.2,42.0,0.5,1.6,33.3,0.9,1.1,78.9,5.8
Marie-Christine Parent,2012,0.7,0.7,100.0,0.0,0.0,0.0,0.7,0.7,100.0,2.0
Emily MacEachern,2012,2.1,4.3,48.3,0.1,0.1,100.0,0.9,1.2,75.0,5.2
Danielle MacDonald,2012,2.6,6.3,40.9,0.6,1.9,29.7,2.2,2.6,84.6,8.0
Jenna Jones,2012,3.7,10.2,36.3,1.8,4.8,37.9,2.2,2.5,86.3,11.4
Laura Power,2012,2.3,6.3,37.0,0.9,2.6,34.7,1.3,1.8,71.4,6.8
Catherine Belanger-Paquet,2012,2.2,7.1,31.1,0.9,2.6,33.3,1.5,1.9,75.9,6.7
Gabrielle Chamberland,2012,3.3,9.5,35.0,1.6,4.6,34.8,3.6,4.9,74.0,11.9
Clare Murphy,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veronique Fortin-Tremblay,2012,2.7,9.1,29.7,0.3,1.9,16.7,0.9,1.2,70.0,6.6
Marie-Michele Paquin,2012,0.2,1.0,20.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4
Jessy Roy,2012,3.7,10.7,34.8,0.3,1.5,22.7,2.3,2.8,81.0,10.1
Riley Shkimba,2012,1.8,6.5,28.2,1.2,4.6,25.5,0.9,1.0,91.7,5.8
Catherine Rondeau,2012,1.6,5.8,28.3,0.6,2.9,19.1,0.4,0.8,50.0,4.2
Danielle Lumley,2012,0.5,2.0,25.0,0.0,0.2,0.0,0.1,0.2,33.3,1.1
Annic Stephanny Charles,2012,1.2,4.1,29.2,0.2,1.3,19.0,1.8,2.9,60.9,4.4
Danna Janvier,2012,2.3,6.1,38.0,0.0,0.1,0.0,0.9,1.3,68.4,5.5
Eloisa Katz,2012,2.2,6.7,32.7,0.5,2.1,23.5,1.4,1.8,75.9,6.3
Kaylah Barrett,2012,4.9,13.0,37.9,1.0,3.2,31.1,5.5,7.4,74.8,16.4
Magalie Beaulieu,2012,3.3,11.3,29.0,1.0,4.8,20.8,0.9,1.8,48.1,8.4
Emilie Hamel,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anne-Marie Prophete,2012,2.6,7.8,33.3,0.9,3.3,28.0,1.1,2.2,48.5,7.2
Ashley Clarke,2012,1.4,6.9,20.2,0.3,2.1,16.1,0.5,0.9,61.5,3.7
Alex Boudreau,2012,2.1,6.7,30.9,1.3,4.4,29.5,0.7,0.8,90.9,6.1
Serginha Estim̩,2012,1.2,3.4,34.5,0.0,0.0,0.0,1.4,2.9,47.8,3.8
Andreanne G-Boudreau,2012,2.4,7.1,33.6,1.0,3.8,26.2,1.4,2.4,60.5,7.2
Andrea Baptista,2012,0.0,0.8,0.0,0.0,0.2,0.0,0.2,0.5,50.0,0.3
Evangeli Anteros,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tina Mpondani,2012,1.9,6.2,30.1,0.0,0.1,0.0,0.5,0.9,50.0,4.2
Mathilde Larochelle,2012,0.5,1.0,50.0,0.0,0.0,0.0,0.5,2.5,20.0,1.5
Natasha Raposo,2012,2.4,8.4,28.6,0.8,4.6,17.4,0.5,1.2,41.7,6.1
Daphn̩ Thouin,2012,0.0,1.2,0.0,0.0,0.4,0.0,0.4,0.4,100.0,0.4
Marjorie Ferland,2012,1.7,4.6,36.5,0.8,2.1,36.4,1.6,2.1,75.8,5.7
Catherine A-Cote,2012,0.4,1.0,37.5,0.0,0.2,0.0,0.4,0.4,85.7,1.1
Elyse Jobin,2012,4.1,9.8,41.7,2.1,5.1,40.7,1.5,1.9,77.4,11.7
Kathryn Bariault,2012,0.2,0.8,20.0,0.1,0.2,33.3,0.2,0.5,33.3,0.5
Sarah Caron-Pare,2012,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jannie Jacques,2012,2.1,5.5,37.8,0.1,0.5,28.6,1.7,2.7,65.0,6.0
Sandrine Ducruc,2012,3.6,7.8,46.8,0.4,1.0,37.5,1.4,1.7,81.5,9.0
Catherine Groleau,2012,0.8,2.3,34.3,0.0,0.4,0.0,0.5,0.7,80.0,2.1
Melodie Laniel-Dion,2012,2.2,7.6,29.5,0.5,2.5,20.0,1.4,2.8,50.0,6.4
Chanelle St-Amour,2012,2.7,8.9,30.3,1.1,4.4,23.9,1.2,1.6,80.0,7.7
Rachel Blouin-Brochu,2012,0.1,0.8,8.3,0.0,0.1,0.0,0.1,0.1,100.0,0.3
Marie-Pascale Nadeau,2012,3.8,9.3,40.7,0.0,0.1,0.0,1.8,2.7,65.9,9.4
Eve-Sophie Lefebvre,2012,0.1,0.4,20.0,0.0,0.2,0.0,0.2,0.4,60.0,0.4
Dianna Ros,2012,2.6,7.5,34.2,0.8,2.2,33.3,0.6,0.9,64.3,6.4
Natalie Larocque,2012,2.1,5.9,36.2,0.6,2.1,27.3,1.4,1.9,76.7,6.3
Anneth Him-Lazarenko,2012,4.2,10.2,41.8,0.0,0.0,0.0,3.7,6.1,60.3,12.2
Shelby Eveleigh,2012,0.6,1.5,42.9,0.0,0.1,0.0,0.3,0.5,57.1,1.6
Francoise Charest,2012,4.0,10.6,37.6,1.0,3.1,31.8,2.1,2.8,76.9,11.1
Frances Grout-Brown,2012,0.4,1.5,27.8,0.2,0.8,22.2,0.0,0.0,0.0,1.0
Roya Assadi,2012,1.7,4.0,42.2,0.4,1.2,35.0,0.7,1.0,68.8,4.5
Gabriela Hebert,2012,1.2,4.3,29.0,0.4,1.2,30.0,1.2,1.5,83.3,4.1
Marie-Eve Martin,2012,2.4,7.6,31.1,1.7,5.3,31.8,0.9,1.2,73.7,7.3
Eve Marquis-Poulin,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abena Addo,2012,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.8,50.0,0.4
Helene Bibeau,2012,1.9,4.3,43.5,0.9,1.8,48.3,1.2,1.4,87.0,5.9
Valerie L'Ecuyer,2012,2.8,4.6,60.8,0.1,0.2,33.3,1.3,1.7,77.8,7.0
Tiye Traore,2012,1.0,3.6,27.5,0.0,0.0,0.0,0.0,0.3,0.0,2.0
Karine Ducharme,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michelle A-Bellemare,2012,4.3,11.6,37.4,1.1,3.3,34.7,1.9,2.5,75.7,11.7
Fatoumata Dia,2012,0.6,1.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Valerie Gauvin,2012,3.1,9.7,31.7,1.3,3.9,34.5,1.6,2.1,75.0,9.1
Stephanie Michaud,2012,0.7,2.0,35.7,0.3,0.5,57.1,0.0,0.0,0.0,1.7
Naila Farrah,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anne-Marie Lavoie,2012,0.9,2.8,31.1,0.0,0.4,0.0,0.6,1.1,52.9,2.3
Therese Massock,2012,0.5,1.3,35.7,0.0,0.0,0.0,0.3,0.5,50.0,1.2
Catherine Bougie,2012,2.5,6.8,36.4,0.6,2.1,29.6,1.0,1.7,59.1,6.5
Lorna Desrameaux-S.,2012,1.9,4.0,46.4,0.0,0.1,0.0,0.8,1.3,61.1,4.5
Jessica Leger,2012,0.5,2.3,20.0,0.2,1.2,15.4,0.3,0.4,75.0,1.4
Emie Simard,2012,6.8,14.9,45.4,0.2,1.4,17.4,3.8,4.8,79.2,17.6
Camille Michaud,2012,2.9,8.2,35.8,0.0,0.2,0.0,1.1,2.3,47.1,6.9
Brittany Vandyken,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Polischuk,2012,3.2,7.3,43.5,0.2,0.6,35.7,1.7,2.4,73.1,8.3
Sarah Mallen,2012,1.9,4.7,40.4,1.3,3.4,38.7,0.2,0.3,66.7,5.3
Katie Harpur,2012,0.1,1.4,7.7,0.0,0.0,0.0,0.4,0.7,66.7,0.7
Kayla Santilli,2012,2.7,6.7,40.8,0.6,1.8,32.5,1.8,2.7,66.7,7.9
Jenalyn Yumol,2012,0.2,1.3,14.8,0.0,0.6,0.0,0.4,0.6,69.2,0.8
Tara Giallonardo,2012,2.0,5.1,38.1,0.8,2.6,31.6,0.5,1.0,57.1,5.3
Annie McNeely,2012,0.5,2.2,22.7,0.2,1.1,21.7,0.1,0.3,28.6,1.4
Samantha Dejong,2012,3.0,7.6,39.9,0.0,0.0,0.0,1.6,2.2,75.0,7.7
Devyn Cuncic,2012,1.2,3.6,34.5,0.9,2.9,31.9,0.6,0.6,90.0,4.0
Emily McKay,2012,4.0,10.9,36.8,0.2,1.6,14.3,1.7,2.3,72.5,9.9
Becky Ralph,2012,0.4,1.5,25.0,0.4,1.0,37.5,0.0,0.0,0.0,1.1
Nicole Rosenkranz,2012,5.0,12.2,40.9,0.0,0.2,0.0,3.9,6.6,59.3,13.9
Jessica De signore,2012,1.8,6.2,29.9,1.2,4.3,28.4,0.8,1.3,64.0,5.7
Chloe Levy,2012,0.9,2.8,31.1,0.5,1.8,30.8,0.5,0.5,91.7,2.8
Alyson Bush,2012,5.0,11.6,43.4,1.2,2.9,42.2,2.4,3.7,64.2,13.7
Krista Va Slingerland,2012,2.9,9.0,32.2,1.3,4.9,25.9,1.1,1.5,75.8,8.2
Chelsey Blackman,2012,0.2,1.2,16.7,0.1,0.7,14.3,0.0,0.0,0.0,0.5
Jessica Resch,2012,3.1,10.4,30.1,1.2,3.6,32.5,0.9,1.5,59.4,8.3
Kendall MacLeod,2012,4.1,12.0,34.6,1.3,4.4,29.9,1.9,2.7,68.3,11.5
Ashleigh Cleary,2012,4.1,9.2,44.3,0.0,0.0,100.0,2.9,3.7,78.0,11.1
Elizabeth Roach,2012,2.5,7.7,31.8,0.8,2.7,30.0,1.9,2.9,65.1,7.6
Maddison Turner,2012,0.8,1.6,48.1,0.0,0.0,0.0,0.2,0.4,66.7,1.8
Genavieve Melatti,2012,1.6,4.6,35.4,0.0,0.1,0.0,0.6,1.0,57.1,3.9
Beryl Mefful,2012,0.2,0.5,33.3,0.0,0.0,0.0,0.7,1.2,57.1,1.0
Jessica Boelhouwer,2012,0.8,1.2,60.0,0.1,0.2,33.3,0.2,0.3,75.0,1.8
Barabara Inrig-Pieterse,2012,1.1,4.8,23.6,0.5,2.1,25.5,1.3,2.0,65.9,4.1
Marlee Freeman,2012,2.1,7.9,27.1,1.0,3.5,28.4,2.0,3.3,59.4,7.2
Ali Dzikowski,2012,4.0,11.0,35.9,2.2,6.7,32.9,1.6,1.9,85.0,11.7
Alyssa Shortt,2012,2.5,6.2,39.5,0.1,0.5,16.7,1.6,2.5,65.6,6.6
Dana Va Balkom,2012,1.8,5.4,33.3,0.8,1.8,43.2,1.1,1.8,64.9,5.5
Andjela Borovac,2012,0.2,1.0,21.4,0.0,0.0,0.0,0.4,0.6,75.0,0.9
Samantha Russell,2012,3.3,8.7,38.0,0.0,0.0,0.0,3.5,5.1,69.6,10.2
Kayla Goodhoofd,2012,4.8,12.6,37.9,0.2,1.2,17.6,1.2,1.8,68.0,11.0
Alison Morris,2012,0.6,1.4,42.9,0.6,1.0,60.0,0.0,0.0,0.0,1.8
Camille Gardiner,2012,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Jasmine Douglas,2012,3.7,9.7,37.9,0.0,0.0,100.0,4.0,5.8,68.6,11.3
Katherine MacTavish,2012,2.0,4.3,47.3,0.0,0.0,0.0,1.2,1.6,75.8,5.3
Sarah Dinsdale,2012,0.8,2.2,33.3,0.2,0.5,50.0,1.0,2.0,50.0,2.8
Nicole Vanhaarlem,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karen Sawchuk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Guy,2012,1.3,4.6,28.4,0.0,0.2,0.0,0.6,0.9,68.4,3.2
Kelsey Bardsley,2012,2.9,8.8,33.0,1.8,5.5,33.1,0.8,1.2,69.2,8.5
Kelsi Robinson,2012,0.4,1.4,27.3,0.2,1.1,22.2,0.0,0.0,0.0,1.0
Katie Ulakovic,2012,0.9,4.1,20.7,0.2,1.8,13.2,0.9,1.1,78.3,2.8
Ayse Kalkan,2012,3.1,8.9,35.2,0.3,1.6,19.4,1.7,3.0,56.9,8.3
Winta Desta,2012,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.6,33.3,0.2
Laura Cooper,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3
Erika French,2012,0.4,1.1,33.3,0.0,0.0,0.0,0.2,0.5,50.0,1.0
Carolyn Fragale,2012,3.6,10.3,35.4,1.6,4.9,33.6,1.9,2.4,78.8,10.8
Lindsay Inkila,2012,0.6,2.5,25.5,0.2,1.0,21.1,0.3,0.8,40.0,1.8
Ashley Randall,2012,0.9,3.0,30.3,0.1,0.3,28.6,0.5,0.8,61.1,2.4
Lindsay Druery,2012,5.8,12.7,45.5,0.0,0.2,20.0,2.3,3.1,72.5,13.9
Lacey McNulty,2012,3.5,8.2,43.0,0.5,1.7,26.5,0.8,2.0,41.5,8.4
Devenae Bryce,2012,1.5,4.2,35.5,0.0,0.1,0.0,0.9,2.1,43.5,3.9
Adrienne Moreau,2012,1.1,3.7,31.1,0.5,2.0,25.0,1.1,1.6,66.7,3.9
Katarina Schwabe,2012,0.1,0.9,16.7,0.1,0.6,25.0,0.3,0.3,100.0,0.7
Krysten Patrick,2012,1.1,4.4,25.8,0.5,2.0,22.2,0.4,0.5,81.8,3.1
Danielle Harris,2012,0.7,3.0,23.1,0.4,1.5,27.3,1.1,1.8,62.5,2.9
Amanda McDonald,2012,1.5,7.3,21.3,0.3,1.8,15.0,2.6,4.5,58.6,6.0
Rebecca Goodier,2012,1.2,4.3,27.5,0.2,0.9,21.1,0.7,1.0,68.2,3.3
Emily Case,2012,0.1,0.6,11.1,0.0,0.3,0.0,0.1,0.3,50.0,0.3
Erin Simpson,2012,3.5,10.5,33.8,1.4,4.5,30.3,1.8,2.4,75.5,10.3
Mandy Cosentino,2012,0.3,1.4,21.7,0.0,0.1,0.0,0.4,0.9,40.0,1.0
Rachel McLean,2012,0.4,1.4,27.8,0.0,0.0,0.0,0.2,0.7,33.3,1.0
Emma Decloe,2012,3.4,7.5,45.6,0.1,0.2,40.0,3.0,3.9,76.8,10.0
Kaitlyn Young,2012,0.8,1.6,50.0,0.0,0.1,0.0,0.1,0.4,40.0,1.7
Mary Scott,2012,1.0,3.5,30.3,0.3,1.2,22.2,0.1,0.4,37.5,2.5
Felicia Mazerolle,2012,4.1,9.6,42.4,0.7,2.3,28.6,2.9,3.4,85.2,11.7
Amber Hillis,2012,1.2,4.1,30.5,0.5,1.3,38.5,1.2,1.7,73.5,4.3
Laura Doyle,2012,1.8,5.6,31.5,1.3,3.9,33.7,0.6,0.9,73.7,5.5
Natasha Valconi,2012,0.2,0.6,33.3,0.2,0.6,33.3,0.0,0.0,0.0,0.6
Courtney Bruce,2012,0.5,2.6,20.7,0.5,1.8,25.0,0.5,0.7,75.0,2.1
Bree Chaput,2012,1.5,5.0,30.0,0.2,1.2,20.8,0.2,0.2,100.0,3.5
Natalie Taylor,2012,0.5,0.9,57.1,0.0,0.1,0.0,0.1,0.6,20.0,1.1
Doreen Bonsu,2012,2.3,6.1,37.9,0.0,0.3,0.0,1.8,2.8,64.8,6.5
Kimberley Yeldon,2012,3.7,7.8,47.4,0.0,0.0,0.0,2.1,3.4,62.2,9.5
