NAME,SEASON,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PPG
Veronika Lavergne,2017,3.5,6.4,54.1,0.0,0.0,0.0,1.1,1.9,55.6,8.0
Andrea Priamo,2017,3.9,8.3,47.0,0.0,0.0,0.0,2.3,2.9,77.4,10.1
Robyn Pearson,2017,4.5,9.9,45.3,0.1,0.1,50.0,1.1,1.8,57.6,10.1
Bridget Mulholland,2017,1.9,5.0,38.9,0.6,1.8,32.4,1.1,1.6,66.7,5.5
Gemma Bullard,2017,1.2,4.9,24.1,0.5,2.3,20.0,2.0,2.5,78.6,4.8
Maddie Morris,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyira Parkes,2017,3.7,11.5,32.3,1.8,5.5,32.3,0.9,1.3,68.2,10.1
Rahshida Atkinson,2017,4.5,13.4,33.5,0.8,3.8,20.3,3.2,3.7,86.6,13.0
Mahal D L Durantaye,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Voit,2017,0.1,0.8,14.3,0.0,0.3,0.0,0.1,0.2,50.0,0.3
Diedre Edwards,2017,2.5,6.2,41.3,0.0,0.0,0.0,3.0,4.2,72.2,8.1
Yanique Smith,2017,0.5,2.2,21.2,0.1,0.4,16.7,0.6,1.0,60.0,1.6
Maddy Baker,2017,1.1,4.3,24.7,0.7,2.8,25.9,0.2,0.3,66.7,3.1
Nada Radonjic,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Bennett,2017,1.9,5.2,37.4,0.1,0.6,18.2,1.1,1.7,60.6,5.1
Charlotte Craig,2017,1.5,5.3,27.8,0.0,0.1,0.0,0.9,1.7,55.2,3.9
Emily Piccini,2017,2.6,6.2,42.5,0.3,1.0,29.4,0.6,1.1,57.9,6.2
Maria Gill,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Charlotte Collyer,2017,3.3,7.8,42.7,0.1,0.4,14.3,1.4,1.9,73.3,8.1
Alanna Garner,2017,2.3,6.7,34.6,0.7,2.2,31.0,1.6,2.8,56.6,6.9
Connie Harris,2017,0.4,0.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Claire Mitchell,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fran Smith,2017,0.2,1.9,8.7,0.2,1.4,11.8,0.2,0.3,75.0,0.8
Sydney Wilson,2017,1.1,3.6,30.1,0.1,0.8,18.8,0.9,1.6,57.6,3.3
Nicole Schlick,2017,2.1,7.1,29.9,0.0,0.0,0.0,0.3,1.0,33.3,4.6
Afifa Salad,2017,0.7,1.8,40.0,0.1,0.7,12.5,0.2,0.5,33.3,1.7
Aphia Ward,2017,1.9,6.8,27.4,1.1,4.7,24.7,0.2,0.6,45.5,5.1
Jenel Ulman,2017,3.1,10.2,30.2,0.8,3.3,22.7,1.2,2.0,61.0,8.2
Emily Wilk,2017,4.2,11.4,36.7,1.2,4.2,29.4,0.9,1.4,64.3,10.6
Kristen Osborne,2017,4.2,12.7,33.5,0.8,3.3,24.2,2.6,3.5,75.4,11.9
Amy Jarvis,2017,1.2,5.2,23.4,0.7,2.2,30.0,0.6,1.1,50.0,3.7
Breanna Hudspeth,2017,1.8,4.0,45.8,0.2,0.4,40.0,2.2,3.7,59.1,6.0
Hilary Ferguson,2017,1.3,3.8,34.7,0.0,0.2,0.0,1.2,1.4,85.7,3.8
Ella Mahler,2017,0.3,1.1,27.8,0.2,0.6,36.4,0.1,0.4,33.3,0.9
Sofie Persson,2017,0.8,2.6,30.8,0.1,0.5,22.2,0.1,0.3,16.7,1.8
Jade Codinera,2017,1.2,3.0,40.0,0.2,0.8,29.4,0.3,0.8,46.7,3.0
Meredith McLeod,2017,2.1,5.7,35.8,0.8,2.5,33.3,1.6,2.0,81.6,6.6
Julia Curran,2017,5.7,10.8,52.5,0.2,0.8,33.3,2.5,4.7,53.2,14.2
Laura Graham,2017,2.3,7.1,32.4,1.1,4.0,28.4,1.1,1.8,65.7,6.9
Sarah Gellately,2017,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Megan Goar,2017,0.2,0.8,20.0,0.0,0.2,0.0,0.5,0.8,60.0,0.8
Mackenzie Puklicz,2017,5.5,16.4,33.5,1.2,5.2,22.9,3.1,4.5,68.9,15.3
Sam Loucks,2017,1.1,3.9,26.9,0.7,3.2,21.8,0.1,0.1,100.0,2.9
Victoria Heine,2017,4.4,8.6,51.1,0.4,1.4,31.8,0.9,1.7,55.6,10.1
Alex Va heeswyk,2017,1.4,2.4,58.8,0.0,0.1,0.0,0.1,0.6,25.0,3.0
Sonia Mijatovic,2017,0.4,1.8,22.6,0.1,1.0,11.8,0.1,0.1,100.0,1.1
Sarah Coulthard,2017,0.4,0.8,50.0,0.2,0.3,60.0,0.1,0.1,50.0,1.0
Kayah Clarke,2017,4.5,11.4,39.7,0.6,2.2,29.7,1.8,2.9,60.0,11.5
Caitlyn Longmuir,2017,3.7,9.3,39.8,2.8,7.2,38.9,0.3,0.5,66.7,10.5
Bridget Sharpe,2017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tyra Blizzard,2017,1.9,5.8,32.8,0.3,1.6,18.8,1.1,1.6,71.0,5.2
Alyssa Cerino,2017,1.2,3.2,38.5,0.1,0.4,33.3,1.1,1.6,69.2,3.8
Olivia Starling,2017,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Jahane Gyles,2017,0.8,2.6,30.8,0.4,1.8,22.2,0.0,0.0,0.0,2.0
Mildred Okoko,2017,0.2,0.3,50.0,0.0,0.0,0.0,0.2,0.5,33.3,0.5
Chuot Angou,2017,0.5,3.0,16.7,0.0,1.5,0.0,1.5,1.5,100.0,2.5
Arianna Milani,2017,0.2,1.3,19.0,0.0,0.0,0.0,0.2,0.6,40.0,0.8
Cheyanne Roger,2017,3.7,6.8,53.7,0.0,0.0,0.0,3.7,5.4,69.1,11.1
Kaylee Anagnostopoulos,2017,1.6,6.0,26.7,0.1,0.8,12.5,0.6,1.1,50.0,3.9
Melissa Ellis,2017,0.9,1.8,50.0,0.1,0.1,100.0,0.5,0.6,90.0,2.3
Carly Steer,2017,4.1,10.7,38.3,3.0,7.5,39.3,0.8,1.1,81.0,12.0
Logan Sims,2017,1.2,2.2,54.1,0.0,0.1,0.0,0.7,0.8,92.3,3.1
Emily Prevost,2017,5.8,12.5,46.8,0.0,0.1,0.0,2.8,3.9,71.8,14.5
Erica McFadden,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haley Bowie,2017,0.6,2.5,23.3,0.2,1.4,17.6,0.0,0.0,0.0,1.4
Summer Sakaluk,2017,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Khara Keane,2017,1.3,6.6,20.0,0.1,0.9,7.1,0.6,1.2,52.6,3.3
Ishanaa Seupersadsingh,2017,4.0,12.6,31.9,0.8,3.1,27.3,1.6,2.2,70.0,10.4
Katrina Collins-Samuels,2017,2.6,9.5,28.0,0.6,2.3,25.6,1.6,2.7,60.9,7.5
Nina Guzina,2017,1.0,4.2,23.7,0.4,2.3,16.7,0.5,0.6,90.0,2.9
Sandra Nagowska,2017,2.6,7.4,34.8,0.1,0.6,8.3,1.8,2.5,70.8,7.0
Anastasia Lovatsis,2017,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Megan MacLeod,2017,2.7,6.5,40.8,0.0,0.1,0.0,1.7,2.2,78.8,7.1
Shauney Fischer,2017,3.5,7.4,47.6,0.0,0.0,0.0,3.6,5.1,71.3,10.7
Taylor McAlpine,2017,1.2,2.7,42.3,0.0,0.1,0.0,0.3,0.5,66.7,2.6
Taylor Ross,2017,1.8,4.5,41.2,0.0,0.0,0.0,0.6,1.6,36.7,4.3
Abby Edmison,2017,0.1,0.8,9.1,0.0,0.0,0.0,0.2,0.3,50.0,0.3
Briana Carlyon,2017,1.8,3.6,47.9,0.0,0.1,0.0,1.4,1.9,73.0,4.8
Vanessa Wild,2017,0.9,2.4,35.9,0.2,0.9,26.7,0.3,0.5,62.5,2.3
Elle Hendershot,2017,3.9,8.1,48.1,0.0,0.1,0.0,2.0,2.9,71.9,9.8
Cameo Hanlon,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shay Crisp,2017,2.2,5.8,37.6,1.4,3.9,35.9,1.4,2.1,67.4,7.3
Tess Heinricks,2017,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Maddie Rogers,2017,5.5,12.7,43.1,1.5,4.9,30.6,3.1,4.3,71.3,15.5
Emma Kary,2017,2.6,6.3,40.9,0.9,2.9,33.3,1.3,1.6,78.8,7.5
Lauren Earl,2017,0.9,3.3,28.0,0.6,2.6,23.1,0.7,0.8,83.3,3.1
Brooklyn Legault,2017,2.4,4.8,50.0,0.1,0.1,100.0,1.4,2.0,68.8,6.3
Sydney Kumar,2017,0.9,2.8,31.3,0.4,1.7,24.1,0.9,1.1,83.3,3.1
Megan Tywoniuk,2017,2.5,6.5,37.7,0.8,2.5,32.0,0.7,1.1,61.9,6.3
Aimee Wilson,2017,2.2,4.8,46.3,0.1,0.9,15.8,1.4,2.0,67.5,5.9
Mackenzie Cook,2017,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0
Marinya Marcichiw,2017,0.3,1.0,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.7
Mikaela Stanton,2017,3.4,9.4,36.2,1.2,3.2,39.1,2.3,2.7,85.2,10.3
Kylee Howard,2017,0.4,2.6,13.6,0.1,1.6,7.1,0.3,0.7,41.7,1.1
Kylie Weckend,2017,0.2,1.1,16.7,0.1,0.7,9.1,0.3,0.5,62.5,0.8
Logan Biccum,2017,0.3,2.1,15.6,0.1,0.9,7.7,0.7,0.9,76.9,1.4
Keisha Cox,2017,6.0,14.7,40.5,1.6,5.3,30.2,4.4,5.8,75.9,17.9
Kinsley Ransom,2017,1.8,4.9,36.7,0.1,0.7,15.4,2.4,2.7,87.0,6.0
Stephanie Hunter,2017,0.8,1.9,41.0,0.0,0.0,0.0,0.3,0.6,54.5,1.9
Lauren Anderson,2017,3.3,6.9,47.8,0.1,0.3,16.7,2.7,3.4,79.4,9.3
Amy Williams,2017,3.3,7.7,42.5,0.0,0.0,0.0,2.4,4.0,60.5,8.9
Keegan Robinson,2017,1.1,3.5,32.4,0.3,1.5,23.3,1.6,2.9,56.9,4.3
Adrianna Proulx,2017,1.9,4.2,46.4,0.3,1.0,30.0,0.3,0.6,58.3,4.5
Shinelle Handzuik,2017,1.0,4.3,23.0,0.6,3.1,19.4,0.2,0.8,33.3,2.9
Michal Assaf,2017,2.4,6.9,34.8,0.5,2.5,20.0,2.0,2.5,83.7,7.3
Katie Upham,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anmol Mattu,2017,1.9,6.2,31.5,0.8,3.2,23.1,0.9,1.3,73.1,5.6
Bobb Jo Colburn,2017,4.1,10.8,38.0,1.3,4.2,31.0,1.3,1.8,74.3,10.8
Hilary Annich,2017,0.8,4.1,20.4,0.6,2.2,25.9,0.2,0.3,50.0,2.4
Brie Wilcox,2017,1.5,4.0,37.5,0.0,0.0,0.0,0.4,0.5,83.3,3.4
Brianna Ghali,2017,4.5,11.2,39.9,0.8,3.0,27.9,2.4,3.8,61.8,12.1
Freya Szmidt,2017,1.6,4.1,37.9,0.0,0.4,0.0,0.3,0.3,100.0,3.4
Erin McIntosh,2017,2.5,6.5,39.5,0.4,1.9,21.6,2.5,3.0,80.3,8.0
Laura Costello,2017,0.6,2.6,23.8,0.0,0.5,0.0,0.5,0.5,100.0,1.8
Jenna Spruyt,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reyna Crawford,2017,0.1,1.1,11.1,0.0,0.6,0.0,0.0,0.0,0.0,0.3
Shannon Hatch,2017,1.7,3.9,42.9,0.1,1.2,9.1,0.6,0.7,83.3,4.0
Maria Massue Puig,2017,2.9,5.2,54.8,0.0,0.0,0.0,1.2,2.9,43.5,7.0
Mozanga Ekwalanga,2017,0.8,2.8,27.3,0.4,1.8,25.0,0.2,0.4,57.1,2.2
Lauren Seabrook,2017,1.6,3.3,47.0,0.0,0.1,0.0,1.9,2.3,80.4,5.0
Alyssa Hoveling,2017,0.5,1.9,27.8,0.1,0.5,10.0,0.2,0.4,50.0,1.3
Katie Keith,2017,2.6,7.9,33.1,0.2,0.6,36.4,2.4,4.4,54.4,7.8
Teesha Olson,2017,2.9,8.2,36.1,0.8,3.0,26.3,2.7,3.5,77.6,9.4
Isabel Rattai,2017,0.7,2.5,28.6,0.2,0.9,26.3,0.5,0.8,56.3,2.1
Malayah Bruno,2017,0.3,1.7,20.0,0.1,0.6,20.0,0.0,0.0,0.0,0.8
Danielle Fritzke,2017,1.3,4.3,29.9,0.9,2.7,35.2,0.3,0.5,70.0,3.9
Zoe Dahl,2017,4.3,11.2,38.7,1.6,5.4,30.6,2.5,3.0,81.7,12.8
Kaitlin Bracko,2017,1.2,3.6,34.2,0.2,1.2,20.8,0.7,1.1,60.9,3.5
Mariah Miller,2017,2.5,6.5,38.5,1.5,2.5,60.0,0.0,0.0,0.0,6.5
Kathryn Hankins,2017,3.9,11.3,34.5,0.7,2.3,28.3,0.6,0.8,70.6,9.1
Jessica Bachynski,2017,2.6,7.3,35.3,0.7,2.3,30.2,1.6,2.9,56.4,7.5
Mylanda Miller,2017,0.6,3.4,17.9,0.2,1.0,25.0,0.5,0.9,50.0,1.9
Anna Houtman,2017,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajzha Doman,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Areena Lewis,2017,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Kyre Thompson,2017,0.1,0.9,11.1,0.0,0.7,0.0,0.0,0.0,0.0,0.2
Ellie McCarthy,2017,0.4,1.0,41.2,0.0,0.0,0.0,0.0,0.1,0.0,0.8
Kristen Monfort-Palomino,2017,0.8,5.0,16.0,0.4,2.5,16.0,0.1,0.6,27.3,2.1
Amber Easthope,2017,0.3,0.3,100.0,0.0,0.0,0.0,0.7,0.7,100.0,1.3
Carly McHarg,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juhee Thompson,2017,1.5,4.3,34.8,0.9,2.1,45.5,0.9,1.2,70.0,4.8
Brielle Wise,2017,1.9,4.9,38.6,0.9,2.5,34.9,0.7,1.2,60.0,5.4
Kathryn Sutherland,2017,0.8,2.0,39.0,0.1,0.5,20.0,0.5,0.7,69.2,2.1
Kerilynn MacLennan,2017,2.5,7.7,32.7,0.1,0.5,20.0,0.7,0.9,77.8,5.8
Paige Knull,2017,2.6,7.3,35.6,0.7,2.4,29.8,2.8,3.5,81.2,8.7
Kayla Ivicak,2017,5.0,11.4,43.9,0.4,1.5,26.7,1.6,2.5,65.3,12.0
Madison Terbasket-Winser,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandra Lauber,2017,1.5,3.2,46.2,0.0,0.0,0.0,0.5,0.8,60.0,3.5
Kendall Lydon,2017,5.1,15.4,33.1,2.1,6.0,35.0,4.0,4.5,88.8,16.3
Montana Kinzel,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Randall,2017,4.2,10.9,38.5,0.9,3.2,28.1,3.4,4.0,84.8,12.7
Keziah Brothers,2017,1.9,5.5,33.6,0.0,0.1,0.0,1.9,3.0,65.0,5.7
Tianna Mighty,2017,1.8,4.8,36.1,0.3,0.8,37.5,0.1,0.6,27.3,4.0
Shanelle Haliuk,2017,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cara Neufeld,2017,0.8,3.1,25.4,0.0,0.1,0.0,0.8,1.5,53.3,2.4
Emma Thompson,2017,3.5,11.2,31.3,1.8,5.5,32.1,0.9,1.1,78.3,9.7
Lana Mackic,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicole Konieczny,2017,4.4,12.7,34.6,1.6,5.1,31.2,1.7,2.5,65.8,12.1
Claire Harvey,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebecca Potter,2017,3.3,8.0,41.5,0.0,0.1,0.0,2.3,3.4,68.7,8.9
Kyla Balfour,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brittanie Parisien,2017,3.0,8.7,34.5,1.4,4.8,30.5,1.2,1.6,75.0,8.7
Tiara Licsi,2017,0.6,3.5,17.4,0.3,1.9,15.8,0.3,0.4,75.0,1.8
Maria Blanc Belver,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keara McCallum,2017,0.8,2.0,38.9,0.4,0.9,47.1,0.1,0.2,66.7,2.1
Drew Knox,2017,2.5,8.1,30.2,1.1,3.9,29.9,0.9,1.4,66.7,7.0
Marnie Garner,2017,0.6,1.6,37.5,0.1,0.3,28.6,0.2,0.2,100.0,1.5
Angela Driscoll,2017,3.2,9.2,35.0,0.2,1.1,22.7,3.1,5.0,61.4,9.8
Marina Kehrig,2017,2.2,6.2,35.2,0.4,1.5,26.7,1.5,2.5,61.2,6.3
Michelle Tiffany,2017,2.9,8.5,33.5,0.7,2.8,25.5,1.4,1.8,80.0,7.8
Becky Nash,2017,4.5,11.3,40.3,0.1,0.3,14.3,2.2,3.5,63.8,11.3
Erin Kehrig,2017,4.0,9.4,42.0,0.2,1.4,14.3,0.9,1.2,76.0,9.1
Abbey Gillette,2017,1.4,4.5,31.5,0.1,0.6,27.3,1.5,2.2,66.7,4.5
Charlotte Kot,2017,4.7,8.3,56.0,0.0,0.0,0.0,4.0,4.0,100.0,13.3
Michaela Kleisinger,2017,1.9,5.7,32.5,0.4,1.9,20.5,0.5,0.7,71.4,4.6
Katie Polischuk,2017,5.5,13.2,41.1,2.8,7.7,36.4,1.9,2.1,92.9,15.7
Avery Pearce,2017,1.6,4.0,38.3,0.5,1.6,30.3,0.7,0.8,87.5,4.3
Caitlin Zacharias,2017,1.2,4.4,28.4,0.5,2.1,23.3,0.3,0.5,70.0,3.4
Kyia Giles,2017,1.0,3.3,30.2,0.0,0.6,0.0,0.6,1.1,52.9,2.6
Sara Hubenig,2017,2.6,7.2,35.9,0.7,2.6,26.4,1.6,2.0,80.0,7.5
Kaitlyn Tonita,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyanna Giles,2017,4.8,11.2,43.0,1.1,2.5,41.2,2.2,3.4,66.2,12.9
Ainsley MacIntyre,2017,1.3,4.2,30.0,0.1,0.5,10.0,1.7,2.5,70.2,4.3
Britton Belyk,2017,1.6,4.3,38.4,0.9,2.6,34.0,0.8,0.8,88.2,5.0
Christina McCusker,2017,2.5,5.2,48.6,0.0,0.0,0.0,2.9,3.8,76.0,8.0
Angela Bongomin,2017,1.1,2.7,41.2,0.0,0.0,0.0,1.3,2.1,60.0,3.5
Alexi Rowden,2017,0.8,1.8,47.1,0.0,0.0,0.0,0.9,1.3,68.0,2.6
Erin Taylor,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maya Olynyk,2017,0.9,3.2,28.1,0.2,1.0,22.2,0.8,1.2,68.2,2.8
Libby Epoch,2017,2.1,7.8,27.6,1.5,4.6,32.6,2.3,2.8,82.1,8.1
Christy Fehr,2017,0.2,0.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Madeline Humbert,2017,1.2,3.0,42.4,0.5,1.2,36.0,1.3,1.6,78.8,4.3
Brianna Fehr,2017,0.6,1.9,34.6,0.2,0.9,25.0,0.1,0.1,100.0,1.6
Sabine Dukate,2017,6.2,15.5,39.8,2.2,6.0,37.0,1.7,2.1,81.1,16.2
Sascha Lichtenwald,2017,3.6,11.2,32.2,0.4,2.8,13.6,3.6,5.1,70.7,11.3
Megan Ahlstrom,2017,3.6,8.1,44.4,0.9,2.7,33.3,3.4,3.8,89.5,11.5
Megan Lindquist,2017,3.8,8.9,41.9,1.1,2.3,45.7,1.4,2.2,64.4,10.0
Kassidy Konkin,2017,1.0,2.0,50.0,0.0,0.0,0.0,0.7,1.4,50.0,2.7
Summer Masikewich,2017,3.0,5.8,51.3,0.0,0.1,0.0,2.8,5.1,54.9,8.7
Kelsey Lalor,2017,0.1,0.8,15.4,0.1,0.4,14.3,0.1,0.2,50.0,0.4
Janaya Brown,2017,0.2,1.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Vera Crooks,2017,1.3,2.7,48.1,0.0,0.0,0.0,0.7,1.6,43.8,3.3
Madeline Neumann,2017,0.3,0.9,30.8,0.1,0.6,22.2,0.0,0.0,0.0,0.7
Amanda Purssell,2017,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Chelsea Hoey,2017,2.5,7.8,32.5,0.0,0.2,0.0,1.4,2.2,65.9,6.5
Cassie Rerick,2017,0.6,1.9,29.4,0.1,0.3,33.3,1.6,2.1,73.7,2.8
Danya Lincoln,2017,0.1,0.5,16.7,0.0,0.2,0.0,0.2,0.5,50.0,0.4
Emma Piggin,2017,3.8,9.6,39.1,0.8,2.9,25.9,2.2,3.0,74.6,10.4
Leilani Carney,2017,2.0,6.0,33.1,0.9,3.2,29.7,1.2,1.5,80.0,6.2
Emily Vilac,2017,2.6,8.8,29.4,1.5,4.7,32.3,1.3,1.7,76.5,8.0
Shenise Sigsworth,2017,3.0,7.8,37.6,0.2,0.9,27.8,1.9,3.7,52.7,8.1
Audrey Rankin,2017,1.2,4.1,29.3,1.0,3.4,29.9,0.2,0.4,62.5,3.6
Kanesha Reeves,2017,0.9,3.5,26.1,0.6,2.5,23.5,0.0,0.0,0.0,2.4
Michelle Bos,2017,3.6,10.1,36.3,1.3,3.8,34.2,1.4,2.2,65.9,10.1
Riley Oien,2017,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Juliet King,2017,0.3,1.0,29.4,0.0,0.0,0.0,0.5,0.8,64.3,1.1
Mariah Perry,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Buckingham,2017,1.2,3.6,34.2,0.2,1.1,19.0,0.5,0.7,76.9,3.2
Alicia Unruh,2017,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Kayla Gordon,2017,5.9,11.1,53.2,0.0,0.1,0.0,2.3,3.8,61.3,14.1
Natalie Carkner,2017,2.5,8.3,30.5,1.9,5.9,31.4,1.4,2.3,60.9,8.3
Luca Schmidt,2017,1.1,5.4,19.4,0.7,3.1,21.0,1.2,1.8,68.6,4.0
Jamie Andrew Stobart,2017,0.3,1.2,23.8,0.0,0.0,0.0,0.2,0.2,75.0,0.7
Julia Marshall,2017,0.4,1.2,29.4,0.3,1.0,28.6,0.1,0.3,50.0,1.1
Jessie Brown,2017,4.8,12.9,37.2,3.0,7.2,42.1,2.5,3.5,69.0,15.1
Ashleigh Barnes,2017,1.4,3.1,44.4,0.0,0.1,0.0,1.5,2.8,54.5,4.3
Breanna Cabuco,2017,0.2,0.9,22.2,0.0,0.0,0.0,0.2,0.5,33.3,0.6
Grace Guderyan,2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0
Tessa Ratzlaff,2017,6.8,13.6,50.4,0.0,0.0,0.0,3.1,4.0,76.3,16.7
Teanna Bradshaw,2017,0.2,0.2,100.0,0.0,0.0,0.0,0.4,0.4,100.0,0.8
Simran Grewal,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shilpa Khanna,2017,2.9,7.3,39.7,2.2,5.8,39.1,0.5,0.7,76.9,8.6
Marcie Schlick,2017,0.2,0.6,25.0,0.0,0.0,0.0,0.3,0.6,50.0,0.6
Cherub Lum,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samantha Baumgartner,2017,0.3,1.6,21.2,0.1,0.8,12.5,0.7,0.9,72.2,1.4
Ali Norris,2017,1.2,2.8,44.6,0.6,1.2,45.8,0.6,0.8,75.0,3.6
Krysten Lindquist,2017,1.7,4.2,41.0,0.1,0.7,14.3,1.6,2.8,56.4,5.0
Kara Spotton,2017,4.8,9.8,48.5,0.0,0.0,0.0,2.5,3.2,75.4,11.9
Keylyn Filewich,2017,3.6,7.1,51.4,0.0,0.0,0.0,1.4,2.0,68.3,8.7
Gabrielle Laguerta,2017,0.6,1.0,60.0,0.4,0.6,66.7,0.0,0.0,0.0,1.6
Jessica Hanson,2017,3.2,9.1,35.9,0.9,2.8,32.7,1.6,1.9,86.5,9.0
Andrea Strujic,2017,1.8,3.5,50.0,0.0,0.1,0.0,0.5,1.1,47.6,4.0
Chelsea Hamming,2017,0.4,0.9,42.9,0.0,0.0,0.0,0.0,0.2,0.0,0.8
Susan Thompson,2017,0.5,1.4,32.1,0.0,0.0,0.0,0.3,0.5,66.7,1.2
Maddison Penn,2017,6.0,15.7,38.5,1.5,4.5,33.0,4.5,5.5,81.8,18.1
Vanessa Botteselle,2017,2.1,5.2,40.0,0.3,1.4,22.2,1.4,1.7,79.4,5.8
Emily Kanester,2017,3.4,12.1,27.8,1.4,5.8,25.0,4.3,5.2,81.9,12.4
Carly Corrado,2017,0.2,0.5,33.3,0.2,0.4,50.0,0.2,0.2,100.0,0.7
Shenelle Tamminen,2017,1.5,4.3,34.5,0.5,2.1,20.9,1.1,1.4,77.8,4.5
Chloe Kennedy,2017,3.9,10.4,37.5,0.9,3.5,27.5,1.7,2.0,85.0,10.4
Emma Jonas,2017,1.1,4.7,23.4,0.4,2.1,19.0,0.3,0.5,60.0,2.9
Olivia Johnson,2017,0.5,2.1,20.9,0.1,0.7,15.4,0.3,0.4,75.0,1.3
Emma Johnson,2017,0.6,2.5,23.5,0.0,0.1,0.0,0.2,0.7,30.8,1.4
Jordan Korol,2017,2.8,5.8,48.7,0.1,0.1,100.0,0.6,1.1,52.4,6.2
Claire Elliott,2017,4.0,10.2,39.2,0.9,3.5,25.4,1.0,2.1,47.6,9.9
Nicole Hart,2017,2.1,5.6,37.4,0.0,0.1,0.0,0.8,1.1,75.0,5.0
Jordyn Cullum,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Zawada,2017,0.9,3.0,32.2,0.4,1.5,26.7,0.5,1.0,50.0,2.8
Sara Simovic,2017,3.3,8.5,38.9,1.4,3.9,35.1,1.6,2.1,79.5,9.6
Shayna Litman,2017,3.8,10.2,37.4,0.0,0.1,0.0,2.5,3.1,81.0,10.2
Victoria Jacobse,2017,0.5,1.9,27.0,0.2,1.1,23.8,0.4,0.6,66.7,1.6
Kayli Sartori,2017,5.3,13.8,38.9,0.9,4.0,22.5,4.8,7.5,64.4,16.4
Sydney Williams,2017,2.8,8.6,32.0,2.1,6.9,30.4,0.3,0.6,50.0,7.9
Jessica Cameron,2017,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Taylor Claggett,2017,4.0,7.7,52.3,0.0,0.0,0.0,3.9,6.2,62.6,11.8
Katherine Holden,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veronica Kobes,2017,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
