player_id,SEASON,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PPG
221,2011,4.8,11.0,43.2,0.8,2.7,28.8,2.7,3.8,71.1,13.0
597,2011,1.6,4.6,34.7,0.5,1.7,28.9,0.5,0.6,71.4,4.1
598,2011,0.2,1.1,16.7,0.1,0.4,16.7,0.2,0.4,50.0,0.6
599,2011,1.1,2.7,40.7,0.0,0.2,0.0,0.7,1.0,70.0,2.9
600,2011,1.8,4.7,37.6,0.0,0.1,0.0,1.4,1.9,74.3,5.0
225,2011,0.9,4.1,22.0,0.5,2.3,19.6,0.2,0.6,30.8,2.5
226,2011,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
227,2011,2.3,5.7,40.5,0.0,0.0,0.0,2.8,4.4,62.9,7.4
229,2011,3.1,8.6,35.6,0.8,2.7,28.8,2.6,3.4,75.4,9.5
230,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2011,3.3,10.4,32.0,0.2,1.1,16.7,1.1,1.7,67.6,8.0
232,2011,4.5,11.7,38.0,1.1,3.3,34.7,1.7,2.4,71.7,11.8
234,2011,4.0,8.5,47.6,0.0,0.2,0.0,1.3,1.9,68.3,9.4
601,2011,0.9,3.1,27.9,0.4,1.8,20.5,0.5,0.6,71.4,2.5
236,2011,3.2,5.4,59.3,0.0,0.0,0.0,1.0,2.0,50.0,7.4
602,2011,0.7,1.8,38.5,0.0,0.0,0.0,0.3,0.9,36.8,1.7
238,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2011,5.0,12.1,41.2,0.2,0.6,30.8,2.6,3.4,76.0,12.8
604,2011,2.0,6.4,31.3,0.0,0.6,0.0,1.6,3.0,53.3,5.6
240,2011,1.3,4.8,27.6,0.2,0.7,25.0,2.3,3.5,66.7,5.2
605,2011,0.8,1.8,44.4,0.4,0.6,66.7,0.0,0.0,0.0,2.0
606,2011,0.7,5.7,11.8,0.5,3.8,13.0,0.0,0.0,0.0,1.8
249,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2011,1.8,7.3,25.0,0.7,4.2,16.0,0.3,0.3,100.0,4.7
245,2011,0.7,1.7,40.0,0.7,1.3,50.0,0.0,0.0,0.0,2.0
246,2011,1.4,3.1,44.9,0.0,0.1,0.0,0.5,0.8,58.8,3.3
608,2011,2.4,6.6,35.9,1.2,3.5,34.2,1.5,2.1,72.3,7.5
609,2011,0.4,1.1,35.7,0.0,0.0,0.0,0.5,0.5,100.0,1.3
610,2011,0.5,1.2,41.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,2011,6.6,13.3,49.5,0.2,0.5,40.0,2.5,3.7,68.3,15.9
611,2011,3.2,8.7,37.2,1.6,4.0,39.8,1.1,1.5,75.0,9.1
612,2011,2.2,7.8,28.8,0.3,1.8,15.8,2.6,3.6,73.3,7.4
613,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2011,1.4,4.2,32.6,0.5,2.2,22.4,0.5,0.6,78.6,3.7
615,2011,5.0,14.9,33.3,2.0,5.9,34.1,4.5,5.5,83.3,16.5
616,2011,3.0,8.7,34.5,1.4,4.0,35.9,1.6,2.2,71.4,9.0
617,2011,3.0,7.7,39.1,0.5,0.8,60.0,0.3,0.7,50.0,6.8
618,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2011,1.5,4.5,34.7,0.0,0.0,0.0,0.7,1.6,44.4,3.8
620,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2011,2.6,8.2,32.5,0.0,0.3,0.0,1.2,2.5,50.0,6.5
622,2011,1.6,5.0,32.4,0.0,0.0,0.0,2.0,3.1,62.3,5.2
623,2011,1.6,5.4,30.3,0.5,2.5,20.0,0.6,0.9,73.7,4.4
624,2011,3.2,8.2,39.2,0.5,2.1,23.4,1.8,3.0,59.1,8.7
625,2011,1.9,4.5,42.7,0.0,0.2,0.0,0.8,1.5,56.7,4.7
626,2011,4.0,10.5,38.1,0.4,2.2,18.4,1.5,2.2,69.4,10.0
