,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G,player_id
3046,mcmaster,2017,S,10,19.0,18.0,26.3,886
3047,mcmaster,2017,S,11,19.0,2.0,16.1,887
3048,mcmaster,2017,F,13,9.0,0.0,5.3,1598
3049,mcmaster,2017,J,14,6.0,0.0,5.0,1126
3050,mcmaster,2017,S,15,19.0,18.0,22.2,621
3051,mcmaster,2017,J,22,18.0,17.0,25.7,1128
3052,mcmaster,2017,F,25,13.0,0.0,9.7,1599
3053,nipissing,2017,S,0,0.0,0.0,0.0,1365
3054,nipissing,2017,F,3,1.0,0.0,0.0,1129
3055,nipissing,2017,S,4,17.0,0.0,12.8,856
3056,nipissing,2017,S,5,18.0,18.0,30.8,593
3057,nipissing,2017,J,6,17.0,17.0,32.1,1364
3058,nipissing,2017,F,7,7.0,0.0,8.1,1299
3059,nipissing,2017,S,8,15.0,10.0,23.3,1366
3060,nipissing,2017,S,9,18.0,17.0,20.6,1131
3061,nipissing,2017,F,10,7.0,0.0,8.4,1600
3062,nipissing,2017,F,11,15.0,0.0,10.7,1601
3063,nipissing,2017,S,12,1.0,0.0,0.0,86
3064,nipissing,2017,S,13,0.0,0.0,0.0,772
3065,nipissing,2017,J,14,13.0,3.0,24.0,1368
3066,nipissing,2017,F,15,19.0,3.0,11.7,1602
3067,nipissing,2017,J,21,18.0,4.0,10.8,1369
3068,nipissing,2017,F,22,0.0,0.0,0.0,1370
3069,nipissing,2017,J,24,18.0,14.0,22.4,1371
3070,ottawa,2017,,3,10.0,10.0,33.3,623
3071,ottawa,2017,,4,19.0,10.0,24.4,1603
3072,ottawa,2017,,5,5.0,0.0,6.6,1377
3073,ottawa,2017,,6,18.0,1.0,15.0,1604
3074,ottawa,2017,,7,16.0,16.0,21.6,892
3075,ottawa,2017,,8,14.0,9.0,20.6,893
3076,ottawa,2017,,9,17.0,11.0,19.2,1142
3077,ottawa,2017,,10,15.0,1.0,10.8,1374
3078,ottawa,2017,,11,18.0,5.0,16.4,1605
3079,ottawa,2017,,12,19.0,8.0,16.5,1144
3080,ottawa,2017,,14,18.0,0.0,8.4,1145
3081,ottawa,2017,,15,10.0,1.0,9.2,1376
3082,ottawa,2017,,18,1.0,0.0,3.0,1606
3083,ottawa,2017,,21,9.0,5.0,16.3,628
3084,ottawa,2017,,22,19.0,18.0,29.0,895
3085,ottawa,2017,,25,0.0,0.0,0.0,1607
3086,queens,2017,,04,10.0,0.0,7.5,1378
3087,queens,2017,,05,19.0,19.0,24.2,629
3088,queens,2017,,06,19.0,1.0,13.1,898
3089,queens,2017,,07,19.0,19.0,23.6,899
3090,queens,2017,,08,19.0,0.0,15.3,1608
3091,queens,2017,,09,16.0,0.0,8.2,1379
3092,queens,2017,,10,18.0,18.0,23.2,1147
3093,queens,2017,,11,1.0,0.0,0.0,1609
3094,queens,2017,,12,17.0,0.0,8.1,1381
3095,queens,2017,,13,19.0,2.0,15.2,1610
3096,queens,2017,,14,18.0,17.0,23.2,901
3097,queens,2017,,15,18.0,18.0,22.7,636
3098,queens,2017,,21,19.0,0.0,18.3,1611
3099,queens,2017,,22,11.0,1.0,11.9,265
3100,toronto,2017,S,4,17.0,15.0,29.9,1382
3101,toronto,2017,S,5,18.0,13.0,26.4,1383
3102,toronto,2017,S,6,0.0,0.0,0.0,1384
3103,toronto,2017,F,7,9.0,0.0,5.0,1612
3104,toronto,2017,S,8,13.0,12.0,32.1,1386
3105,toronto,2017,S,9,15.0,0.0,8.3,1387
3106,toronto,2017,J,10,19.0,0.0,15.7,1388
3107,toronto,2017,F,11,1.0,0.0,3.0,1613
3108,toronto,2017,S,12,19.0,3.0,16.8,1389
3109,toronto,2017,F,13,17.0,8.0,12.4,1614
3110,toronto,2017,S,14,17.0,7.0,19.8,1391
3111,toronto,2017,J,15,5.0,0.0,2.2,633
3112,toronto,2017,S,21,16.0,11.0,23.9,1393
3113,toronto,2017,S,22,19.0,17.0,27.1,642
3114,waterloo,2017,,04,2.0,0.0,2.5,1615
3115,waterloo,2017,,05,12.0,0.0,4.6,1154
3116,waterloo,2017,,06,20.0,6.0,22.6,1616
3117,waterloo,2017,,07,15.0,11.0,23.0,1395
3118,waterloo,2017,,09,11.0,0.0,5.3,1617
3119,waterloo,2017,,10,20.0,0.0,15.6,1618
3120,waterloo,2017,,11,20.0,18.0,25.9,647
3121,waterloo,2017,,12,20.0,18.0,31.1,921
3122,waterloo,2017,,13,20.0,18.0,26.6,922
3123,waterloo,2017,,14,9.0,0.0,9.7,1155
3124,waterloo,2017,,15,12.0,0.0,11.9,1619
3125,waterloo,2017,,21,20.0,5.0,14.1,1157
3126,waterloo,2017,,22,17.0,0.0,8.6,1620
3127,western,2017,,05,20.0,0.0,12.1,1621
3128,western,2017,,06,19.0,19.0,29.1,655
3129,western,2017,,07,20.0,20.0,31.4,1396
3130,western,2017,,08,20.0,20.0,33.0,1397
3131,western,2017,,09,9.0,0.0,2.8,1622
3132,western,2017,,10,13.0,0.0,6.5,1623
3133,western,2017,,11,20.0,20.0,33.4,931
3134,western,2017,,12,17.0,5.0,17.2,1163
3135,western,2017,,13,16.0,16.0,29.9,930
3136,western,2017,,14,7.0,0.0,8.6,1162
3137,western,2017,,22,17.0,0.0,6.2,1624
3138,windsor,2017,F,03,17.0,17.0,22.4,1625
3139,windsor,2017,S,04,20.0,20.0,28.1,657
3140,windsor,2017,F,05,1.0,0.0,0.0,1626
3141,windsor,2017,S,06,20.0,0.0,18.5,1400
3142,windsor,2017,S,07,8.0,0.0,12.5,1401
3143,windsor,2017,F,08,2.0,0.0,2.5,1627
3144,windsor,2017,S,09,5.0,0.0,7.0,1628
3145,windsor,2017,,10,6.0,0.0,4.3,1629
3146,windsor,2017,S,11,2.0,0.0,8.5,1630
3147,windsor,2017,F,12,16.0,0.0,5.8,1631
3148,windsor,2017,S,13,18.0,17.0,25.3,935
3149,windsor,2017,S,14,20.0,20.0,27.1,1405
3150,windsor,2017,J,15,18.0,0.0,8.7,776
3151,windsor,2017,J,20,20.0,3.0,23.5,1166
3152,windsor,2017,J,21,17.0,3.0,8.5,1632
3153,windsor,2017,S,23,20.0,20.0,27.9,1633
3154,york,2017,J,4,12.0,1.0,10.2,1167
3155,york,2017,F,5,6.0,0.0,4.7,1634
3156,york,2017,S,7,16.0,9.0,24.4,1635
3157,york,2017,S,8,18.0,18.0,30.2,663
3158,york,2017,S,9,17.0,14.0,26.0,1409
3159,york,2017,S,10,18.0,4.0,15.3,937
3160,york,2017,S,11,19.0,12.0,24.5,1410
3161,york,2017,S,13,6.0,0.0,3.2,1413
3162,york,2017,F,14,15.0,4.0,20.4,1636
3163,york,2017,S,15,17.0,17.0,25.3,664
3164,york,2017,J,22,19.0,0.0,13.3,1171
3165,alberta,2017,S,00,13.0,1.0,4.8,1637
3166,alberta,2017,S,01,20.0,0.0,17.5,1414
3167,alberta,2017,S,02,16.0,0.0,7.6,1415
3168,alberta,2017,S,03,20.0,20.0,26.8,940
3169,alberta,2017,F,04,0.0,0.0,0.0,1638
3170,alberta,2017,S,05,20.0,20.0,28.3,1639
3171,alberta,2017,J,06,3.0,0.0,9.0,1172
3172,alberta,2017,S,07,20.0,20.0,29.3,671
3173,alberta,2017,F,08,20.0,0.0,18.8,1640
3174,alberta,2017,F,09,15.0,0.0,11.6,1641
3175,alberta,2017,S,10,8.0,4.0,19.3,1416
3176,alberta,2017,J,11,17.0,0.0,8.0,1173
3177,alberta,2017,S,12,20.0,20.0,27.1,1174
3178,alberta,2017,J,13,20.0,15.0,17.7,1185
3179,alberta,2017,F,14,3.0,0.0,2.7,1417
3180,brandon,2017,S,01,20.0,20.0,28.6,1176
3181,brandon,2017,S,04,17.0,0.0,18.1,1178
3182,brandon,2017,F,06,16.0,0.0,9.0,1642
3183,brandon,2017,S,07,15.0,0.0,9.3,1419
3184,brandon,2017,S,08,20.0,18.0,31.1,1420
3185,brandon,2017,S,10,20.0,20.0,25.7,946
3186,brandon,2017,J,11,20.0,0.0,12.5,947
3187,brandon,2017,S,12,20.0,2.0,19.3,751
3188,brandon,2017,S,13,19.0,18.0,22.3,949
3189,brandon,2017,S,14,20.0,16.0,16.2,948
3190,calgary,2017,S,00,20.0,2.0,16.1,1181
3191,calgary,2017,S,02,20.0,0.0,19.9,1643
3192,calgary,2017,F,03,0.0,0.0,0.0,1644
3193,calgary,2017,J,05,20.0,20.0,23.4,1182
3194,calgary,2017,F,06,20.0,16.0,24.6,1645
3195,calgary,2017,S,07,12.0,8.0,16.8,694
3196,calgary,2017,S,09,12.0,0.0,11.8,1646
3197,calgary,2017,S,10,20.0,19.0,25.1,952
3198,calgary,2017,S,11,7.0,0.0,15.9,1423
3199,calgary,2017,S,12,20.0,13.0,25.2,1425
3200,calgary,2017,F,14,8.0,0.0,8.8,1647
3201,calgary,2017,S,15,0.0,0.0,0.0,1426
3202,calgary,2017,F,21,8.0,0.0,4.5,1648
3203,calgary,2017,S,22,9.0,4.0,14.8,793
3204,calgary,2017,F,23,8.0,8.0,15.1,1649
3205,calgary,2017,S,24,16.0,0.0,10.7,1109
3206,lethbridge,2017,F,01,19.0,0.0,9.7,1650
3207,lethbridge,2017,S,03,18.0,17.0,29.2,1429
3208,lethbridge,2017,S,04,19.0,15.0,25.5,1430
3209,lethbridge,2017,F,05,20.0,2.0,14.2,1651
3210,lethbridge,2017,J,06,9.0,0.0,6.0,1431
3211,lethbridge,2017,J,07,20.0,6.0,14.2,1432
3212,lethbridge,2017,S,08,20.0,20.0,28.3,957
3213,lethbridge,2017,S,09,20.0,3.0,13.7,1188
3214,lethbridge,2017,S,10,2.0,2.0,19.0,959
3215,lethbridge,2017,J,12,20.0,17.0,26.6,1652
3216,lethbridge,2017,J,13,19.0,18.0,29.9,1653
3217,lethbridge,2017,F,14,20.0,0.0,9.2,1654
3218,macewan,2017,,00,0.0,0.0,0.0,1436
3219,macewan,2017,,01,6.0,0.0,2.5,1655
3220,macewan,2017,,02,10.0,0.0,3.0,1656
3221,macewan,2017,,03,17.0,1.0,5.8,1657
3222,macewan,2017,,04,20.0,19.0,21.8,1658
3223,macewan,2017,,05,3.0,0.0,4.3,1659
3224,macewan,2017,,06,0.0,0.0,0.0,1660
3225,macewan,2017,,07,16.0,0.0,15.6,1661
3226,macewan,2017,,08,17.0,0.0,19.6,1441
3227,macewan,2017,,09,20.0,0.0,12.0,1662
3228,macewan,2017,,10,20.0,15.0,20.5,1196
3229,macewan,2017,,11,20.0,20.0,26.6,1199
3230,macewan,2017,,12,20.0,20.0,29.0,1200
3231,macewan,2017,,13,0.0,0.0,0.0,1663
3232,macewan,2017,,14,20.0,5.0,21.9,1664
3233,manitoba,2017,J,01,0.0,0.0,0.0,1204
3234,manitoba,2017,F,03,20.0,20.0,28.8,1665
3235,manitoba,2017,F,04,20.0,1.0,20.6,1666
3236,manitoba,2017,J,05,20.0,13.0,25.0,1444
3237,manitoba,2017,F,06,8.0,0.0,4.6,1667
3238,manitoba,2017,S,07,20.0,1.0,15.7,1445
3239,manitoba,2017,S,08,20.0,16.0,27.7,665
3240,manitoba,2017,F,09,0.0,0.0,0.0,1668
3241,manitoba,2017,S,10,15.0,15.0,32.3,1443
3242,manitoba,2017,S,11,0.0,0.0,0.0,961
3243,manitoba,2017,S,12,20.0,19.0,22.9,688
3244,manitoba,2017,F,13,0.0,0.0,0.0,1669
3245,manitoba,2017,F,14,20.0,2.0,20.2,1670
3246,mountroyal,2017,,01,0.0,0.0,0.0,1671
3247,mountroyal,2017,,02,18.0,0.0,7.9,1672
3248,mountroyal,2017,,03,20.0,10.0,22.6,1207
3249,mountroyal,2017,,04,20.0,0.0,11.1,1673
3250,mountroyal,2017,,05,20.0,20.0,30.3,967
3251,mountroyal,2017,,08,20.0,10.0,18.9,1674
3252,mountroyal,2017,,10,20.0,20.0,27.8,1448
3253,mountroyal,2017,,11,20.0,20.0,30.8,1449
3254,mountroyal,2017,,12,20.0,18.0,25.4,1675
3255,regina,2017,S,01,3.0,3.0,18.7,703
3256,regina,2017,S,02,20.0,9.0,19.9,1450
3257,regina,2017,S,03,20.0,20.0,27.0,704
3258,regina,2017,S,04,20.0,11.0,17.1,1451
3259,regina,2017,S,05,20.0,0.0,9.4,974
3260,regina,2017,F,06,16.0,0.0,13.4,1676
3261,regina,2017,S,07,20.0,13.0,22.2,976
3262,regina,2017,F,08,0.0,0.0,0.0,1677
3263,regina,2017,F,09,20.0,19.0,25.4,1678
3264,regina,2017,S,10,19.0,6.0,16.9,773
3265,regina,2017,J,11,20.0,0.0,11.3,1213
3266,regina,2017,J,12,20.0,17.0,20.4,1453
3267,regina,2017,F,14,19.0,2.0,9.9,1679
3268,regina,2017,S,15,19.0,0.0,8.9,1680
3269,saskatchewan,2017,,00,18.0,1.0,13.6,1214
3270,saskatchewan,2017,,01,20.0,19.0,31.9,1681
3271,saskatchewan,2017,,02,6.0,0.0,5.3,1682
3272,saskatchewan,2017,,03,20.0,2.0,15.5,978
3273,saskatchewan,2017,,04,14.0,0.0,7.1,1683
3274,saskatchewan,2017,,05,18.0,18.0,31.5,1455
3275,saskatchewan,2017,,06,8.0,3.0,22.4,1456
3276,saskatchewan,2017,,07,20.0,18.0,25.2,1457
3277,saskatchewan,2017,,09,20.0,19.0,24.8,979
3278,saskatchewan,2017,,10,7.0,1.0,12.3,1458
3279,saskatchewan,2017,,11,20.0,19.0,24.2,1684
3280,saskatchewan,2017,,12,17.0,0.0,7.0,1685
3281,saskatchewan,2017,,13,11.0,0.0,4.5,1686
3282,thompsonrivers,2017,,01,14.0,0.0,6.3,1462
3283,thompsonrivers,2017,,02,2.0,0.0,2.0,1687
3284,thompsonrivers,2017,,04,20.0,7.0,24.9,1461
3285,thompsonrivers,2017,,05,9.0,0.0,9.8,1237
3286,thompsonrivers,2017,,06,13.0,0.0,4.8,1688
3287,thompsonrivers,2017,,07,20.0,20.0,26.8,1217
3288,thompsonrivers,2017,,08,20.0,20.0,28.5,1460
3289,thompsonrivers,2017,,09,20.0,14.0,24.9,1218
3290,thompsonrivers,2017,,10,20.0,20.0,28.8,984
3291,thompsonrivers,2017,,11,20.0,0.0,11.0,1689
3292,thompsonrivers,2017,,12,20.0,1.0,14.1,1216
3293,thompsonrivers,2017,,14,20.0,18.0,28.2,1219
3294,trinitywestern,2017,,01,17.0,0.0,4.6,1690
3295,trinitywestern,2017,,02,1.0,0.0,1.0,1464
3296,trinitywestern,2017,,03,20.0,0.0,14.7,1236
3297,trinitywestern,2017,,04,3.0,0.0,1.0,1463
3298,trinitywestern,2017,,05,20.0,20.0,30.9,988
3299,trinitywestern,2017,,06,20.0,20.0,28.1,718
3300,trinitywestern,2017,,07,20.0,20.0,30.0,719
3301,trinitywestern,2017,,08,18.0,1.0,5.1,716
3302,trinitywestern,2017,,09,14.0,0.0,10.6,1691
3303,trinitywestern,2017,,10,20.0,19.0,27.7,1222
3304,trinitywestern,2017,,11,20.0,1.0,16.4,1465
3305,trinitywestern,2017,,12,19.0,0.0,5.6,1467
3306,trinitywestern,2017,,13,1.0,0.0,0.0,1692
3307,trinitywestern,2017,,14,19.0,19.0,29.5,1225
3308,trinitywestern,2017,,15,5.0,0.0,3.0,1693
3309,ubc,2017,S,02,20.0,16.0,21.5,1468
3310,ubc,2017,F,03,13.0,0.0,5.1,1694
3311,ubc,2017,S,04,0.0,0.0,0.0,721
3312,ubc,2017,F,05,20.0,1.0,12.3,1695
3313,ubc,2017,F,06,20.0,4.0,20.3,1696
3314,ubc,2017,S,07,20.0,0.0,16.4,1469
3315,ubc,2017,S,08,20.0,20.0,25.6,1228
3316,ubc,2017,F,09,20.0,0.0,17.1,1697
3317,ubc,2017,F,10,5.0,0.0,3.4,1698
3318,ubc,2017,S,11,20.0,20.0,27.6,1471
3319,ubc,2017,S,12,20.0,20.0,22.4,725
3320,ubc,2017,S,13,8.0,0.0,4.8,1472
3321,ubc,2017,S,14,20.0,0.0,9.9,726
3322,ubcokanagan,2017,J,01,20.0,5.0,17.6,1229
3323,ubcokanagan,2017,S,02,20.0,19.0,29.2,456
3324,ubcokanagan,2017,S,03,11.0,0.0,3.5,1001
3325,ubcokanagan,2017,S,05,20.0,0.0,13.1,991
3326,ubcokanagan,2017,S,06,20.0,19.0,27.3,1473
3327,ubcokanagan,2017,F,07,20.0,0.0,15.7,1699
3328,ubcokanagan,2017,S,10,20.0,14.0,15.7,994
3329,ubcokanagan,2017,S,11,20.0,0.0,9.6,1474
3330,ubcokanagan,2017,S,12,20.0,19.0,25.1,1475
3331,ubcokanagan,2017,S,13,20.0,19.0,31.8,995
3332,ubcokanagan,2017,F,15,19.0,0.0,15.3,1700
3333,ufv,2017,,01,20.0,0.0,11.2,1701
3334,ufv,2017,,02,19.0,19.0,30.9,954
3335,ufv,2017,,03,20.0,20.0,30.3,732
3336,ufv,2017,,05,20.0,0.0,11.7,1702
3337,ufv,2017,,07,20.0,20.0,32.5,476
3338,ufv,2017,,08,20.0,19.0,28.1,982
3339,ufv,2017,,09,11.0,0.0,4.0,1703
3340,ufv,2017,,10,20.0,20.0,33.8,1481
3341,ufv,2017,,11,2.0,0.0,2.0,1704
3342,ufv,2017,,12,3.0,0.0,2.0,1705
3343,ufv,2017,,13,14.0,0.0,4.0,1483
3344,unbc,2017,F,03,0.0,0.0,0.0,1706
3345,unbc,2017,S,04,20.0,19.0,13.8,1003
3346,unbc,2017,S,05,12.0,0.0,11.0,1707
3347,unbc,2017,F,06,20.0,0.0,19.6,1708
3348,unbc,2017,S,07,20.0,1.0,18.1,1238
3349,unbc,2017,J,08,17.0,9.0,20.1,1242
3350,unbc,2017,S,09,20.0,0.0,10.5,1485
3351,unbc,2017,J,10,20.0,11.0,16.9,1244
3352,unbc,2017,S,11,18.0,1.0,13.3,1009
3353,unbc,2017,S,12,20.0,20.0,31.4,1486
3354,unbc,2017,j,13,20.0,20.0,33.0,1241
3355,unbc,2017,F,14,8.0,0.0,6.3,1709
3356,victoria,2017,,01,0.0,0.0,0.0,1488
3357,victoria,2017,,02,18.0,0.0,10.8,1710
3358,victoria,2017,,03,20.0,19.0,27.9,1246
3359,victoria,2017,,04,16.0,0.0,7.0,1490
3360,victoria,2017,,05,2.0,0.0,5.0,1711
3361,victoria,2017,,06,20.0,19.0,31.7,745
3362,victoria,2017,,07,19.0,0.0,12.1,1712
3363,victoria,2017,,08,13.0,0.0,9.6,1713
3364,victoria,2017,,09,13.0,0.0,18.9,1249
3365,victoria,2017,,10,20.0,19.0,27.6,748
3366,victoria,2017,,11,20.0,19.0,25.7,1492
3367,victoria,2017,,12,18.0,0.0,7.1,1493
3368,victoria,2017,,13,20.0,19.0,32.1,749
3369,victoria,2017,,14,1.0,0.0,2.0,1714
3370,victoria,2017,,15,17.0,0.0,5.8,1715
3371,winnipeg,2017,S,01,20.0,20.0,32.4,977
3372,winnipeg,2017,S,03,16.0,0.0,11.6,1716
3373,winnipeg,2017,J,06,20.0,20.0,24.1,1495
3374,winnipeg,2017,S,07,18.0,18.0,31.9,754
3375,winnipeg,2017,S,08,16.0,16.0,26.6,755
3376,winnipeg,2017,J,09,20.0,2.0,20.4,1496
3377,winnipeg,2017,J,10,5.0,0.0,3.0,1497
3378,winnipeg,2017,S,11,20.0,0.0,9.9,1254
3379,winnipeg,2017,S,12,20.0,0.0,9.9,1717
3380,winnipeg,2017,S,13,20.0,12.0,10.8,1718
3381,winnipeg,2017,S,14,20.0,5.0,18.8,756
3382,acadia,2018,J,1,19.0,1.0,18.9,1257
3383,acadia,2018,S,2,20.0,19.0,31.1,1498
3384,acadia,2018,F,3,15.0,0.0,3.5,1719
3385,acadia,2018,F,4,20.0,0.0,12.7,1720
3386,acadia,2018,J,5,0.0,0.0,0.0,1260
3387,acadia,2018,J,6,6.0,6.0,23.7,1261
3388,acadia,2018,S,7,20.0,20.0,27.6,759
3389,acadia,2018,S,8,17.0,14.0,31.4,760
3390,acadia,2018,F,10,13.0,0.0,5.1,1721
3391,acadia,2018,S,11,20.0,20.0,31.0,1021
3392,acadia,2018,F,12,15.0,0.0,4.0,1722
3393,acadia,2018,F,13,19.0,0.0,8.7,1723
3394,acadia,2018,S,14,20.0,20.0,25.1,763
3395,capebreton,2018,,5,20.0,18.0,26.8,1500
3396,capebreton,2018,,7,12.0,0.0,2.8,1724
3397,capebreton,2018,,8,20.0,13.0,23.5,1027
3398,capebreton,2018,,9,2.0,1.0,19.5,1501
3399,capebreton,2018,,10,17.0,0.0,11.1,1725
3400,capebreton,2018,,11,20.0,14.0,24.1,1726
3401,capebreton,2018,,12,20.0,20.0,33.0,769
3402,capebreton,2018,,13,20.0,7.0,26.7,768
3403,capebreton,2018,,15,20.0,7.0,21.1,518
3404,capebreton,2018,,21,2.0,0.0,0.0,1263
3405,capebreton,2018,,23,11.0,0.0,3.5,1727
3406,dalhousie,2018,F,3,20.0,6.0,20.1,1728
3407,dalhousie,2018,S,4,16.0,9.0,29.2,1028
3408,dalhousie,2018,J,5,20.0,14.0,28.4,1267
3409,dalhousie,2018,S,6,20.0,6.0,19.9,1504
3410,dalhousie,2018,S,7,2.0,0.0,2.0,1505
3411,dalhousie,2018,J,9,20.0,13.0,19.6,1729
3412,dalhousie,2018,S,10,20.0,20.0,26.6,1506
3413,dalhousie,2018,S,11,20.0,8.0,19.3,1269
3414,dalhousie,2018,S,12,18.0,16.0,24.5,1507
3415,dalhousie,2018,F,13,17.0,1.0,5.3,1730
3416,dalhousie,2018,S,14,14.0,7.0,18.2,1508
3417,memorial,2018,,4,20.0,20.0,26.1,1051
3418,memorial,2018,,5,20.0,7.0,21.0,1731
3419,memorial,2018,,6,17.0,0.0,5.5,1033
3420,memorial,2018,,8,16.0,0.0,5.3,1510
3421,memorial,2018,,10,14.0,0.0,2.4,1512
3422,memorial,2018,,11,19.0,19.0,28.3,1035
3423,memorial,2018,,12,20.0,0.0,14.8,1732
3424,memorial,2018,,13,20.0,0.0,9.0,1271
3425,memorial,2018,,14,12.0,12.0,27.1,778
3426,memorial,2018,,15,8.0,0.0,4.8,1274
3427,memorial,2018,,21,20.0,20.0,26.9,1034
3428,memorial,2018,,23,20.0,2.0,19.6,1275
3429,saintmarys,2018,2n,4,20.0,19.0,25.6,1733
3430,saintmarys,2018,2n,6,20.0,20.0,33.0,1513
3431,saintmarys,2018,5t,9,20.0,20.0,31.6,784
3432,saintmarys,2018,2n,10,10.0,0.0,0.9,1515
3433,saintmarys,2018,1s,11,20.0,0.0,8.3,1734
3434,saintmarys,2018,4t,12,20.0,2.0,11.6,1039
3435,saintmarys,2018,3r,13,19.0,1.0,13.6,1277
3436,saintmarys,2018,4t,14,19.0,19.0,35.5,1040
3437,saintmarys,2018,2n,15,17.0,0.0,4.2,1270
3438,saintmarys,2018,4t,21,20.0,18.0,28.7,1278
3439,stfx,2018,J,4,10.0,5.0,22.3,1279
3440,stfx,2018,S,5,20.0,20.0,33.0,1518
3441,stfx,2018,F,6,3.0,0.0,6.3,1735
3442,stfx,2018,F,7,0.0,0.0,0.0,1736
3443,stfx,2018,F,8,20.0,8.0,21.8,1737
3444,stfx,2018,F,9,3.0,0.0,4.0,1519
3445,stfx,2018,S,10,13.0,0.0,6.9,1520
3446,stfx,2018,S,11,18.0,0.0,16.8,1521
3447,stfx,2018,S,12,20.0,1.0,7.3,1522
3448,stfx,2018,J,14,20.0,14.0,20.8,1281
3449,stfx,2018,S,15,19.0,15.0,22.5,1523
3450,stfx,2018,F,17,7.0,1.0,10.9,1738
3451,stfx,2018,S,21,20.0,19.0,21.1,508
3452,stfx,2018,J,22,20.0,13.0,23.9,1282
3453,stfx,2018,S,23,14.0,0.0,8.8,1524
3454,stfx,2018,S,24,18.0,0.0,4.7,1525
3455,unb,2018,,4,20.0,20.0,31.1,1527
3456,unb,2018,,5,14.0,2.0,15.0,1528
3457,unb,2018,,6,5.0,0.0,19.2,535
3458,unb,2018,,7,0.0,0.0,0.0,1739
3459,unb,2018,,8,19.0,19.0,30.4,797
3460,unb,2018,,9,0.0,0.0,0.0,1048
3461,unb,2018,,10,18.0,13.0,23.3,762
3462,unb,2018,,11,18.0,0.0,7.0,1530
3463,unb,2018,,12,20.0,16.0,26.9,1740
3464,unb,2018,,13,14.0,2.0,15.8,1529
3465,unb,2018,,14,12.0,9.0,17.8,801
3466,unb,2018,,15,20.0,5.0,20.1,1285
3467,unb,2018,,20,15.0,14.0,23.9,802
3468,unb,2018,,21,10.0,0.0,5.1,1741
3469,upei,2018,3r,0,0.0,0.0,0.0,1534
3470,upei,2018,2n,4,20.0,20.0,34.9,1531
3471,upei,2018,S,5,1.0,0.0,1.0,1532
3472,upei,2018,S,6,2.0,0.0,1.5,1533
3473,upei,2018,F,7,8.0,0.0,3.6,1742
3474,upei,2018,F,8,20.0,20.0,30.4,1743
3475,upei,2018,2n,9,14.0,0.0,4.6,1291
3476,upei,2018,J,10,15.0,0.0,4.6,1292
3477,upei,2018,S,11,20.0,3.0,21.1,1535
3478,upei,2018,4t,12,20.0,17.0,24.9,1294
3479,upei,2018,S,13,20.0,20.0,31.7,805
3480,upei,2018,F,14,20.0,0.0,9.6,1744
3481,upei,2018,S,15,20.0,20.0,28.3,1536
3482,upei,2018,J,21,9.0,0.0,5.2,1296
3483,bishops,2018,5t,04,16.0,16.0,34.6,1538
3484,bishops,2018,S,05,16.0,3.0,13.7,1539
3485,bishops,2018,J,06,16.0,14.0,27.1,1300
3486,bishops,2018,F,07,1.0,0.0,0.0,1745
3487,bishops,2018,F,08,9.0,0.0,2.7,1746
3488,bishops,2018,S,09,5.0,0.0,2.0,1541
3489,bishops,2018,J,10,15.0,1.0,16.5,1303
3490,bishops,2018,S,12,16.0,10.0,24.6,1301
3491,bishops,2018,,13,0.0,0.0,0.0,812
3492,bishops,2018,5t,15,16.0,16.0,33.2,1059
3493,bishops,2018,F,21,4.0,0.0,2.5,1747
3494,bishops,2018,F,22,16.0,16.0,30.3,1748
3495,bishops,2018,F,23,9.0,0.0,3.4,1749
3496,concordia,2018,,04,11.0,0.0,15.7,1750
3497,concordia,2018,,05,16.0,5.0,21.4,1307
3498,concordia,2018,,06,3.0,0.0,0.0,1751
3499,concordia,2018,,07,16.0,16.0,33.7,1544
3500,concordia,2018,,09,14.0,8.0,23.6,1752
3501,concordia,2018,,10,14.0,6.0,17.2,1545
3502,concordia,2018,,11,7.0,0.0,2.7,1753
3503,concordia,2018,,12,16.0,16.0,31.3,1754
3504,concordia,2018,,13,13.0,5.0,16.0,1755
3505,concordia,2018,,14,15.0,13.0,24.6,1546
3506,concordia,2018,,15,4.0,0.0,0.0,1756
3507,concordia,2018,,21,14.0,11.0,33.6,1547
3508,laval,2018,,04,16.0,2.0,15.9,820
3509,laval,2018,,05,16.0,1.0,13.9,1757
3510,laval,2018,,06,15.0,14.0,32.5,822
3511,laval,2018,,07,8.0,0.0,2.5,1758
3512,laval,2018,,08,16.0,14.0,30.0,1067
3513,laval,2018,,09,15.0,14.0,28.4,1068
3514,laval,2018,,10,15.0,0.0,6.2,1316
3515,laval,2018,,11,9.0,0.0,6.1,1548
3516,laval,2018,,12,1.0,0.0,1.0,1759
3517,laval,2018,,13,16.0,15.0,33.9,1069
3518,laval,2018,,14,15.0,1.0,14.7,1317
3519,laval,2018,,15,7.0,0.0,3.0,1760
3520,laval,2018,,20,15.0,14.0,21.7,1761
3521,laval,2018,,21,9.0,0.0,4.0,1550
3522,mcgill,2018,S,4,16.0,15.0,30.8,1553
3523,mcgill,2018,J,5,16.0,15.0,30.4,1321
3524,mcgill,2018,J,6,8.0,0.0,8.6,1322
3525,mcgill,2018,F,8,13.0,0.0,4.9,1762
3526,mcgill,2018,S,9,15.0,14.0,24.7,1073
3527,mcgill,2018,F,10,14.0,0.0,5.7,1763
