,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G,player_id
0,acadia,2012,,04,1.0,0.0,5.0,0
1,acadia,2012,,05,1.0,0.0,1.0,1
2,acadia,2012,,06,13.0,0.0,2.4,2
3,acadia,2012,,07,20.0,20.0,32.8,3
4,acadia,2012,,08,19.0,0.0,8.9,4
5,acadia,2012,,09,20.0,19.0,28.7,5
6,acadia,2012,,10,20.0,0.0,10.4,6
7,acadia,2012,,11,20.0,19.0,24.9,7
8,acadia,2012,,12,20.0,20.0,33.2,8
9,acadia,2012,,13,5.0,0.0,1.6,9
10,acadia,2012,,14,20.0,20.0,31.5,10
11,acadia,2012,,15,20.0,1.0,15.6,11
12,acadia,2012,,21,20.0,0.0,7.3,12
13,acadia,2012,,22,3.0,1.0,5.3,13
14,capebreton,2012,,04,20.0,7.0,18.9,14
15,capebreton,2012,,05,20.0,16.0,27.4,15
16,capebreton,2012,,06,17.0,3.0,13.5,16
17,capebreton,2012,,07,6.0,3.0,17.0,17
18,capebreton,2012,,08,18.0,17.0,29.8,18
19,capebreton,2012,,09,9.0,0.0,3.8,19
20,capebreton,2012,,10,20.0,8.0,20.1,20
21,capebreton,2012,,11,19.0,12.0,23.5,21
22,capebreton,2012,,12,19.0,3.0,11.8,22
23,capebreton,2012,,13,16.0,0.0,5.8,23
24,capebreton,2012,,15,20.0,14.0,27.6,24
25,dalhousie,2012,,03,20.0,13.0,26.7,25
26,dalhousie,2012,,04,20.0,19.0,26.3,26
27,dalhousie,2012,,05,20.0,17.0,29.4,27
28,dalhousie,2012,,06,20.0,1.0,10.6,28
29,dalhousie,2012,,07,14.0,0.0,4.8,29
30,dalhousie,2012,,09,20.0,20.0,29.6,30
31,dalhousie,2012,,10,20.0,2.0,23.6,31
32,dalhousie,2012,,11,13.0,1.0,6.3,32
33,dalhousie,2012,,12,8.0,0.0,3.0,33
34,dalhousie,2012,,13,4.0,0.0,2.0,34
35,dalhousie,2012,,14,8.0,1.0,4.8,35
36,dalhousie,2012,,15,18.0,15.0,22.9,36
37,memorial,2012,,04,20.0,0.0,17.5,37
38,memorial,2012,,06,20.0,5.0,13.3,38
39,memorial,2012,,08,16.0,0.0,6.1,39
40,memorial,2012,,10,4.0,0.0,4.5,40
41,memorial,2012,,11,18.0,0.0,5.7,41
42,memorial,2012,,12,20.0,20.0,24.8,42
43,memorial,2012,,13,20.0,20.0,28.3,43
44,memorial,2012,,14,15.0,0.0,21.7,44
45,memorial,2012,,15,20.0,15.0,25.0,45
46,memorial,2012,,21,20.0,20.0,22.9,46
47,memorial,2012,,23,20.0,12.0,26.9,47
48,memorial,2012,,24,15.0,3.0,10.1,48
49,memorial,2012,,31,11.0,5.0,18.3,49
50,saintmarys,2012,,04,20.0,1.0,12.4,50
51,saintmarys,2012,,05,19.0,19.0,34.0,51
52,saintmarys,2012,,06,17.0,3.0,12.5,52
53,saintmarys,2012,,07,14.0,2.0,12.8,53
54,saintmarys,2012,,08,20.0,18.0,28.1,54
55,saintmarys,2012,,09,19.0,4.0,14.0,55
56,saintmarys,2012,,10,11.0,0.0,5.3,56
57,saintmarys,2012,,11,14.0,0.0,6.4,57
58,saintmarys,2012,,12,19.0,18.0,31.6,58
59,saintmarys,2012,,13,19.0,5.0,18.5,59
60,saintmarys,2012,,14,14.0,12.0,22.9,60
61,stfx,2012,,04,19.0,12.0,22.5,61
62,stfx,2012,,05,13.0,0.0,8.5,62
63,stfx,2012,,06,20.0,3.0,18.4,63
64,stfx,2012,,07,20.0,20.0,34.5,64
65,stfx,2012,,08,20.0,5.0,23.1,65
66,stfx,2012,,09,20.0,20.0,34.0,66
67,stfx,2012,,10,6.0,0.0,0.8,67
68,stfx,2012,,11,12.0,11.0,22.5,68
69,stfx,2012,,12,2.0,1.0,13.0,69
70,stfx,2012,,15,16.0,1.0,19.1,70
71,stfx,2012,,21,18.0,17.0,24.0,71
72,unb,2012,,4,20.0,20.0,29.4,72
73,unb,2012,,5,20.0,0.0,16.8,73
74,unb,2012,,6,14.0,1.0,4.1,74
75,unb,2012,,8,16.0,1.0,12.1,75
76,unb,2012,,9,20.0,19.0,23.8,76
77,unb,2012,,11,17.0,16.0,26.8,77
78,unb,2012,,12,0.0,0.0,0.0,78
79,unb,2012,,13,9.0,0.0,2.6,79
80,unb,2012,,14,20.0,20.0,27.2,80
81,unb,2012,,15,20.0,20.0,31.4,81
82,unb,2012,,20,20.0,0.0,14.3,82
83,unb,2012,,21,9.0,0.0,4.3,83
84,upei,2012,S,4,15.0,0.0,6.5,84
85,upei,2012,F,5,20.0,9.0,21.9,85
86,upei,2012,F,6,19.0,0.0,17.3,86
87,upei,2012,S,7,13.0,0.0,9.5,87
88,upei,2012,J,8,8.0,0.0,2.8,88
89,upei,2012,S,9,19.0,18.0,19.4,89
90,upei,2012,J,10,20.0,19.0,27.8,90
91,upei,2012,J,11,17.0,6.0,15.2,91
92,upei,2012,J,12,3.0,0.0,1.3,92
93,upei,2012,S,13,20.0,1.0,15.3,93
94,upei,2012,J,14,20.0,11.0,25.9,94
95,upei,2012,J,15,20.0,19.0,29.4,95
96,bishops,2012,S,04,15.0,13.0,25.6,96
97,bishops,2012,S,05,15.0,14.0,25.4,97
98,bishops,2012,S,06,0.0,0.0,0.0,98
99,bishops,2012,F,07,16.0,13.0,20.4,99
100,bishops,2012,F,09,5.0,0.0,3.8,100
101,bishops,2012,5,10,15.0,14.0,33.7,101
102,bishops,2012,S,11,12.0,0.0,20.9,102
103,bishops,2012,S,12,16.0,0.0,18.4,103
104,bishops,2012,F,13,12.0,0.0,8.7,104
105,bishops,2012,S,14,16.0,1.0,20.8,105
106,bishops,2012,S,15,15.0,1.0,16.7,106
107,concordia,2012,,4,14.0,14.0,30.7,107
108,concordia,2012,,5,15.0,15.0,32.5,108
109,concordia,2012,,6,4.0,1.0,1.3,109
110,concordia,2012,,8,15.0,10.0,20.7,110
111,concordia,2012,,9,15.0,14.0,32.1,111
112,concordia,2012,,10,14.0,0.0,19.0,112
113,concordia,2012,,11,16.0,1.0,13.6,113
114,concordia,2012,,12,16.0,6.0,20.1,114
115,concordia,2012,,13,4.0,0.0,2.5,115
116,concordia,2012,,14,3.0,1.0,1.3,116
117,concordia,2012,,15,15.0,13.0,21.3,117
118,concordia,2012,,20,2.0,0.0,7.5,118
119,concordia,2012,,21,10.0,2.0,15.7,119
120,laval,2012,,4,16.0,13.0,29.6,120
121,laval,2012,,5,16.0,0.0,6.1,121
122,laval,2012,,6,16.0,14.0,28.1,122
123,laval,2012,,7,13.0,0.0,5.5,123
124,laval,2012,,8,1.0,0.0,0.0,124
125,laval,2012,,9,15.0,2.0,21.5,125
126,laval,2012,,10,16.0,14.0,24.9,126
127,laval,2012,,11,15.0,0.0,6.9,127
128,laval,2012,,12,16.0,13.0,23.3,128
129,laval,2012,,13,16.0,1.0,20.2,129
130,laval,2012,,14,15.0,0.0,5.5,130
131,laval,2012,,15,15.0,13.0,26.1,131
132,mcgill,2012,S,4,16.0,8.0,21.0,132
133,mcgill,2012,S,5,16.0,7.0,21.1,133
134,mcgill,2012,S,6,12.0,9.0,21.6,134
135,mcgill,2012,F,7,14.0,2.0,10.1,135
136,mcgill,2012,J,8,14.0,12.0,30.2,136
137,mcgill,2012,J,9,12.0,0.0,5.3,137
138,mcgill,2012,S,11,16.0,1.0,16.5,138
139,mcgill,2012,F,13,16.0,1.0,12.2,139
140,mcgill,2012,J,14,16.0,13.0,25.1,140
141,mcgill,2012,S,15,2.0,0.0,0.5,141
142,mcgill,2012,S,20,5.0,0.0,5.6,142
143,mcgill,2012,J,21,16.0,4.0,14.9,143
144,mcgill,2012,S,22,16.0,1.0,15.2,144
145,uqam,2012,,4,0.0,0.0,0.0,145
146,uqam,2012,,5,15.0,14.0,30.9,146
147,uqam,2012,,6,5.0,0.0,3.8,147
148,uqam,2012,,7,15.0,13.0,33.5,148
149,uqam,2012,,9,14.0,2.0,11.6,149
150,uqam,2012,,10,1.0,0.0,2.0,150
151,uqam,2012,,11,16.0,1.0,12.4,151
152,uqam,2012,,12,11.0,0.0,7.0,152
153,uqam,2012,,13,13.0,13.0,32.8,153
154,uqam,2012,,14,14.0,1.0,14.7,154
155,uqam,2012,,20,11.0,0.0,8.1,155
156,uqam,2012,,21,16.0,15.0,34.1,156
157,brock,2012,,03,0.0,0.0,0.0,157
158,brock,2012,,04,22.0,13.0,22.8,158
159,brock,2012,,05,22.0,5.0,18.2,159
160,brock,2012,,06,9.0,0.0,4.1,160
161,brock,2012,,07,22.0,6.0,19.0,161
162,brock,2012,,08,21.0,0.0,6.9,162
163,brock,2012,,09,22.0,1.0,15.8,163
164,brock,2012,,10,20.0,0.0,6.9,164
165,brock,2012,,11,22.0,9.0,18.8,165
166,brock,2012,,12,16.0,13.0,24.4,166
167,brock,2012,,13,22.0,21.0,24.4,167
168,brock,2012,,14,8.0,0.0,4.3,168
169,brock,2012,,15,22.0,20.0,25.9,169
170,carleton,2012,,04,22.0,0.0,15.0,170
171,carleton,2012,,05,22.0,21.0,28.2,171
172,carleton,2012,,06,22.0,21.0,23.8,172
173,carleton,2012,,08,10.0,0.0,6.2,173
174,carleton,2012,,09,22.0,0.0,23.2,174
175,carleton,2012,,10,22.0,21.0,29.4,175
176,carleton,2012,,11,22.0,21.0,29.3,176
177,carleton,2012,,12,22.0,21.0,28.2,177
178,carleton,2012,,14,17.0,0.0,10.4,178
179,carleton,2012,,21,14.0,0.0,16.0,179
180,guelph,2012,F,3,12.0,0.0,4.8,180
181,guelph,2012,F,4,22.0,2.0,18.7,181
182,guelph,2012,S,5,21.0,20.0,28.4,182
183,guelph,2012,S,7,21.0,19.0,29.6,183
184,guelph,2012,F,8,13.0,7.0,20.5,184
185,guelph,2012,F,9,21.0,3.0,17.3,185
186,guelph,2012,J,10,14.0,1.0,6.0,186
187,guelph,2012,S,11,22.0,21.0,28.3,187
188,guelph,2012,J,13,14.0,12.0,26.3,188
189,guelph,2012,F,14,5.0,0.0,1.6,189
190,guelph,2012,F,15,4.0,0.0,1.5,190
191,guelph,2012,S,21,21.0,20.0,31.0,191
192,guelph,2012,F,23,21.0,0.0,15.5,192
193,guelph,2012,J,24,4.0,0.0,7.3,193
194,lakehead,2012,F,4,0.0,0.0,0.0,194
195,lakehead,2012,S,5,22.0,19.0,26.3,195
196,lakehead,2012,S,7,22.0,10.0,24.7,196
197,lakehead,2012,F,8,8.0,0.0,4.5,197
198,lakehead,2012,J,9,21.0,0.0,17.3,198
199,lakehead,2012,J,11,22.0,22.0,26.6,199
200,lakehead,2012,F,12,5.0,0.0,1.6,200
201,lakehead,2012,F,13,3.0,0.0,2.0,201
202,lakehead,2012,F,14,16.0,0.0,5.9,202
203,lakehead,2012,S,15,22.0,22.0,31.0,203
204,lakehead,2012,S,21,19.0,0.0,9.7,204
205,lakehead,2012,S,22,22.0,4.0,12.1,205
206,lakehead,2012,0,23,22.0,21.0,28.9,206
207,laurentian,2012,,04,22.0,13.0,16.6,207
208,laurentian,2012,,05,20.0,2.0,14.5,208
209,laurentian,2012,,06,7.0,0.0,6.9,209
210,laurentian,2012,,07,22.0,16.0,25.4,210
211,laurentian,2012,,08,22.0,1.0,13.4,211
212,laurentian,2012,,09,22.0,20.0,31.3,212
213,laurentian,2012,,10,21.0,8.0,15.5,213
214,laurentian,2012,,11,15.0,0.0,4.4,214
215,laurentian,2012,,12,22.0,19.0,26.3,215
216,laurentian,2012,,13,16.0,0.0,5.1,216
217,laurentian,2012,,14,13.0,0.0,6.8,217
218,laurentian,2012,,15,21.0,18.0,26.4,218
219,laurentian,2012,,22,14.0,2.0,8.3,219
220,laurier,2012,,4,18.0,15.0,29.4,220
221,laurier,2012,,5,20.0,11.0,19.4,221
222,laurier,2012,,6,22.0,7.0,20.0,222
223,laurier,2012,,7,5.0,0.0,3.0,223
224,laurier,2012,,8,11.0,0.0,9.7,224
225,laurier,2012,,9,20.0,12.0,23.8,225
226,laurier,2012,,10,8.0,0.0,2.6,226
227,laurier,2012,,11,19.0,15.0,26.0,227
228,laurier,2012,,12,22.0,20.0,22.6,228
229,laurier,2012,,13,22.0,0.0,10.8,229
230,laurier,2012,,14,21.0,0.0,10.8,230
231,laurier,2012,,15,21.0,1.0,20.4,231
232,mcmaster,2012,,04,22.0,2.0,13.9,232
233,mcmaster,2012,,05,22.0,21.0,32.4,233
234,mcmaster,2012,,06,4.0,0.0,2.3,234
235,mcmaster,2012,,07,22.0,21.0,26.9,235
236,mcmaster,2012,,08,16.0,11.0,20.8,236
237,mcmaster,2012,,09,16.0,2.0,13.9,237
238,mcmaster,2012,,10,5.0,4.0,25.2,238
239,mcmaster,2012,,11,16.0,0.0,8.8,239
240,mcmaster,2012,,12,20.0,16.0,21.9,240
241,mcmaster,2012,,13,19.0,0.0,7.3,241
242,mcmaster,2012,,14,12.0,0.0,4.3,242
243,mcmaster,2012,,15,22.0,21.0,34.5,243
244,mcmaster,2012,,21,22.0,7.0,21.9,244
245,mcmaster,2012,,22,7.0,0.0,10.6,245
246,ottawa,2012,,00,0.0,0.0,0.0,246
247,ottawa,2012,,0,0.0,0.0,0.0,247
248,ottawa,2012,,4,14.0,0.0,5.3,248
249,ottawa,2012,,5,22.0,20.0,23.5,249
250,ottawa,2012,,6,20.0,0.0,8.4,250
251,ottawa,2012,,7,22.0,0.0,10.8,251
252,ottawa,2012,,8,22.0,1.0,13.3,252
253,ottawa,2012,,10,16.0,0.0,15.3,253
254,ottawa,2012,,11,22.0,21.0,29.3,254
255,ottawa,2012,,12,15.0,0.0,7.6,255
256,ottawa,2012,,13,19.0,0.0,12.8,256
257,ottawa,2012,,14,9.0,0.0,4.9,257
258,ottawa,2012,,15,22.0,21.0,29.5,258
259,ottawa,2012,,21,22.0,21.0,27.4,259
260,queens,2012,,4,19.0,18.0,26.8,260
261,queens,2012,,5,22.0,2.0,18.5,261
262,queens,2012,,6,22.0,0.0,15.0,262
263,queens,2012,,7,19.0,0.0,11.7,263
264,queens,2012,,8,22.0,20.0,30.7,264
265,queens,2012,,9,0.0,0.0,0.0,265
266,queens,2012,,10,22.0,20.0,19.2,266
267,queens,2012,,11,22.0,20.0,19.7,267
268,queens,2012,,12,22.0,11.0,21.9,268
269,queens,2012,,13,17.0,9.0,16.0,269
270,queens,2012,,21,22.0,0.0,21.5,270
271,queens,2012,,22,12.0,0.0,3.6,271
272,toronto,2012,S,4,20.0,19.0,30.9,272
273,toronto,2012,F,5,5.0,0.0,8.8,273
274,toronto,2012,S,6,21.0,19.0,29.8,274
275,toronto,2012,S,7,18.0,1.0,10.9,275
276,toronto,2012,S,8,5.0,0.0,3.8,276
277,toronto,2012,S,9,21.0,20.0,24.1,277
278,toronto,2012,S,10,7.0,0.0,7.7,278
279,toronto,2012,J,11,8.0,6.0,17.1,279
280,toronto,2012,S,12,22.0,2.0,15.1,280
281,toronto,2012,S,13,22.0,12.0,14.7,281
282,toronto,2012,J,14,19.0,2.0,12.3,282
283,toronto,2012,F,15,22.0,1.0,11.4,283
284,toronto,2012,J,21,16.0,0.0,15.8,284
285,toronto,2012,F,22,1.0,0.0,0.0,285
286,waterloo,2012,,4,16.0,4.0,21.1,286
287,waterloo,2012,,5,6.0,1.0,18.8,287
288,waterloo,2012,,6,14.0,0.0,13.4,288
289,waterloo,2012,,7,21.0,0.0,12.0,289
290,waterloo,2012,,8,22.0,0.0,16.3,290
291,waterloo,2012,,9,14.0,0.0,5.0,291
292,waterloo,2012,,10,22.0,10.0,23.8,292
293,waterloo,2012,,11,22.0,11.0,27.3,293
294,waterloo,2012,,12,9.0,0.0,2.7,294
295,waterloo,2012,,13,22.0,9.0,21.6,295
296,waterloo,2012,,14,14.0,0.0,7.4,296
297,waterloo,2012,,15,22.0,6.0,19.8,297
298,waterloo,2012,,21,22.0,5.0,19.0,298
299,western,2012,,04,22.0,20.0,32.8,299
300,western,2012,,05,2.0,0.0,0.0,300
301,western,2012,,06,22.0,19.0,22.0,301
302,western,2012,,08,22.0,18.0,20.3,302
303,western,2012,,09,21.0,2.0,11.7,303
304,western,2012,,10,22.0,20.0,28.7,304
305,western,2012,,11,22.0,2.0,17.1,305
306,western,2012,,12,22.0,3.0,21.5,306
307,western,2012,,14,22.0,7.0,17.0,307
308,western,2012,,21,22.0,9.0,14.9,308
309,western,2012,,22,18.0,0.0,9.4,309
310,windsor,2012,,04,11.0,10.0,20.2,310
311,windsor,2012,,05,22.0,18.0,25.4,311
312,windsor,2012,,06,22.0,9.0,25.6,312
313,windsor,2012,,08,20.0,17.0,23.1,313
314,windsor,2012,,10,22.0,19.0,28.9,314
315,windsor,2012,,11,22.0,19.0,28.0,315
316,windsor,2012,,12,22.0,2.0,17.6,316
317,windsor,2012,,13,17.0,0.0,9.7,317
318,windsor,2012,,14,21.0,0.0,11.1,318
319,windsor,2012,,15,20.0,0.0,7.6,319
320,windsor,2012,,21,13.0,0.0,7.4,320
321,windsor,2012,,22,20.0,1.0,12.9,321
322,york,2012,,4,14.0,13.0,30.3,322
323,york,2012,,5,21.0,19.0,34.5,323
324,york,2012,,7,19.0,17.0,28.7,324
325,york,2012,,8,2.0,0.0,3.0,325
326,york,2012,,9,0.0,0.0,0.0,326
327,york,2012,,10,22.0,19.0,31.5,327
328,york,2012,,12,22.0,4.0,21.4,328
329,york,2012,,13,20.0,7.0,27.9,329
330,york,2012,,14,21.0,18.0,29.5,330
331,york,2012,,15,1.0,0.0,5.0,331
332,york,2012,,21,13.0,1.0,12.9,332
333,york,2012,,22,12.0,2.0,13.1,333
334,alberta,2012,S,01,20.0,10.0,18.3,334
335,alberta,2012,F,02,0.0,0.0,0.0,335
336,alberta,2012,J,03,20.0,19.0,22.4,336
337,alberta,2012,S,04,18.0,12.0,23.4,337
338,alberta,2012,J,05,20.0,17.0,25.4,338
339,alberta,2012,J,06,19.0,3.0,13.2,339
340,alberta,2012,S,07,20.0,11.0,22.2,340
341,alberta,2012,S,08,14.0,0.0,9.9,341
342,alberta,2012,S,09,0.0,0.0,0.0,342
343,alberta,2012,F,10,9.0,0.0,7.2,343
344,alberta,2012,J,11,20.0,5.0,12.1,344
345,alberta,2012,J,12,19.0,1.0,15.6,345
346,alberta,2012,J,13,19.0,3.0,13.5,346
347,alberta,2012,J,14,20.0,14.0,23.3,347
348,alberta,2012,J,15,9.0,0.0,10.4,348
349,alberta,2012,J,98,0.0,0.0,0.0,349
350,brandon,2012,J,04,5.0,0.0,5.4,350
351,brandon,2012,F,05,20.0,12.0,32.2,351
352,brandon,2012,S,06,8.0,7.0,27.5,352
353,brandon,2012,F,07,10.0,1.0,3.7,353
354,brandon,2012,F,08,20.0,19.0,25.0,354
355,brandon,2012,S,09,20.0,15.0,22.9,355
356,brandon,2012,F,10,20.0,17.0,32.4,356
357,brandon,2012,S,11,20.0,2.0,17.7,357
358,brandon,2012,F,12,10.0,0.0,15.5,358
359,brandon,2012,J,13,20.0,17.0,31.4,359
360,brandon,2012,J,14,19.0,4.0,15.8,360
361,calgary,2012,,01,14.0,0.0,15.7,361
362,calgary,2012,,03,20.0,19.0,27.9,362
363,calgary,2012,,04,14.0,0.0,8.1,363
364,calgary,2012,,05,20.0,19.0,31.5,364
365,calgary,2012,,06,0.0,0.0,0.0,365
366,calgary,2012,,07,20.0,19.0,28.1,366
367,calgary,2012,,08,19.0,4.0,17.2,367
368,calgary,2012,,09,20.0,19.0,23.5,368
369,calgary,2012,,10,16.0,15.0,25.3,369
370,calgary,2012,,11,10.0,0.0,13.4,370
371,calgary,2012,,12,20.0,0.0,12.9,371
372,calgary,2012,,13,17.0,0.0,6.9,372
373,calgary,2012,,14,17.0,0.0,12.4,373
374,lethbridge,2012,,03,10.0,0.0,9.7,374
375,lethbridge,2012,,04,20.0,3.0,20.9,375
376,lethbridge,2012,,05,18.0,0.0,6.6,376
377,lethbridge,2012,,06,10.0,0.0,2.8,377
378,lethbridge,2012,,07,20.0,20.0,32.3,378
379,lethbridge,2012,,09,17.0,0.0,9.7,379
380,lethbridge,2012,,10,20.0,3.0,12.8,380
381,lethbridge,2012,,11,20.0,7.0,17.4,381
382,lethbridge,2012,,12,17.0,15.0,26.8,382
383,lethbridge,2012,,13,20.0,19.0,28.6,383
384,lethbridge,2012,,14,20.0,20.0,25.3,384
385,manitoba,2012,F,03,11.0,0.0,7.5,385
386,manitoba,2012,S,04,19.0,11.0,21.2,386
387,manitoba,2012,S,05,20.0,20.0,21.9,387
388,manitoba,2012,S,06,20.0,8.0,17.3,388
389,manitoba,2012,F,07,17.0,2.0,12.3,389
390,manitoba,2012,S,08,20.0,11.0,23.3,390
391,manitoba,2012,S,09,19.0,0.0,9.4,391
392,manitoba,2012,F,10,2.0,0.0,4.5,392
393,manitoba,2012,J,11,19.0,0.0,10.8,393
394,manitoba,2012,F,12,18.0,3.0,15.5,394
395,manitoba,2012,S,13,20.0,19.0,28.2,395
396,manitoba,2012,S,14,18.0,18.0,29.5,396
397,regina,2012,J,02,20.0,20.0,26.6,397
398,regina,2012,S,03,20.0,20.0,29.1,398
399,regina,2012,F,04,17.0,0.0,10.1,399
400,regina,2012,S,05,20.0,0.0,23.5,400
401,regina,2012,S,06,15.0,0.0,6.4,401
402,regina,2012,S,09,20.0,0.0,9.8,402
403,regina,2012,F,10,20.0,0.0,10.8,403
404,regina,2012,S,11,20.0,20.0,25.8,404
405,regina,2012,J,12,20.0,0.0,14.2,405
406,regina,2012,S,13,20.0,20.0,16.4,406
407,regina,2012,S,14,20.0,20.0,26.6,407
408,saskatchewan,2012,S,02,20.0,0.0,14.9,408
409,saskatchewan,2012,J,03,0.0,0.0,0.0,409
410,saskatchewan,2012,S,04,20.0,19.0,18.9,410
411,saskatchewan,2012,S,05,20.0,20.0,30.4,411
412,saskatchewan,2012,J,06,20.0,0.0,14.9,412
413,saskatchewan,2012,S,07,20.0,14.0,16.7,413
414,saskatchewan,2012,F,08,18.0,0.0,5.9,414
415,saskatchewan,2012,J,09,11.0,0.0,6.1,415
416,saskatchewan,2012,S,10,18.0,18.0,34.4,416
417,saskatchewan,2012,S,11,12.0,6.0,15.7,417
418,saskatchewan,2012,F,12,20.0,3.0,20.2,418
419,saskatchewan,2012,F,13,20.0,20.0,29.8,419
420,thompsonrivers,2012,,01,15.0,0.0,3.7,420
421,thompsonrivers,2012,,04,15.0,10.0,25.8,421
422,thompsonrivers,2012,,05,8.0,0.0,4.8,422
423,thompsonrivers,2012,,06,18.0,18.0,32.3,423
424,thompsonrivers,2012,,07,18.0,15.0,30.6,424
425,thompsonrivers,2012,,09,5.0,0.0,3.2,425
426,thompsonrivers,2012,,10,18.0,2.0,19.2,426
427,thompsonrivers,2012,,11,18.0,0.0,20.2,427
428,thompsonrivers,2012,,12,18.0,15.0,21.3,428
429,thompsonrivers,2012,,13,18.0,18.0,31.1,429
430,thompsonrivers,2012,,14,18.0,12.0,19.3,430
431,trinitywestern,2012,,02,18.0,18.0,28.1,431
432,trinitywestern,2012,,03,10.0,0.0,2.8,432
433,trinitywestern,2012,,04,18.0,1.0,18.6,433
434,trinitywestern,2012,,05,18.0,18.0,29.6,434
435,trinitywestern,2012,,07,8.0,0.0,2.8,435
436,trinitywestern,2012,,08,18.0,0.0,11.2,436
437,trinitywestern,2012,,09,17.0,0.0,8.6,437
438,trinitywestern,2012,,10,6.0,0.0,3.5,438
439,trinitywestern,2012,,11,18.0,18.0,26.3,439
440,trinitywestern,2012,,12,15.0,0.0,5.9,440
441,trinitywestern,2012,,13,15.0,12.0,23.7,441
442,trinitywestern,2012,,14,18.0,15.0,26.4,442
443,ubc,2012,,01,18.0,18.0,31.1,443
444,ubc,2012,,02,18.0,0.0,17.3,444
445,ubc,2012,,03,18.0,0.0,12.0,445
446,ubc,2012,,04,0.0,0.0,0.0,446
447,ubc,2012,,06,18.0,18.0,31.2,447
448,ubc,2012,,07,10.0,0.0,6.6,448
449,ubc,2012,,08,4.0,0.0,4.3,449
450,ubc,2012,,09,15.0,0.0,9.5,450
451,ubc,2012,,10,16.0,0.0,16.1,451
452,ubc,2012,,11,8.0,0.0,18.1,452
453,ubc,2012,,12,18.0,18.0,26.1,453
454,ubc,2012,,13,18.0,18.0,27.7,454
455,ubcokanagan,2012,R,1,0.0,0.0,0.0,455
456,ubcokanagan,2012,,02,18.0,16.0,24.6,456
457,ubcokanagan,2012,,03,18.0,2.0,10.3,457
458,ubcokanagan,2012,,04,17.0,16.0,31.3,458
459,ubcokanagan,2012,,05,18.0,0.0,11.2,459
460,ubcokanagan,2012,,06,18.0,18.0,24.6,460
461,ubcokanagan,2012,,07,17.0,17.0,28.5,461
462,ubcokanagan,2012,,09,14.0,14.0,28.6,462
463,ubcokanagan,2012,,10,16.0,0.0,6.4,463
464,ubcokanagan,2012,,11,18.0,0.0,10.0,464
465,ubcokanagan,2012,,12,15.0,0.0,4.7,465
466,ubcokanagan,2012,,14,18.0,0.0,9.7,466
467,ubcokanagan,2012,,15,16.0,7.0,24.3,467
468,ubcokanagan,2012,R,,0.0,0.0,0.0,468
469,ubcokanagan,2012,R,,0.0,0.0,0.0,469
470,ufv,2012,F,01,7.0,1.0,5.0,470
471,ufv,2012,F,02,14.0,0.0,6.3,471
472,ufv,2012,J,03,17.0,17.0,31.8,472
473,ufv,2012,J,04,18.0,18.0,22.1,473
474,ufv,2012,S,05,18.0,18.0,26.7,474
475,ufv,2012,F,06,5.0,0.0,3.6,475
476,ufv,2012,F,07,18.0,1.0,19.0,476
477,ufv,2012,S,09,18.0,18.0,34.4,477
478,ufv,2012,J,10,18.0,18.0,28.9,478
479,ufv,2012,S,11,17.0,0.0,10.9,479
480,ufv,2012,J,13,18.0,0.0,12.3,480
481,victoria,2012,,04,18.0,18.0,25.8,481
482,victoria,2012,,05,18.0,0.0,15.2,482
483,victoria,2012,,06,18.0,17.0,28.9,483
484,victoria,2012,,07,18.0,2.0,15.6,484
485,victoria,2012,,08,18.0,17.0,33.8,485
486,victoria,2012,,09,18.0,0.0,11.1,486
487,victoria,2012,,10,16.0,0.0,9.6,487
488,victoria,2012,,12,18.0,17.0,25.4,488
489,victoria,2012,,13,17.0,1.0,12.1,489
490,victoria,2012,,14,0.0,0.0,0.0,490
491,winnipeg,2012,S,04,14.0,14.0,29.1,491
492,winnipeg,2012,S,05,19.0,9.0,21.8,492
493,winnipeg,2012,S,06,19.0,3.0,13.2,493
494,winnipeg,2012,S,07,16.0,0.0,7.9,494
495,winnipeg,2012,S,08,20.0,20.0,28.6,495
496,winnipeg,2012,F,09,20.0,14.0,23.6,496
497,winnipeg,2012,F,10,8.0,0.0,6.4,497
498,winnipeg,2012,J,11,20.0,20.0,25.3,498
499,winnipeg,2012,J,12,20.0,0.0,13.9,499
500,winnipeg,2012,F,13,0.0,0.0,0.0,500
501,winnipeg,2012,S,14,20.0,20.0,28.8,501
502,acadia,2013,,0,0.0,0.0,0.0,2
503,acadia,2013,,5,19.0,0.0,7.5,1
504,acadia,2013,,7,20.0,14.0,23.3,502
505,acadia,2013,,8,16.0,0.0,5.0,9
506,acadia,2013,,9,18.0,18.0,34.3,5
507,acadia,2013,,10,20.0,19.0,30.6,6
508,acadia,2013,,11,20.0,20.0,31.6,7
509,acadia,2013,,12,3.0,0.0,0.7,503
510,acadia,2013,,13,20.0,3.0,20.4,504
511,acadia,2013,,14,17.0,17.0,34.8,10
512,acadia,2013,,15,6.0,6.0,35.3,505
513,capebreton,2013,F,04,10.0,0.0,5.4,506
514,capebreton,2013,S,05,20.0,20.0,32.8,15
515,capebreton,2013,S,06,20.0,11.0,16.6,16
516,capebreton,2013,F,07,20.0,19.0,28.1,507
517,capebreton,2013,F,08,20.0,19.0,22.9,508
518,capebreton,2013,F,09,17.0,3.0,13.9,509
519,capebreton,2013,F,10,19.0,0.0,12.7,510
