,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G,player_id
3109,2017,1.8,2.1,3.8,2.5,0.7,1.1,0.7,0.9,0.5,1614
3110,2017,1.0,1.7,2.7,2.0,1.3,1.9,0.7,1.4,0.1,1391
3111,2017,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,633
3112,2017,2.1,3.8,5.9,2.4,0.9,1.9,0.5,1.1,0.3,1393
3113,2017,1.4,2.6,4.1,2.1,0.8,1.4,0.6,0.8,0.3,642
3114,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615
3115,2017,0.1,0.3,0.4,0.2,0.3,0.4,0.8,0.1,0.0,1154
3116,2017,1.6,2.1,3.8,2.4,1.4,1.9,0.8,0.7,0.1,1616
3117,2017,1.5,4.1,5.7,1.6,0.7,1.5,0.5,0.3,0.3,1395
3118,2017,0.3,0.3,0.5,0.1,0.2,0.4,0.5,0.2,0.0,1617
3119,2017,0.5,1.6,2.1,0.9,0.5,1.7,0.3,0.4,0.3,1618
3120,2017,1.8,2.5,4.2,1.8,1.6,3.3,0.5,2.3,0.1,647
3121,2017,1.0,3.3,4.3,2.0,3.3,3.4,1.0,1.4,0.2,921
3122,2017,1.1,3.1,4.2,1.9,0.9,2.6,0.4,1.1,0.2,922
3123,2017,0.4,0.9,1.3,0.7,0.2,1.2,0.2,0.3,0.0,1155
3124,2017,1.6,2.2,3.8,0.8,0.4,0.9,0.5,0.4,0.3,1619
3125,2017,1.0,2.4,3.4,1.6,0.1,0.5,0.1,0.2,0.3,1157
3126,2017,0.2,0.7,0.9,1.2,0.6,0.9,0.7,0.2,0.0,1620
3127,2017,0.5,0.6,1.1,0.9,0.8,1.9,0.4,0.4,0.0,1621
3128,2017,0.6,2.4,3.1,1.5,1.9,3.1,0.6,1.6,0.1,655
3129,2017,3.3,4.6,7.8,2.8,1.3,3.3,0.4,1.6,0.3,1396
3130,2017,0.6,2.6,3.2,2.5,2.2,3.7,0.6,1.3,0.1,1397
3131,2017,0.1,0.6,0.7,0.0,0.1,0.1,1.0,0.0,0.1,1622
3132,2017,0.4,0.7,1.1,0.5,0.0,0.8,0.0,0.2,0.0,1623
3133,2017,1.2,4.8,6.0,1.6,1.8,2.9,0.6,2.8,0.2,931
3134,2017,0.0,1.6,1.6,1.1,0.3,1.2,0.2,0.9,0.1,1163
3135,2017,2.5,5.4,7.9,2.3,1.8,2.8,0.6,1.1,0.9,930
3136,2017,1.3,1.3,2.6,0.3,0.1,0.9,0.2,0.1,0.0,1162
3137,2017,0.2,0.6,0.8,0.6,0.1,0.5,0.2,0.1,0.1,1624
3138,2017,1.6,3.4,5.1,1.7,1.6,2.4,0.7,1.4,0.5,1625
3139,2017,0.6,1.9,2.5,1.6,2.8,1.3,2.2,1.4,0.0,657
3140,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626
3141,2017,0.7,1.4,2.0,1.9,1.1,1.4,0.8,0.9,0.0,1400
3142,2017,1.4,2.6,4.0,1.4,0.5,1.3,0.4,0.4,0.9,1401
3143,2017,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1627
3144,2017,0.2,0.4,0.6,0.4,0.6,0.6,1.0,0.0,0.0,1628
3145,2017,0.7,0.3,1.0,0.3,0.2,0.0,0.0,0.2,0.2,1629
3146,2017,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1630
3147,2017,0.9,0.6,1.5,1.2,0.1,0.1,1.0,0.1,0.3,1631
3148,2017,2.2,4.3,6.5,1.3,0.8,1.2,0.6,0.9,2.3,935
3149,2017,1.8,2.8,4.5,2.3,3.6,2.5,1.4,1.3,0.3,1405
3150,2017,0.8,1.6,2.4,0.6,0.3,0.8,0.4,0.3,0.1,776
3151,2017,0.7,1.9,2.5,1.9,1.0,1.4,0.7,1.0,0.1,1166
3152,2017,0.6,0.7,1.3,0.8,0.2,0.4,0.6,0.3,0.1,1632
3153,2017,3.6,6.8,10.4,2.5,1.6,2.1,0.8,2.4,0.8,1633
3154,2017,0.1,1.2,1.3,1.1,0.7,1.2,0.6,0.6,0.2,1167
3155,2017,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.2,0.0,1634
3156,2017,1.3,2.8,4.1,2.4,1.7,3.6,0.5,1.1,0.1,1635
3157,2017,0.4,2.6,3.0,1.2,1.1,2.1,0.5,1.5,0.5,663
3158,2017,1.1,2.2,3.3,1.4,1.1,3.4,0.3,1.6,0.0,1409
3159,2017,0.5,0.8,1.3,0.6,0.7,1.0,0.7,0.4,0.0,937
3160,2017,2.4,4.4,6.7,1.1,1.2,3.6,0.3,0.8,0.1,1410
3161,2017,0.2,0.2,0.3,0.0,0.2,0.2,1.0,0.0,0.2,1413
3162,2017,1.9,2.3,4.2,1.3,0.5,2.7,0.2,0.6,0.5,1636
3163,2017,3.2,3.4,6.6,2.1,0.8,2.7,0.3,0.6,0.4,664
3164,2017,0.8,2.6,3.4,1.8,0.2,0.8,0.3,0.6,0.5,1171
3165,2017,0.4,0.5,0.8,0.8,0.1,0.5,0.1,0.1,0.2,1637
3166,2017,1.6,1.1,2.7,1.8,0.4,1.4,0.3,0.5,0.3,1414
3167,2017,0.3,1.1,1.3,0.5,0.4,0.4,1.2,0.4,0.1,1415
3168,2017,2.7,5.2,7.9,2.5,1.4,3.2,0.5,1.3,0.9,940
3169,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638
3170,2017,0.9,3.4,4.3,1.6,2.1,1.3,1.7,1.3,0.1,1639
3171,2017,0.7,0.7,1.3,1.0,0.7,1.3,0.5,0.0,0.3,1172
3172,2017,0.6,3.6,4.2,2.3,3.8,3.6,1.0,2.1,0.1,671
3173,2017,0.9,1.5,2.4,1.4,0.8,1.5,0.5,0.6,0.1,1640
3174,2017,0.5,0.7,1.2,0.4,0.3,1.1,0.3,0.7,0.1,1641
3175,2017,1.3,3.0,4.3,2.0,1.4,1.0,1.4,0.4,0.4,1416
3176,2017,0.1,0.2,0.3,0.5,0.4,0.9,0.5,0.3,0.1,1173
3177,2017,1.4,1.4,2.9,2.4,1.0,1.6,0.6,0.6,0.4,1174
3178,2017,1.5,2.5,4.0,1.7,0.9,1.4,0.7,0.5,0.3,1185
3179,2017,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1417
3180,2017,0.5,1.9,2.3,1.7,1.3,3.9,0.3,1.1,0.0,1176
3181,2017,0.5,1.2,1.7,1.4,1.0,2.1,0.5,0.5,0.1,1178
3182,2017,0.1,0.6,0.8,0.6,0.3,1.6,0.2,0.3,0.0,1642
3183,2017,0.2,1.0,1.2,0.5,0.3,1.1,0.3,0.4,0.1,1419
3184,2017,1.8,5.3,7.2,1.9,2.8,2.9,1.0,3.7,0.3,1420
3185,2017,1.4,2.6,4.0,1.3,1.3,3.0,0.4,0.5,0.2,946
3186,2017,0.8,1.4,2.2,1.8,0.4,1.1,0.4,0.2,0.3,947
3187,2017,1.9,3.7,5.5,1.6,1.5,2.1,0.7,0.8,0.3,751
3188,2017,1.7,4.1,5.7,2.7,0.8,2.5,0.3,0.9,0.2,949
3189,2017,0.8,1.8,2.5,3.0,0.6,1.7,0.4,0.6,0.1,948
3190,2017,0.4,1.1,1.6,1.1,0.9,1.6,0.6,1.1,0.1,1181
3191,2017,0.7,2.4,3.0,1.1,1.4,2.1,0.7,1.1,0.1,1643
3192,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644
3193,2017,0.7,1.8,2.5,1.7,2.1,1.9,1.1,1.1,0.2,1182
3194,2017,1.1,2.8,4.0,2.6,0.8,3.5,0.2,1.4,0.7,1645
3195,2017,1.3,1.8,3.0,1.3,1.0,1.6,0.6,0.8,0.2,694
3196,2017,1.1,1.3,2.3,0.5,0.2,1.0,0.2,0.7,1.2,1646
3197,2017,1.6,6.7,8.3,2.6,1.4,4.2,0.3,1.8,0.2,952
3198,2017,1.7,2.0,3.7,0.7,0.7,2.0,0.4,1.7,0.1,1423
3199,2017,1.7,3.1,4.8,1.6,1.3,1.7,0.8,1.4,0.4,1425
3200,2017,1.8,1.3,3.0,1.0,0.3,1.1,0.2,0.4,0.1,1647
3201,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426
3202,2017,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.1,0.0,1648
3203,2017,1.1,1.6,2.7,0.9,0.3,1.1,0.3,1.3,0.1,793
3204,2017,1.8,1.5,3.3,2.0,0.3,2.0,0.1,0.6,0.3,1649
3205,2017,0.2,1.1,1.3,0.4,0.1,0.8,0.2,0.6,0.0,1109
3206,2017,0.2,0.7,0.9,0.5,0.6,1.3,0.5,0.5,0.1,1650
3207,2017,1.7,2.6,4.2,2.4,2.4,3.3,0.7,1.7,0.1,1429
3208,2017,1.6,1.9,3.5,2.1,1.2,1.3,0.9,0.7,0.2,1430
3209,2017,0.7,1.6,2.3,2.4,1.1,1.8,0.6,0.8,0.2,1651
3210,2017,0.1,1.2,1.3,0.3,0.2,0.8,0.3,0.3,0.0,1431
3211,2017,0.6,1.3,1.8,1.1,0.7,0.9,0.7,0.6,0.0,1432
3212,2017,1.1,2.8,3.8,2.3,2.1,3.0,0.7,1.1,0.0,957
3213,2017,1.4,1.4,2.7,2.0,0.8,1.4,0.6,1.0,0.1,1188
3214,2017,0.0,2.0,2.0,1.0,2.0,3.5,0.6,0.0,0.0,959
3215,2017,1.2,2.9,4.1,1.6,1.1,2.2,0.5,1.3,0.4,1652
3216,2017,1.9,6.9,8.8,2.5,1.3,3.0,0.4,0.6,1.7,1653
3217,2017,0.9,1.1,1.9,1.6,0.6,0.8,0.8,0.3,0.1,1654
3218,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436
3219,2017,0.5,0.8,1.3,0.5,0.2,0.2,1.0,0.0,0.0,1655
3220,2017,0.1,0.3,0.4,0.5,0.1,0.4,0.3,0.2,0.0,1656
3221,2017,0.2,0.8,1.0,0.6,0.2,0.4,0.6,0.2,0.0,1657
3222,2017,0.7,2.5,3.2,2.5,2.0,2.3,0.9,1.6,0.1,1658
3223,2017,0.3,0.0,0.3,0.0,0.3,0.3,1.0,0.0,0.0,1659
3224,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660
3225,2017,0.5,0.9,1.4,2.6,1.4,2.3,0.6,1.1,0.0,1661
3226,2017,0.5,2.0,2.5,0.9,0.9,1.7,0.5,1.2,0.2,1441
3227,2017,0.6,1.3,1.9,0.9,0.5,1.6,0.3,0.2,0.1,1662
3228,2017,1.4,1.8,3.2,2.0,0.7,1.6,0.4,1.0,0.0,1196
3229,2017,0.8,3.0,3.9,3.0,2.4,3.0,0.8,1.2,0.3,1199
3230,2017,3.0,3.6,6.7,2.2,1.8,3.5,0.5,1.9,0.1,1200
3231,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663
3232,2017,1.1,3.6,4.8,1.0,0.8,0.8,1.0,0.5,0.3,1664
3233,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204
3234,2017,1.0,2.3,3.3,3.1,1.8,2.8,0.6,1.7,0.1,1665
3235,2017,2.1,1.3,3.4,2.6,0.7,1.9,0.4,0.9,0.1,1666
3236,2017,1.1,1.9,3.0,3.1,1.1,1.5,0.7,1.0,0.1,1444
3237,2017,0.3,0.3,0.5,0.5,0.3,0.4,0.7,0.0,0.0,1667
3238,2017,1.0,1.6,2.5,1.6,0.6,1.3,0.5,0.5,0.1,1445
3239,2017,1.2,4.5,5.7,2.0,1.6,2.9,0.6,1.1,0.7,665
3240,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668
3241,2017,2.2,5.1,7.3,2.6,1.3,2.3,0.6,2.1,0.1,1443
3242,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961
3243,2017,2.2,4.2,6.3,2.4,0.6,2.3,0.2,0.7,0.6,688
3244,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669
3245,2017,0.3,2.0,2.3,1.5,1.9,1.9,0.9,1.1,0.1,1670
3246,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1671
3247,2017,0.2,0.9,1.1,0.8,0.6,1.6,0.4,0.3,0.1,1672
3248,2017,0.5,2.1,2.6,0.8,1.7,4.4,0.4,0.6,0.1,1207
3249,2017,0.6,0.7,1.2,1.4,0.3,1.2,0.2,0.5,0.0,1673
3250,2017,1.5,3.8,5.3,3.3,2.3,3.1,0.7,3.9,0.1,967
3251,2017,1.3,1.7,3.0,1.9,0.6,2.2,0.3,0.7,0.0,1674
3252,2017,0.8,3.3,4.2,2.6,1.4,3.8,0.4,1.4,0.0,1448
3253,2017,1.6,8.2,9.8,2.6,1.2,3.5,0.3,0.7,3.1,1449
3254,2017,1.1,2.7,3.8,1.1,1.0,2.2,0.5,0.7,0.5,1675
3255,2017,0.7,4.3,5.0,0.3,1.0,2.3,0.4,1.0,0.0,703
3256,2017,0.3,4.3,4.7,1.8,2.5,1.9,1.4,1.1,0.1,1450
3257,2017,0.8,3.4,4.1,1.3,2.0,2.0,1.0,1.3,0.6,704
3258,2017,0.8,1.6,2.4,1.6,2.5,1.5,1.7,0.9,0.1,1451
3259,2017,0.4,0.5,0.9,0.7,0.5,0.7,0.7,0.3,0.1,974
3260,2017,0.8,1.0,1.8,1.4,1.2,0.8,1.5,1.3,0.1,1676
3261,2017,2.1,2.1,4.3,1.6,2.0,1.9,1.1,1.2,0.3,976
3262,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677
3263,2017,2.5,4.7,7.3,2.6,1.9,2.0,0.9,2.1,0.1,1678
3264,2017,1.7,2.8,4.6,1.5,0.7,1.5,0.5,0.5,0.2,773
3265,2017,0.8,1.9,2.8,0.8,0.8,0.6,1.3,0.6,0.1,1213
3266,2017,2.7,2.9,5.6,2.0,0.7,1.3,0.5,0.6,1.6,1453
3267,2017,1.8,1.7,3.5,1.9,0.1,1.0,0.1,0.3,0.8,1679
3268,2017,1.1,1.0,2.1,0.9,0.1,0.6,0.2,0.1,0.1,1680
3269,2017,0.9,1.4,2.3,0.9,0.6,1.1,0.5,0.3,0.1,1214
3270,2017,0.8,3.3,4.0,1.6,3.7,2.6,1.4,1.4,0.1,1681
3271,2017,0.0,0.2,0.2,0.5,0.2,0.8,0.2,0.3,0.2,1682
3272,2017,0.8,1.8,2.6,1.9,0.7,1.0,0.7,0.6,0.2,978
3273,2017,0.2,1.1,1.3,0.4,0.4,0.7,0.5,0.0,0.1,1683
3274,2017,0.7,2.6,3.2,1.6,3.6,2.7,1.3,1.7,0.1,1455
3275,2017,1.3,1.9,3.1,3.8,0.8,1.0,0.8,1.6,0.0,1456
3276,2017,1.4,3.5,4.8,2.9,0.8,1.7,0.5,0.9,0.3,1457
3277,2017,2.2,4.3,6.5,2.4,1.2,1.6,0.8,1.1,0.8,979
3278,2017,1.4,1.0,2.4,2.3,0.1,0.7,0.2,0.3,0.4,1458
3279,2017,2.8,3.0,5.7,2.6,0.6,2.3,0.2,0.3,0.5,1684
3280,2017,0.4,0.8,1.2,0.4,0.2,0.5,0.4,0.6,0.0,1685
3281,2017,0.5,0.5,1.0,0.8,0.3,0.5,0.6,0.0,0.1,1686
3282,2017,0.3,0.4,0.7,0.4,0.2,0.4,0.6,0.3,0.0,1462
3283,2017,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1687
3284,2017,2.8,5.0,7.8,2.6,0.9,2.3,0.4,1.2,0.2,1461
3285,2017,0.4,0.8,1.2,1.1,1.0,1.8,0.6,0.7,0.1,1237
3286,2017,0.1,0.6,0.7,0.4,0.3,0.4,0.8,0.1,0.1,1688
3287,2017,2.0,3.4,5.4,2.7,2.4,4.3,0.5,1.3,0.6,1217
3288,2017,0.3,1.3,1.6,1.8,1.9,1.3,1.5,0.6,0.3,1460
3289,2017,1.4,2.7,4.0,1.2,1.1,1.9,0.6,0.7,0.6,1218
3290,2017,2.1,2.8,4.9,2.4,1.6,3.1,0.5,1.1,0.3,984
3291,2017,0.2,1.4,1.6,0.8,0.3,1.1,0.3,0.6,0.2,1689
3292,2017,0.1,0.6,0.8,0.7,1.2,2.3,0.5,0.3,0.1,1216
3293,2017,2.0,4.0,6.0,1.5,1.8,3.6,0.5,1.1,0.1,1219
3294,2017,0.4,0.8,1.1,0.4,0.1,0.4,0.1,0.1,0.1,1690
3295,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464
3296,2017,0.6,1.1,1.7,0.7,1.2,1.8,0.7,0.4,0.0,1236
3297,2017,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1463
3298,2017,2.7,4.3,7.0,2.5,2.1,3.4,0.6,1.4,0.5,988
3299,2017,0.6,2.9,3.5,2.5,1.7,1.1,1.6,2.1,0.1,718
3300,2017,0.3,3.0,3.4,1.5,3.6,2.5,1.4,0.9,0.1,719
3301,2017,0.3,0.4,0.7,0.4,0.2,0.6,0.4,0.5,0.0,716
3302,2017,0.2,0.4,0.6,0.6,0.9,1.6,0.6,0.5,0.0,1691
3303,2017,0.8,1.9,2.7,3.0,1.4,2.4,0.6,1.2,0.1,1222
3304,2017,1.8,2.3,4.0,1.1,1.2,1.4,0.9,0.6,0.0,1465
3305,2017,0.3,0.4,0.7,0.5,0.4,0.4,0.9,0.1,0.1,1467
3306,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692
3307,2017,2.8,4.6,7.4,3.5,1.3,2.1,0.6,1.7,0.5,1225
3308,2017,0.2,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0,1693
3309,2017,0.3,1.8,2.1,1.2,1.5,1.8,0.9,1.3,0.4,1468
3310,2017,0.4,1.0,1.4,0.9,0.0,0.7,0.0,0.2,0.1,1694
3311,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721
3312,2017,0.3,0.9,1.3,0.9,0.5,1.0,0.5,0.4,0.1,1695
3313,2017,0.3,0.8,1.1,1.1,1.4,2.1,0.7,0.8,0.0,1696
3314,2017,0.9,1.5,2.4,1.8,1.1,1.6,0.7,1.3,0.1,1469
3315,2017,3.6,3.8,7.3,2.3,1.3,2.0,0.7,1.6,1.1,1228
3316,2017,3.0,3.0,6.0,1.3,0.8,1.1,0.7,0.7,0.8,1697
3317,2017,0.0,0.2,0.2,0.8,0.2,0.6,0.3,0.2,0.0,1698
3318,2017,0.4,2.2,2.6,1.4,2.3,3.1,0.7,1.2,0.1,1471
3319,2017,1.2,3.8,5.0,1.4,0.9,0.9,1.0,0.3,0.9,725
3320,2017,0.3,0.5,0.8,0.6,0.1,0.4,0.3,0.5,0.0,1472
3321,2017,0.4,1.6,2.0,0.7,0.5,0.6,0.8,0.3,0.1,726
3322,2017,0.5,1.4,1.9,1.4,1.1,2.4,0.5,0.8,0.1,1229
3323,2017,0.5,1.9,2.4,2.9,1.9,3.1,0.6,2.0,0.1,456
3324,2017,0.1,0.5,0.5,0.4,0.2,0.2,1.0,0.1,0.0,1001
3325,2017,0.8,1.1,1.9,1.1,0.6,1.3,0.5,0.6,0.2,991
3326,2017,1.5,2.8,4.3,1.4,1.1,1.6,0.7,1.0,0.3,1473
3327,2017,0.3,0.9,1.3,0.9,0.6,1.9,0.3,0.3,0.0,1699
3328,2017,1.4,1.1,2.4,2.7,1.1,1.1,1.0,0.5,0.0,994
3329,2017,1.2,1.2,2.4,1.3,0.8,0.9,0.9,0.3,0.0,1474
3330,2017,1.8,5.1,6.9,2.7,0.9,1.6,0.6,1.1,0.5,1475
3331,2017,0.8,3.0,3.8,2.5,2.5,2.1,1.2,2.0,0.3,995
3332,2017,1.4,3.3,4.7,1.6,0.7,1.3,0.6,0.7,1.1,1700
3333,2017,0.5,1.1,1.5,1.1,0.3,1.4,0.2,0.3,0.0,1701
3334,2017,0.2,3.4,3.6,2.9,2.4,3.1,0.8,0.8,0.1,954
3335,2017,1.4,3.8,5.2,2.3,0.9,2.6,0.4,0.8,0.1,732
3336,2017,0.5,1.5,1.9,1.1,0.7,1.1,0.6,0.6,0.1,1702
3337,2017,1.6,5.3,7.0,3.5,3.2,4.8,0.7,3.0,1.0,476
3338,2017,1.1,3.7,4.8,1.6,0.9,1.4,0.6,1.4,0.1,982
3339,2017,0.2,0.3,0.5,0.5,0.1,0.5,0.2,0.0,0.0,1703
3340,2017,2.8,5.6,8.3,2.1,2.3,2.4,1.0,0.9,0.3,1481
3341,2017,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1704
3342,2017,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,1705
3343,2017,0.1,0.2,0.4,0.3,0.3,0.4,0.8,0.1,0.0,1483
3344,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706
3345,2017,0.5,0.8,1.3,1.6,0.8,1.1,0.7,0.3,0.1,1003
3346,2017,0.5,0.8,1.3,1.7,0.2,0.8,0.2,0.2,0.0,1707
3347,2017,0.6,1.1,1.7,1.8,0.9,1.7,0.6,1.0,0.1,1708
3348,2017,0.5,1.5,1.9,1.6,0.9,1.3,0.7,0.8,0.1,1238
3349,2017,0.8,1.9,2.7,1.1,0.8,2.4,0.3,1.1,0.1,1242
3350,2017,0.4,0.5,0.9,0.9,0.7,0.9,0.7,0.5,0.0,1485
3351,2017,0.6,1.1,1.6,1.9,1.1,2.0,0.6,0.8,0.1,1244
3352,2017,1.1,2.0,3.1,1.6,0.6,0.8,0.7,0.3,0.3,1009
3353,2017,1.9,5.8,7.8,3.0,2.8,3.3,0.8,2.5,0.4,1486
3354,2017,3.2,6.0,9.3,2.5,1.9,3.5,0.6,1.4,0.9,1241
3355,2017,0.5,0.5,1.0,0.8,0.1,0.5,0.3,0.3,0.0,1709
3356,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488
3357,2017,0.4,0.9,1.3,1.7,0.8,1.1,0.8,0.4,0.0,1710
3358,2017,0.5,2.3,2.7,2.7,0.8,1.1,0.7,1.1,0.0,1246
3359,2017,0.1,0.3,0.4,0.4,0.6,0.4,1.3,0.5,0.0,1490
3360,2017,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1711
3361,2017,0.9,2.3,3.1,1.6,3.8,1.9,1.9,1.5,0.1,745
3362,2017,0.2,1.1,1.3,0.9,0.3,0.8,0.4,0.6,0.1,1712
3363,2017,0.6,1.4,2.0,1.8,0.2,0.8,0.2,0.5,0.0,1713
3364,2017,0.4,0.9,1.3,2.3,1.5,2.5,0.6,0.5,0.1,1249
3365,2017,2.7,4.3,7.0,3.3,1.6,1.8,0.9,0.8,1.1,748
3366,2017,1.3,2.5,3.9,1.9,1.8,1.4,1.3,1.1,0.2,1492
3367,2017,0.8,1.2,1.9,1.0,0.2,0.8,0.3,0.4,0.0,1493
3368,2017,3.0,6.9,9.9,2.1,1.6,3.3,0.5,0.6,0.7,749
3369,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714
3370,2017,0.2,0.7,0.9,0.6,0.1,0.3,0.4,0.1,0.1,1715
3371,2017,1.9,5.9,7.8,2.1,3.8,2.5,1.5,3.6,0.3,977
3372,2017,0.4,1.1,1.4,1.5,0.2,0.4,0.4,0.1,0.0,1716
3373,2017,1.3,1.6,2.9,2.6,0.8,1.1,0.7,0.8,0.1,1495
3374,2017,1.2,1.7,2.9,2.3,3.1,1.9,1.6,2.5,0.0,754
3375,2017,0.7,2.6,3.3,2.6,2.4,1.8,1.3,1.6,0.0,755
3376,2017,1.8,4.0,5.8,1.9,1.1,2.5,0.4,1.6,0.3,1496
3377,2017,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1497
3378,2017,1.1,0.9,2.0,1.3,0.3,0.4,0.8,0.6,0.1,1254
3379,2017,0.4,0.7,1.1,0.6,0.1,0.8,0.2,0.9,0.1,1717
3380,2017,0.8,0.8,1.6,2.3,0.3,0.6,0.5,0.1,0.1,1718
3381,2017,1.1,1.8,2.9,2.3,0.7,0.9,0.7,0.8,0.3,756
3382,2018,1.7,1.6,3.3,2.4,0.8,1.1,0.8,1.1,0.1,1257
3383,2018,0.7,2.8,3.5,2.0,3.5,1.4,2.5,1.4,0.1,1498
3384,2018,0.1,0.3,0.4,0.6,0.1,0.2,0.3,0.1,0.0,1719
3385,2018,0.8,1.4,2.1,2.1,0.5,0.7,0.6,0.7,0.0,1720
3386,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260
3387,2018,5.5,5.2,10.7,1.2,1.8,0.5,3.7,2.5,0.0,1261
3388,2018,1.4,4.3,5.8,1.0,3.1,2.9,1.1,1.8,0.7,759
3389,2018,1.0,4.5,5.5,1.1,2.7,2.0,1.4,2.0,0.1,760
3390,2018,0.8,1.2,2.0,0.8,0.3,0.5,0.6,0.3,0.1,1721
3391,2018,1.2,5.5,6.8,2.5,5.5,3.0,1.8,2.6,0.3,1021
3392,2018,0.4,0.6,1.0,0.5,0.4,0.5,0.8,0.1,0.1,1722
3393,2018,1.4,2.0,3.4,1.2,0.2,0.7,0.3,0.5,0.2,1723
3394,2018,3.0,5.3,8.3,3.0,1.5,1.8,0.8,1.1,1.4,763
3395,2018,0.4,1.4,1.8,1.1,2.4,1.9,1.2,0.9,0.0,1500
3396,2018,0.1,0.3,0.3,0.6,0.1,0.2,0.5,0.1,0.0,1724
3397,2018,0.6,3.2,3.8,1.6,1.8,1.8,1.0,1.1,0.3,1027
3398,2018,0.5,1.5,2.0,1.5,0.5,2.5,0.2,1.5,0.0,1501
3399,2018,0.5,0.9,1.5,1.1,0.4,1.3,0.3,0.2,0.0,1725
3400,2018,0.3,1.1,1.4,0.8,2.2,2.0,1.1,0.6,0.0,1726
3401,2018,1.9,10.1,12.0,2.4,2.5,3.5,0.7,1.1,0.6,769
3402,2018,0.8,1.6,2.4,1.4,2.9,1.7,1.7,0.7,0.0,768
3403,2018,1.5,3.4,4.9,2.5,1.5,0.9,1.6,1.4,0.1,518
3404,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263
3405,2018,0.0,0.4,0.4,0.0,0.4,0.4,1.0,0.0,0.0,1727
3406,2018,0.5,1.3,1.8,1.8,1.8,3.5,0.5,1.0,0.0,1728
3407,2018,1.0,3.4,4.4,1.4,2.2,2.1,1.0,1.3,0.1,1028
3408,2018,0.6,2.0,2.6,1.9,1.4,1.3,1.1,0.6,0.0,1267
3409,2018,0.8,3.0,3.8,1.3,1.1,1.4,0.7,1.1,0.1,1504
3410,2018,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1505
3411,2018,0.4,1.5,1.9,2.3,0.8,1.6,0.5,1.2,0.1,1729
3412,2018,2.0,5.6,7.6,3.1,0.8,2.3,0.4,1.0,0.3,1506
3413,2018,1.3,1.9,3.1,2.4,0.5,0.8,0.7,0.3,0.0,1269
3414,2018,1.3,4.3,5.6,2.4,1.4,3.3,0.4,1.6,0.0,1507
3415,2018,0.3,0.4,0.6,0.4,0.1,0.5,0.3,0.1,0.0,1730
3416,2018,1.4,3.3,4.7,1.9,0.5,1.1,0.4,0.1,0.9,1508
3417,2018,0.5,4.8,5.2,2.1,2.8,1.9,1.5,1.3,0.3,1051
3418,2018,0.7,3.0,3.7,2.5,2.4,2.9,0.8,0.8,0.0,1731
3419,2018,0.2,0.4,0.6,0.2,0.5,0.3,1.8,0.2,0.0,1033
