,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G,player_id
1679,2015,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,1051
1680,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
1681,2015,1.8,3.8,5.5,2.1,2.5,3.1,0.8,1.6,0.3,90
1682,2015,0.3,0.4,0.8,0.4,0.0,0.0,0.0,0.1,0.0,807
1683,2015,0.3,1.5,1.8,0.9,1.4,1.4,1.0,0.3,0.0,52
1684,2015,1.6,3.1,4.7,1.6,0.9,1.6,0.6,0.9,0.2,805
1685,2015,0.6,1.8,2.4,1.1,2.1,2.0,1.0,1.2,0.1,1052
1686,2015,1.1,2.8,3.9,1.3,2.0,2.1,1.0,1.4,0.1,546
1687,2015,1.1,2.9,3.9,1.4,0.8,1.6,0.5,0.9,0.3,547
1688,2015,0.8,4.8,5.5,2.4,4.0,5.7,0.7,2.5,0.1,808
1689,2015,0.4,0.4,0.8,0.6,0.6,2.1,0.3,0.4,0.0,1053
1690,2015,0.4,0.6,1.1,1.8,0.4,2.8,0.1,0.4,0.1,809
1691,2015,0.3,2.3,2.5,1.5,0.5,3.0,0.2,1.5,0.5,1054
1692,2015,0.6,1.2,1.8,1.5,1.3,3.5,0.4,0.9,0.1,1055
1693,2015,1.4,2.6,4.1,1.7,0.5,3.3,0.2,0.9,0.3,1056
1694,2015,0.1,1.8,1.8,1.8,0.3,2.5,0.1,1.0,0.2,552
1695,2015,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,812
1696,2015,1.3,1.7,3.0,2.4,0.4,1.7,0.3,0.8,0.0,1057
1697,2015,1.1,4.4,5.6,2.3,0.8,2.6,0.3,1.0,0.6,104
1698,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058
1699,2015,1.5,3.1,4.6,2.5,0.5,3.3,0.2,0.5,1.1,1059
1700,2015,0.3,0.3,0.6,0.3,0.1,1.0,0.1,0.1,0.0,1060
1701,2015,0.9,0.9,1.8,0.7,0.1,0.7,0.2,0.2,0.0,1061
1702,2015,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.8,0.0,1062
1703,2015,2.3,3.6,5.9,2.4,2.6,2.4,1.1,3.1,0.3,107
1704,2015,0.9,3.5,4.4,2.2,2.4,2.8,0.9,1.9,0.1,557
1705,2015,1.8,6.5,8.3,2.6,2.1,2.5,0.8,2.6,0.3,558
1706,2015,0.7,1.5,2.2,1.1,0.4,0.8,0.6,1.1,0.0,1063
1707,2015,1.1,2.3,3.4,1.4,0.7,1.5,0.5,0.9,0.1,1064
1708,2015,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1065
1709,2015,2.2,5.0,7.2,2.4,0.9,2.4,0.4,2.7,0.1,560
1710,2015,0.7,0.7,1.4,0.9,0.0,0.6,0.0,0.1,0.0,1066
1711,2015,1.6,1.6,3.3,2.0,1.3,1.9,0.6,1.3,0.2,820
1712,2015,0.3,1.3,1.5,0.5,0.5,0.9,0.5,0.2,0.1,821
1713,2015,2.2,4.8,6.9,2.1,1.5,3.8,0.4,2.1,0.1,822
1714,2015,0.5,0.4,0.9,1.4,0.4,1.2,0.4,0.2,0.0,823
1715,2015,0.4,1.4,1.8,1.1,1.5,1.7,0.9,1.1,0.3,1067
1716,2015,2.3,3.4,5.7,1.4,1.5,2.5,0.6,1.1,0.6,1068
1717,2015,1.3,2.0,3.3,2.4,1.1,1.9,0.6,0.8,0.0,824
1718,2015,1.9,3.6,5.5,2.5,2.0,2.4,0.8,1.4,0.0,564
1719,2015,0.5,1.3,1.8,0.5,0.1,0.8,0.1,0.1,0.0,563
1720,2015,1.1,3.0,4.1,1.6,2.7,2.6,1.0,1.7,0.2,1069
1721,2015,0.4,0.6,1.0,0.6,0.5,0.6,0.8,0.3,0.1,130
1722,2015,0.9,1.3,2.2,0.9,0.7,1.8,0.4,0.3,0.0,1070
1723,2015,0.0,0.2,0.2,0.3,0.2,0.7,0.3,0.2,0.0,1071
1724,2015,0.4,2.5,2.9,1.5,4.1,2.9,1.4,1.5,0.1,132
1725,2015,0.4,2.3,2.6,1.8,2.3,2.0,1.2,1.1,0.1,828
1726,2015,0.6,1.4,2.0,0.9,1.4,2.1,0.7,1.1,0.1,1072
1727,2015,0.8,2.0,2.8,1.1,0.5,1.4,0.3,0.5,0.1,1073
1728,2015,0.0,0.2,0.2,0.3,0.7,0.2,4.0,0.2,0.0,1074
1729,2015,0.6,0.7,1.4,0.3,0.1,0.4,0.3,0.3,0.1,831
1730,2015,0.3,1.0,1.3,1.1,0.6,0.9,0.6,0.3,0.1,1075
1731,2015,1.3,2.9,4.2,2.5,1.1,1.5,0.7,0.9,0.2,139
1732,2015,1.6,2.2,3.8,2.2,1.1,2.2,0.5,1.1,0.5,830
1733,2015,4.1,6.8,10.9,2.3,1.1,3.1,0.4,1.0,0.8,574
1734,2015,2.8,5.1,7.8,2.4,1.3,2.8,0.5,0.9,2.1,1076
1735,2015,0.5,1.8,2.3,1.1,1.1,2.1,0.5,0.9,0.0,1077
1736,2015,0.5,1.3,1.8,1.6,0.5,1.4,0.4,0.8,0.1,832
1737,2015,0.0,0.1,0.1,0.5,0.0,0.6,0.0,0.0,0.0,1078
1738,2015,2.0,1.8,3.8,2.0,0.8,1.9,0.4,0.8,0.2,1079
1739,2015,0.3,0.7,1.0,0.6,0.1,0.7,0.2,0.2,0.1,1080
1740,2015,0.8,2.0,2.8,2.1,2.8,1.9,1.5,1.4,0.0,582
1741,2015,1.3,4.9,6.3,2.8,3.3,4.8,0.7,3.5,0.4,1081
1742,2015,0.1,0.6,0.7,0.1,0.0,0.1,0.0,0.1,0.0,1082
1743,2015,1.6,2.0,3.6,2.3,1.3,2.5,0.5,1.1,0.1,1083
1744,2015,3.1,6.0,9.1,2.9,1.3,2.8,0.5,2.4,1.4,837
1745,2015,0.2,0.3,0.6,0.4,0.1,0.7,0.2,0.1,0.1,1084
1746,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839
1747,2015,0.1,1.3,1.4,1.3,0.3,3.4,0.1,0.1,0.0,1085
1748,2015,0.5,3.0,3.5,2.5,1.8,5.8,0.3,1.1,0.0,842
1749,2015,0.6,3.1,3.7,2.3,0.9,3.8,0.2,0.6,0.1,843
1750,2015,0.0,1.5,1.5,2.0,0.5,2.5,0.2,1.0,0.0,1086
1751,2015,1.2,3.5,4.7,2.0,0.3,0.7,0.5,0.5,0.3,1087
1752,2015,0.3,1.2,1.5,1.3,0.0,0.6,0.0,0.0,0.0,845
1753,2015,1.4,3.7,5.0,2.1,0.3,1.9,0.2,0.5,0.1,846
1754,2015,1.4,4.2,5.6,3.0,0.2,2.8,0.1,1.4,0.8,1088
1755,2015,1.6,3.2,4.8,2.5,0.6,3.5,0.2,0.6,0.6,848
1756,2015,0.4,1.2,1.6,0.4,0.3,0.4,0.7,0.1,0.0,585
1757,2015,0.5,0.8,1.3,0.4,1.1,0.7,1.5,0.7,0.0,1089
1758,2015,2.9,4.9,7.7,1.9,0.9,2.0,0.4,0.5,0.1,1090
1759,2015,1.0,3.2,4.2,1.4,1.2,2.1,0.6,1.4,0.1,161
1760,2015,0.8,2.6,3.4,2.7,3.9,2.8,1.4,2.3,0.5,162
1761,2015,0.9,1.6,2.6,1.6,0.6,1.0,0.6,0.6,0.0,850
1762,2015,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1091
1763,2015,0.7,3.2,3.9,1.8,2.3,1.8,1.3,2.6,0.1,1092
1764,2015,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1093
1765,2015,1.2,3.7,4.9,2.2,1.2,2.4,0.5,1.4,0.1,168
1766,2015,0.9,1.6,2.6,2.1,0.4,1.5,0.3,0.6,0.2,1094
1767,2015,0.2,0.6,0.8,0.5,0.1,0.3,0.3,0.1,0.0,1095
1768,2015,1.3,1.7,3.1,1.6,0.8,2.2,0.4,0.5,0.0,855
1769,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096
1770,2015,0.5,1.7,2.3,2.5,1.3,2.2,0.6,0.7,0.1,589
1771,2015,2.6,6.4,9.0,2.7,1.6,2.7,0.6,1.6,0.4,590
1772,2015,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1097
1773,2015,0.4,2.0,2.4,1.6,3.4,3.4,1.0,1.2,0.1,858
1774,2015,2.9,4.3,7.2,2.9,1.5,2.3,0.6,1.1,0.6,592
1775,2015,0.3,2.3,2.6,1.2,0.7,1.0,0.7,0.1,0.3,1098
1776,2015,0.5,1.6,2.2,1.6,0.7,1.8,0.4,0.6,0.2,1099
1777,2015,0.0,0.6,0.6,0.7,0.0,0.4,0.0,0.1,0.0,861
1778,2015,2.1,3.4,5.5,1.5,0.8,2.3,0.4,0.8,1.0,1100
1779,2015,1.2,2.1,3.3,3.2,1.5,2.3,0.7,1.2,0.5,596
1780,2015,1.6,3.7,5.3,3.0,4.6,3.7,1.2,1.8,0.4,1101
1781,2015,0.4,2.0,2.4,1.5,0.5,1.0,0.5,0.2,0.1,1102
1782,2015,0.9,1.8,2.7,1.1,0.6,1.2,0.5,0.7,0.0,1103
1783,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598
1784,2015,0.8,1.2,2.0,3.5,1.6,1.4,1.1,0.7,0.2,185
1785,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104
1786,2015,1.2,1.5,2.7,1.1,0.5,0.6,0.8,0.4,0.2,862
1787,2015,0.9,2.0,2.9,0.6,0.2,0.7,0.3,0.2,0.0,863
1788,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188
1789,2015,0.1,1.1,1.3,1.6,0.2,0.6,0.3,0.4,0.1,1105
1790,2015,3.8,4.3,8.1,2.6,0.6,2.4,0.2,1.2,0.5,602
1791,2015,1.1,1.5,2.5,1.6,0.1,0.7,0.2,0.5,0.5,1106
1792,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107
1793,2015,5.1,5.8,10.8,2.3,0.9,3.1,0.3,0.7,0.4,192
1794,2015,2.2,7.1,9.3,2.3,3.4,3.5,1.0,4.0,0.8,865
1795,2015,0.8,1.1,1.8,0.7,0.4,0.6,0.6,0.1,0.0,605
1796,2015,0.3,1.1,1.4,1.2,0.7,0.5,1.4,0.4,0.1,866
1797,2015,1.3,2.6,3.8,1.4,5.6,3.1,1.8,2.7,0.0,1108
1798,2015,0.0,0.0,0.0,0.0,1.0,0.3,3.0,0.0,0.0,867
1799,2015,0.3,1.1,1.4,1.4,1.4,1.1,1.2,0.8,0.1,198
1800,2015,2.4,2.9,5.4,1.9,2.0,2.2,0.9,0.7,0.5,868
1801,2015,0.5,1.3,1.8,1.1,2.1,1.4,1.4,0.6,0.0,869
1802,2015,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,1109
1803,2015,0.4,1.1,1.5,0.4,0.2,0.5,0.5,0.1,0.2,870
1804,2015,3.2,4.2,7.4,3.1,0.9,2.5,0.4,1.3,0.1,871
1805,2015,0.7,0.9,1.6,1.0,0.1,1.0,0.1,0.0,0.1,1110
1806,2015,1.1,1.9,3.0,1.5,0.6,1.1,0.5,0.5,0.1,1111
1807,2015,2.1,3.1,5.1,2.6,2.8,3.9,0.7,2.5,0.8,207
1808,2015,1.6,3.0,4.6,2.6,0.6,1.8,0.3,1.8,0.3,208
1809,2015,0.3,1.0,1.3,1.7,1.0,2.7,0.4,0.3,0.0,1112
1810,2015,0.3,2.1,2.4,2.1,1.1,1.8,0.6,0.7,0.0,1113
1811,2015,1.2,2.4,3.6,1.0,2.5,2.8,0.9,1.1,0.1,211
1812,2015,0.1,1.4,1.5,1.1,0.9,1.0,0.9,1.4,0.0,1114
1813,2015,0.6,0.9,1.5,2.0,0.5,0.6,0.8,0.1,0.0,213
1814,2015,1.4,1.8,3.2,0.8,1.0,1.2,0.9,0.7,0.1,214
1815,2015,1.0,1.1,2.1,1.8,0.8,1.4,0.6,0.5,0.1,1115
1816,2015,0.6,1.9,2.5,1.8,0.6,0.7,0.9,0.3,0.6,1116
1817,2015,1.4,0.6,1.9,0.9,0.4,0.4,1.0,0.2,0.0,217
1818,2015,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1117
1819,2015,1.4,2.2,3.6,1.8,0.6,0.7,0.8,1.1,0.2,876
1820,2015,1.3,4.1,5.5,1.9,3.7,2.7,1.4,1.7,0.1,613
1821,2015,1.6,3.0,4.6,2.2,2.5,2.5,1.0,1.9,0.1,878
1822,2015,0.3,0.6,0.9,0.2,0.3,0.4,0.8,0.1,0.0,881
1823,2015,0.4,1.3,1.7,2.0,2.1,1.1,2.0,0.9,0.2,614
1824,2015,1.5,1.2,2.8,1.2,1.2,1.6,0.7,0.9,0.3,224
1825,2015,0.8,0.5,1.3,0.9,1.1,0.4,3.0,0.3,0.1,1118
1826,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119
1827,2015,0.2,1.2,1.4,0.8,0.4,0.5,0.8,0.4,0.1,1120
1828,2015,1.2,3.3,4.4,1.3,0.3,1.8,0.2,0.6,0.4,880
1829,2015,2.2,3.9,6.1,2.1,1.8,2.0,0.9,2.1,0.8,230
1830,2015,1.7,1.9,3.7,0.9,0.4,0.9,0.4,0.4,0.1,615
1831,2015,3.2,5.7,8.8,2.5,1.1,2.0,0.5,1.1,2.1,616
1832,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121
1833,2015,0.9,6.7,7.6,1.9,2.7,3.5,0.8,3.2,0.7,617
1834,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232
1835,2015,1.5,1.4,2.9,1.5,2.9,3.5,0.8,0.8,0.5,1122
1836,2015,1.6,2.2,3.7,2.3,0.9,0.7,1.4,0.4,0.1,1123
1837,2015,1.0,0.9,1.9,1.5,0.6,0.8,0.8,1.1,0.0,1124
1838,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885
1839,2015,2.1,1.5,3.6,0.9,2.2,1.8,1.2,1.3,0.1,886
1840,2015,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,887
1841,2015,2.1,2.9,5.1,1.3,0.5,1.1,0.5,0.5,0.3,1125
1842,2015,0.1,0.6,0.7,0.7,0.1,0.6,0.3,0.1,0.0,1126
1843,2015,3.0,5.2,8.2,2.8,0.6,2.7,0.2,1.8,0.9,621
1844,2015,0.9,0.9,1.8,1.2,0.9,0.9,1.1,0.4,0.6,1127
1845,2015,1.6,5.2,6.8,2.2,2.2,3.2,0.7,0.8,0.9,1128
1846,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856
1847,2015,0.9,1.7,2.7,2.5,1.3,5.8,0.2,1.8,0.1,593
1848,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129
1849,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1850,2015,1.1,3.4,4.5,2.7,0.5,3.4,0.1,0.1,0.7,1130
1851,2015,0.7,2.1,2.8,3.2,0.6,1.9,0.3,0.7,0.5,1131
1852,2015,1.6,3.8,5.4,1.6,0.8,2.2,0.4,1.2,0.3,1132
1853,2015,1.5,2.4,3.8,1.5,0.9,2.7,0.4,0.6,0.1,1133
1854,2015,0.6,2.8,3.4,0.9,1.2,4.2,0.3,1.5,0.1,1134
1855,2015,0.6,2.6,3.2,1.5,1.4,5.5,0.2,0.8,0.0,1135
1856,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136
1857,2015,0.1,0.9,1.0,1.0,0.5,1.6,0.3,0.4,0.0,1137
1858,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138
1859,2015,1.5,2.1,3.6,1.8,1.8,1.6,1.1,1.8,0.0,623
1860,2015,0.3,1.4,1.6,1.4,0.6,0.7,0.9,1.2,0.1,1139
1861,2015,2.7,2.3,5.1,2.5,1.7,1.7,1.0,3.1,0.2,1140
1862,2015,1.4,3.4,4.8,2.3,0.8,2.3,0.4,1.1,0.1,1141
1863,2015,0.8,0.6,1.4,1.5,0.7,1.3,0.5,1.4,0.2,892
1864,2015,1.0,1.7,2.7,1.0,0.7,0.7,1.0,0.6,0.0,893
1865,2015,0.3,1.3,1.7,1.1,0.4,0.9,0.5,0.3,0.1,1142
1866,2015,0.7,0.9,1.6,1.8,0.9,1.6,0.6,0.6,0.1,1143
1867,2015,1.6,3.7,5.3,1.8,3.5,3.0,1.2,0.9,0.2,254
1868,2015,1.4,2.6,4.0,1.3,1.6,0.8,1.9,0.8,0.5,1144
1869,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627
1870,2015,1.8,2.8,4.6,1.8,1.2,1.6,0.8,1.1,0.3,1145
1871,2015,1.7,2.0,3.7,1.3,0.5,0.6,0.7,0.7,0.5,897
1872,2015,0.5,2.0,2.5,2.0,0.0,2.5,0.0,0.0,0.0,628
1873,2015,1.2,3.6,4.8,1.6,1.9,1.8,1.1,0.7,0.2,895
1874,2015,0.4,2.3,2.6,1.7,3.3,1.7,1.9,1.9,0.0,260
1875,2015,1.0,3.4,4.4,2.2,2.7,2.4,1.2,2.4,0.2,629
1876,2015,0.0,0.5,0.5,1.0,0.3,0.5,0.6,0.4,0.0,898
1877,2015,1.1,2.4,3.5,2.0,1.2,1.7,0.7,2.0,0.0,899
1878,2015,0.3,1.0,1.3,0.7,0.0,0.3,0.0,0.0,0.0,1146
1879,2015,1.0,2.0,3.0,0.9,1.0,1.2,0.8,0.7,0.1,265
1880,2015,0.4,1.3,1.6,1.5,1.0,1.3,0.8,0.7,0.1,1147
1881,2015,0.0,0.7,0.7,0.7,0.2,0.5,0.3,0.5,0.0,900
1882,2015,0.4,0.8,1.1,0.1,0.1,0.3,0.5,0.0,0.0,650
1883,2015,1.4,2.2,3.6,1.4,0.2,0.8,0.3,0.5,0.2,634
1884,2015,2.7,3.1,5.8,2.5,0.9,2.0,0.4,0.3,0.2,901
1885,2015,2.8,5.2,7.9,2.6,0.4,2.6,0.1,1.6,0.5,636
1886,2015,1.8,2.2,3.9,1.8,1.1,1.5,0.7,1.1,0.3,270
1887,2015,0.7,0.0,0.7,1.0,0.3,0.3,1.0,0.0,0.0,1148
1888,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903
1889,2015,0.0,1.7,1.7,1.3,1.3,2.0,0.7,0.3,0.0,904
1890,2015,1.2,1.9,3.1,2.5,0.9,2.3,0.4,1.6,0.1,905
1891,2015,2.0,7.1,9.1,1.6,3.1,2.2,1.4,2.2,0.4,906
1892,2015,0.8,1.1,1.8,1.7,0.4,0.9,0.4,1.1,0.4,907
1893,2015,0.3,1.3,1.6,0.6,0.4,1.1,0.4,0.3,0.1,908
1894,2015,0.5,0.9,1.4,1.4,0.3,1.2,0.3,0.3,0.1,909
1895,2015,0.5,0.6,1.1,0.8,0.3,1.0,0.3,0.3,0.1,1149
1896,2015,2.9,1.3,4.2,2.5,1.0,1.1,0.9,1.1,0.0,1150
1897,2015,0.8,2.1,2.9,2.2,1.0,1.4,0.7,0.4,0.6,912
1898,2015,0.5,1.1,1.6,0.7,0.2,0.6,0.3,0.0,0.0,1151
1899,2015,1.3,2.0,3.3,2.0,0.3,1.9,0.2,0.5,0.3,914
1900,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152
1901,2015,1.0,3.1,4.1,2.5,1.8,2.4,0.7,1.3,0.1,1153
1902,2015,0.9,2.7,3.6,1.4,0.5,1.0,0.5,0.6,0.3,917
1903,2015,0.3,0.8,1.1,0.2,0.2,0.5,0.4,0.5,0.0,918
1904,2015,0.6,1.2,1.8,1.3,0.4,0.9,0.5,0.6,0.0,919
1905,2015,0.4,1.2,1.6,0.3,0.4,1.2,0.3,0.1,0.1,646
1906,2015,1.9,3.0,4.8,2.1,0.3,0.9,0.3,0.3,0.4,289
1907,2015,1.6,2.3,4.0,2.5,0.7,2.4,0.3,1.0,0.1,290
1908,2015,0.8,1.4,2.3,1.2,1.1,2.1,0.5,0.6,0.1,647
1909,2015,1.1,3.0,4.1,1.4,0.2,1.9,0.1,0.6,0.3,920
1910,2015,1.3,2.8,4.1,2.9,1.1,1.8,0.6,1.0,0.3,293
1911,2015,1.1,2.8,3.9,2.1,1.6,2.5,0.6,0.9,0.1,921
1912,2015,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,1154
1913,2015,0.8,2.3,3.1,1.6,0.8,1.8,0.4,0.8,0.1,1155
1914,2015,0.0,0.1,0.1,0.6,0.0,0.6,0.0,0.3,0.0,1156
1915,2015,0.2,1.3,1.5,1.3,0.1,0.5,0.3,0.2,0.3,1157
1916,2015,2.1,5.1,7.2,1.9,1.7,3.0,0.6,0.9,0.9,652
1917,2015,0.9,4.2,5.1,1.8,2.5,3.6,0.7,1.4,0.1,1158
1918,2015,0.3,1.0,1.3,0.3,1.0,0.5,2.0,0.0,0.0,1159
1919,2015,0.4,0.7,1.1,0.2,0.0,0.3,0.0,0.2,0.0,1160
1920,2015,0.1,0.8,0.9,0.0,0.0,0.4,0.0,0.0,0.1,1161
1921,2015,0.2,0.8,1.0,0.3,0.1,0.8,0.1,0.1,0.1,926
1922,2015,1.4,2.9,4.2,1.8,1.9,3.6,0.5,2.2,0.1,303
1923,2015,1.4,2.0,3.4,2.4,0.6,1.4,0.4,0.8,0.2,927
1924,2015,1.4,1.4,2.8,2.3,0.3,1.2,0.2,0.3,0.4,1162
1925,2015,0.3,0.3,0.6,0.4,0.4,0.9,0.5,0.1,0.0,1163
1926,2015,2.7,4.4,7.1,2.2,0.7,2.7,0.3,0.9,0.4,930
1927,2015,1.0,3.6,4.6,1.4,1.0,2.6,0.4,1.8,0.1,931
1928,2015,0.4,1.7,2.1,1.8,1.1,1.7,0.6,1.0,0.1,655
1929,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932
1930,2015,0.8,2.6,3.4,1.8,0.4,1.3,0.3,0.3,0.3,603
1931,2015,0.3,1.3,1.6,1.1,1.6,1.4,1.1,0.6,0.0,657
1932,2015,0.6,2.9,3.4,0.9,3.1,2.1,1.5,0.8,0.1,933
1933,2015,2.9,4.1,7.0,1.9,4.7,2.7,1.8,3.6,0.2,312
1934,2015,2.4,4.6,7.0,1.4,1.1,2.0,0.6,0.6,0.1,658
1935,2015,0.8,1.4,2.2,1.2,0.6,0.5,1.1,0.1,0.0,1164
1936,2015,0.2,3.3,3.5,0.7,1.1,0.9,1.2,0.9,0.1,316
1937,2015,2.6,4.2,6.8,1.1,1.8,2.7,0.7,0.3,1.8,935
1938,2015,1.8,2.6,4.4,2.4,1.2,2.0,0.6,0.5,0.3,1165
1939,2015,0.3,1.1,1.4,1.3,0.7,0.8,0.9,0.4,0.1,1166
1940,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320
1941,2015,0.4,1.2,1.6,1.1,0.7,2.4,0.3,1.1,0.0,1167
1942,2015,0.3,1.2,1.5,0.8,0.7,3.5,0.2,1.1,0.0,936
1943,2015,1.0,3.0,4.0,1.0,0.4,0.8,0.5,0.2,0.8,662
1944,2015,0.6,0.6,1.1,0.8,0.2,0.8,0.3,0.4,0.0,1168
1945,2015,0.7,3.2,3.8,1.8,2.3,3.4,0.7,1.5,0.2,663
1946,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169
1947,2015,0.1,0.6,0.7,0.4,0.9,1.4,0.6,0.2,0.0,937
1948,2015,0.7,1.8,2.5,1.6,0.3,0.6,0.5,0.4,0.2,328
1949,2015,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1170
1950,2015,1.9,5.4,7.3,2.4,1.6,2.7,0.6,0.6,0.5,330
1951,2015,1.5,3.1,4.5,2.3,0.4,2.2,0.2,0.8,0.8,664
1952,2015,0.8,3.4,4.2,1.4,0.3,1.9,0.1,0.5,0.3,665
1953,2015,0.3,0.7,0.9,0.8,0.3,0.7,0.4,0.3,0.2,1171
1954,2015,2.0,5.7,7.7,2.3,1.3,2.6,0.5,0.8,0.4,334
1955,2015,0.0,0.6,0.6,0.2,1.6,0.8,2.0,0.2,0.0,939
1956,2015,1.6,2.3,3.8,1.8,0.5,0.6,0.9,0.2,0.1,940
1957,2015,0.3,2.5,2.9,1.5,2.8,2.2,1.3,0.8,0.1,337
1958,2015,0.6,2.5,3.0,2.7,3.9,3.0,1.3,1.9,0.5,669
1959,2015,0.3,0.3,0.6,0.4,0.4,0.7,0.6,0.1,0.0,1172
1960,2015,0.9,1.8,2.7,1.9,2.5,2.5,1.0,0.6,0.1,671
1961,2015,0.6,1.2,1.8,1.3,0.9,0.9,1.0,0.6,0.1,341
1962,2015,0.2,1.1,1.3,0.8,1.2,0.9,1.4,0.3,0.1,343
1963,2015,1.9,3.8,5.7,1.8,0.5,1.9,0.2,0.5,0.1,349
1964,2015,0.3,0.3,0.7,0.5,0.4,0.8,0.6,0.3,0.1,1173
1965,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174
1966,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941
1967,2015,0.3,0.7,1.0,0.3,0.3,0.5,0.8,0.1,0.2,1175
1968,2015,0.6,0.8,1.4,1.5,1.1,2.0,0.5,1.1,0.0,1176
1969,2015,0.8,3.6,4.4,2.1,3.6,2.5,1.4,1.9,0.1,944
1970,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177
1971,2015,0.3,1.4,1.7,1.2,1.4,1.8,0.8,1.0,0.1,1178
1972,2015,0.8,1.8,2.6,1.7,0.5,1.6,0.3,0.6,0.1,351
1973,2015,0.0,0.5,0.5,0.5,0.1,0.6,0.2,0.0,0.0,1179
1974,2015,1.5,2.1,3.6,2.5,1.2,2.1,0.6,1.1,0.0,354
1975,2015,0.2,0.3,0.5,0.6,0.4,0.8,0.5,0.2,0.0,1180
1976,2015,1.4,2.0,3.4,1.4,0.7,2.3,0.3,0.5,0.1,946
1977,2015,0.9,1.3,2.2,1.2,0.2,1.0,0.2,0.2,0.1,947
1978,2015,0.2,0.5,0.7,1.3,0.3,0.5,0.6,0.2,0.0,948
1979,2015,3.1,3.5,6.5,2.1,0.8,1.9,0.4,0.9,0.3,949
1980,2015,0.3,1.0,1.3,1.3,0.5,0.8,0.6,0.4,0.0,1181
1981,2015,0.5,1.0,1.4,1.1,2.2,1.8,1.3,0.9,0.1,677
1982,2015,0.3,0.9,1.2,0.6,0.5,0.7,0.7,0.5,0.1,302
1983,2015,0.3,0.5,0.8,1.2,0.0,0.8,0.0,0.0,0.0,692
1984,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678
1985,2015,1.1,1.6,2.8,1.3,1.1,1.3,0.8,0.8,0.1,1182
1986,2015,1.1,1.8,2.9,1.7,0.8,1.4,0.6,0.7,0.1,679
1987,2015,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1183
1988,2015,1.0,1.1,2.1,1.2,0.9,1.6,0.6,1.7,0.0,367
1989,2015,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,1184
1990,2015,0.8,1.6,2.4,1.9,0.6,2.5,0.2,0.8,0.0,952
1991,2015,2.1,2.8,5.0,2.0,1.3,2.1,0.6,1.4,0.2,953
