player_id,NAME
760,Alison Chalke
761,Claire Colborne
762,Rachel Cleary
763,Katelynn Carver
764,Katelynn Donahoe
765,Terrilyn Herrick
766,Carly LaFave
767,Marie-Christine Parent
768,Emily MacEachern
769,Danielle MacDonald
770,Jenna Jones
771,Catherine Belanger-Paquet
772,Gabrielle Chamberland
773,Veronique Fortin-Tremblay
774,Marie-Michele Paquin
775,Catherine Rondeau
776,Danielle Lumley
777,Annic Stephanny Charles
778,Emilie Hamel
779,Ashley Clarke
780,Serginha Estim̩
781,Andrea Baptista
782,Evangeli Anteros
783,Mathilde Larochelle
784,Natasha Raposo
785,Sarah Caron-Pare
786,Jannie Jacques
787,Melodie Laniel-Dion
788,Chanelle St-Amour
789,Rachel Blouin-Brochu
790,Dianna Ros
791,Shelby Eveleigh
792,Gabriela Hebert
793,Eve Marquis-Poulin
794,Fatoumata Dia
795,Naila Farrah
796,Anne-Marie Lavoie
797,Lorna Desrameaux-S.
798,Jessica Leger
799,Katie Harpur
800,Kayla Santilli
801,Jenalyn Yumol
802,Samantha Dejong
803,Becky Ralph
804,Chloe Levy
805,Krista Va Slingerland
806,Chelsey Blackman
807,Kendall MacLeod
808,Maddison Turner
809,Jessica Boelhouwer
810,Barabara Inrig-Pieterse
811,Alyssa Shortt
812,Dana Va Balkom
813,Andjela Borovac
814,Alison Morris
815,Camille Gardiner
816,Katherine MacTavish
817,Sarah Dinsdale
818,Karen Sawchuk
819,Kelsey Bardsley
820,Kelsi Robinson
821,Laura Cooper
822,Erika French
823,Carolyn Fragale
824,Devenae Bryce
825,Adrienne Moreau
826,Katarina Schwabe
827,Danielle Harris
828,Amanda McDonald
829,Mandy Cosentino
830,Rachel McLean
831,Natasha Valconi
832,Courtney Bruce
833,Natalie Taylor
834,Samantha Jacobs
835,Shelby Kurt
836,Isabel Ormond
837,Kathryn Dye
838,Jacklynn Nimec
839,Abby Hurd
840,Katie Knight
841,Rebecca Quiring
842,Stephanie Truelove
843,Samantha Hunt
844,Emilie Vachon
845,Kaitlin Dafoe
846,Elissa Dewit
847,Teddi Firmi
848,Ariane Lachance-Scantland
849,Maddie Stephen
850,Kellie Ring
851,Ashley Hoover
852,Bess Lennox
853,Liz Boag
854,Rachael Urosevic
855,Lisa Minutillo
856,Gemma Bullard
857,Meaghan MacDougall
858,Hanna Kopshynska
859,Jenny Wright
860,Emma Stallwood
861,Melissa Frederick
862,Jill Stratton
863,Julie Longauer
864,Kristina Menton
865,Alicia Va Kampen
866,Liane Bailey
867,Rachael Sider
868,Amanda Lauzon
869,Jenalle Vanhie
870,Jen Coffin
871,Colleen Quinlan
872,Erin Robbins
873,Cheryll Paranaque
874,Vivian Milliken
875,Emma Phillips
876,Sam McIntrye
877,Emma Nieuwenhuizen
878,Caroline Wolynski
879,Annabel Hancock
880,Jory McDonald
881,Jocelyn LaRocque
882,Bethany Wachna
883,Tessa Kreiger
884,Anna Mullins
885,Jillian Walker
886,Samantha Ernest
887,Hayley Finn
888,Emma Ferguson
889,Shelby Hulcul
890,Renee Byrne
891,Andria Carlyon
892,Kelly Lyons
893,Megan Va d kraats
894,Kalee Kartzmark
895,Kaela Cranston
896,Kalena Green
897,Stephanie Haynes
898,Raisa Rybinski
899,Aimee Johnston
900,Alanna Johnston
901,Sarah Dobie
902,Jessica Franz
903,Jenna Kaye
904,Jessica Roseboom
905,Ashley Hirons
906,Erika Romanow
907,Ali Cameron
908,Jami Wiebe
909,Kassie Colonna
910,Natalie Nichols
911,Katlyn Olsen
912,Kim Veldman
913,Andrea Filipkova
914,Brittany Koop
915,Christiane Fischer
916,Melanie Edel
917,Michelle Clark
918,Madi Docherty
919,Alyssia Kajati
920,Kiera Lyons
921,Taya Keujer
922,Tracy Holloway
923,Kelsey Trulsrud
924,Dalyce Emmerson
925,Jade Montgomery
926,Sarah Malate
927,Britney Walton
928,Taiysa Worsfeld
929,Ashleyn Sarowa
930,Katelyn Star
931,Laurissa Weigl
932,Kristen Ford
933,Laurelle Weigl
934,Cassandra Knievel
935,Victoria Spangehl
936,Chloee St Amour
937,Kristjana Young
938,Stephanie Bell
939,Adrienne Parkin
940,Alexandra Vieweg
941,Melissa Irish
942,Emily Kanester
943,Audrey Siebert-Timmer
944,Ashley Briker
945,Kiersten Schulhan
946,Krystal Schouten
947,Roslyn Huber
948,Madison Kaneda
949,Whitney Hamilton
950,Laura Campbell
951,Tia Sadler
952,Mackenzie Carnes
953,Angela White
954,Emiko Ohama
955,Jaslyen Kau singh
956,Z. Smith-Haramboure
957,Lauren Dian sollero
958,Kayli Sartori
959,Jenny Lewis
960,Deborah Yeboah
961,Shaylyn Crisp
962,Jordyn Newman
963,Mackenzie Landsburg
964,Heather Hildebrandt
965,Tia Coulter
966,Ella Greer
967,Brittany Rosenfelt
968,Amy Ogidan
969,Carlie MacDonald
970,Molly Labenski
971,Emily Nkosi
972,Kara MacKinnon
973,Colleen Keane
974,Samantha Minicucci
975,Kayla Gardner
976,Natasha Roach
977,Jalynn Skeir
978,Madison Tompkins
979,Emily Hanaka
980,Ainsley Macintyre
981,Carolyn Adams
982,Sandra Amoah
983,Katherine Vande Elzen
984,Ally Forsey
985,Sam Kavanagh
986,Alexandra Smye
987,Amanada Smith
988,Angelina Carvery
989,Hilary Graham
990,Taiyanah Scott
991,Naomie Freguiere
992,Laura Langille
993,Courtney Kilyk
994,N. Fon Lye Quee
995,Lindsay Lessard
996,Kayla MacIntyre
997,Selali Acolatse
998,Alex Martell
999,Colleen Daly
1000,Sam Kaminsky
1001,Nisja Bass
1002,Caroline Healy
1003,Karlen Majcher
1004,Laura Fox
1005,Chelsey Collette
1006,Kathelynn Carver
1007,Holly Jones
1008,Laura Power
1009,Rayelle Morrison
1010,V. Fortin-Tremblay
1011,Eloisa Katz
1012,Sabrina Asselin
1013,Bailey Trafford
1014,Haley Lewis
1015,Cynthia Suissa
1016,Tamara Pinard-Devos
1017,Marilyse Roy-Viau
1018,Serginha Estime
1019,Richelle Gregoire
1020,Jodelle Dixon
1021,Catherine Andrews-Cote
1022,Marilyn Bariault
1023,Gabrielle Girard
1024,Jennica Laberge
1025,Justine Guay-Bilodeau
1026,Vanni-Eve Perreault-Liard
1027,Emilija Davidovic
1028,Marie-Pier Bastrash
1029,Mariam Sylla
1030,Monica Slyka
1031,Lysandre Rivest
1032,Penelope St-Cy Robitaille
1033,Marie-Claude Lavertu
1034,Elina Conduche
1035,Queteline Celestin
1036,Lorna D-Simon
1037,Janice Quintos
1038,Jessica P-Dostie
1039,Dayna Howlett
1040,Ainsley Camroux-Peacock
1041,Shanice Govia
1042,Brianne Ozimok
1043,Natasha Plaskacz
1044,Lindsay Shotbolt
1045,Lindsey Suprunchuk
1046,Claire Abbott
1047,Maddie Turner
1048,Barbara Inrig-Pieterse
1049,Kathryn Shortt
1050,Kate Yallin
1051,Brooke Kelly
1052,Erica McFadden
1053,Vanessa Rampado
1054,Julia Tennant
1055,Emily Lerrete
1056,Katelyn Zen
1057,Gabrielle Robin
1058,Rachael Bland
1059,Helena Steeves
1060,Jessica Dehaan
1061,Jenna Davidson
1062,Sasha Polishchuk
1063,Emily Tymchuck
1064,Le Anna Osei
1065,Kaitlyn Schenck
1066,Heather Payne
1067,Whitney Ellenor
1068,Danielle Boiago
1069,Liz Burns
1070,Rachel Holmes
1071,Marie Korte
1072,Clare Kenney
1073,Siobhan Manning
1074,Julia Soriano
1075,Francesca Bellehumeur-Moya
1076,Catherine Traer
1077,Katherine Lemoine
1078,Emily Hazlett
1079,Rachel Urosevic
1080,Laura Baker
1081,Meaghan Macdougall
1082,Maria Gill
1083,Nicole Morse
1084,Robyn Pearson
1085,Sarah Rudy
1086,Jasmine Lewin
1087,Vanessa Wallace
1088,Rachel Sider
1089,Kianna Cadogan
1090,Alanna Garner
1091,Kayla Karl
1092,Jacqui Rodrigues
1093,Ivana Juric
1094,Swetha Kulandaivelan
1095,Jenel Ulman
1096,Alicia Hoffman
1097,Natasha Stoyakovich
1098,Gia Spiropoulos
1099,Sam McIntyre
1100,Marti Killeen
1101,Vanessa Barnwell
1102,Camilla Paluch
1103,Meredith McLeod
1104,Mara Greunke
1105,Caitlyn Longmuir
1106,Andrea Kiss
1107,Kim Moroun
1108,Bethanie Wachna
1109,Jacqueline Koudys
1110,Erin Sarapnickas
1111,Ishanaa Seupersadsingh
1112,Shauney Fischer
1113,Emma Thompson
1114,Cyrielle Recoura
1115,Saskia Va Ginhoven
1116,Shelby Hucul
1117,Jessilyn Fairbanks
1118,Kendall Lydon
1119,Maddie Rogers
1120,Maegan Mackay
1121,A. McDonald-Okoro
1122,Brittany Boudreau
1123,Carrera Lamoureux
1124,Elsa Langill
1125,Kristie Sheils
1126,Lindsey Agnew
1127,Clarise Jennings
1128,Charlotte Mackenzie
1129,Kiersten Craig
1130,Karen Li
1131,Lauren Tolley
1132,Madison Kinzel
1133,Karina Patterson
1134,Rebecca Potter
1135,Tia Majewski
1136,Lisa Ivanics
1137,Evan Hudson
1138,Danica Rybachuk
1139,Hilary Annich
1140,Nikki Golding
1141,Shehana Woodland
1142,Kristen Docherty
1143,Jenelle Gieske
1144,Jordan Anstice
1145,Jordan MacLean
1146,Carrie Campbell
1147,Charlotte Kot
1148,Katie Polischuk
1149,Kehlsie Crone
1150,Desarae Hogberg
1151,Kaylee Halvorson
1152,Brittany Shockey
1153,Jordyn Halvorson
1154,Jenna Quinton
1155,Denise Spacek
1156,Taiysa Worsfold
1157,Megan Sherwood
1158,Rebeca Fernandez
1159,Jamie Andrew Stobart
1160,Chantelle Martin
1161,Natalie Carkner
1162,Luca Schmidt
1163,Maddie Lougheed
1164,Cherub Lum
1165,Maggie Sundberg
1166,Jaime Hills
1167,Andrea Strujic
1168,Susan Thompson
1169,Jessica Jazdarehee
1170,Laura Gini
1171,Kayla Mcfadden
1172,Jaslyen Singh
1173,Jessica Collins
1174,Shayna Litman
1175,Kaitlyn Brink
1176,Jordyn Rabbitt
1177,Allison Seinen
1178,Lauren Lamont
1179,Kady Dandeneau
1180,Mercedes VanKoughnett
1181,Sarah Robin
1182,Jennifer Bruce
1183,Kellie Fluit
1184,Emily Kaehn
1185,Jenna Krug
1186,Ashley McGinnis
1187,Tessla Rennie
1188,Nicole Karstein
1189,Jenna Bugiardini
1190,Kristen Monasterski
1191,Lauren Anderson
1192,Kelsey Solarchuk
1193,Katie Waring
1194,Megan Noonan
1195,Kerri Kuzbyt
1196,Taylor Thorkelsson
1197,Rita Leli Sibo
1198,Keesha Peterson
1199,Chanel Smith
1200,Katie Ross
1201,Miriam Franchetto
1202,Emily MacLeod
1203,Alexandra Berry
1204,Aprille Deus
1205,Tamara Dondi
1206,Rasheeka Gunn
1207,Keishia Lespoir
1208,Valentina Primossi
1209,Alison Keough
1210,Hollie MacDonald
1211,Christina Brown
1212,Carissa Poulin
1213,Ainsley MacIntyre
1214,Shaylyn Field
