player_id,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
883,2012,0.2,0.3,0.4,0.4,0.4,0.6,0.7,0.2,0.1
884,2012,0.4,1.5,1.9,1.9,1.6,2.2,0.8,0.5,0.0
200,2012,0.6,1.9,2.5,2.7,2.0,3.0,0.7,1.3,0.0
202,2012,0.5,3.6,4.1,1.8,1.5,3.1,0.5,1.5,0.5
885,2012,1.5,2.5,4.0,2.8,1.2,1.5,0.8,1.2,0.3
886,2012,0.5,1.1,1.6,2.0,0.7,1.4,0.5,1.0,0.0
887,2012,0.6,0.9,1.4,0.4,0.2,0.5,0.4,0.0,0.1
205,2012,2.5,3.9,6.5,3.0,1.4,1.9,0.7,0.9,0.8
631,2012,2.5,3.1,5.6,2.2,2.3,3.0,0.8,2.2,0.4
888,2012,0.2,0.0,0.2,0.4,0.0,0.4,0.0,0.0,0.0
889,2012,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0
208,2012,3.4,6.9,10.3,1.9,1.3,2.4,0.5,1.0,1.9
890,2012,1.3,2.7,4.0,0.8,0.6,0.7,0.9,0.3,0.3
636,2012,0.5,0.5,1.0,1.3,0.5,0.8,0.7,0.5,0.3
891,2012,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
892,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,2012,1.9,3.2,5.0,1.4,2.0,1.6,1.2,1.5,0.1
893,2012,0.2,1.5,1.6,2.4,2.0,2.5,0.8,1.1,0.1
894,2012,0.0,0.1,0.1,0.3,0.1,0.3,0.5,0.3,0.0
639,2012,0.2,1.0,1.2,2.0,1.5,2.0,0.7,0.7,0.2
216,2012,2.0,3.4,5.4,3.2,2.5,3.5,0.7,1.4,0.1
637,2012,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0
895,2012,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
896,2012,0.1,0.6,0.7,1.1,0.3,0.7,0.4,0.1,0.7
897,2012,0.7,3.2,3.9,2.3,3.2,3.6,0.9,1.2,0.1
643,2012,0.8,0.7,1.5,0.9,0.6,0.8,0.8,0.1,0.2
644,2012,0.5,0.7,1.3,1.3,0.3,1.2,0.2,0.3,0.1
221,2012,3.7,5.4,9.1,3.0,1.4,2.2,0.6,0.8,0.7
645,2012,1.4,3.7,5.0,1.9,1.6,3.0,0.6,1.1,0.3
898,2012,1.0,3.0,4.0,1.8,0.9,3.2,0.3,1.2,0.5
899,2012,0.8,1.7,2.5,2.0,0.3,1.4,0.2,1.2,0.3
900,2012,0.1,0.3,0.4,0.3,0.4,0.7,0.6,1.0,0.0
646,2012,0.6,1.6,2.2,1.5,1.6,3.2,0.5,1.0,0.0
901,2012,0.3,1.0,1.3,0.8,0.3,2.0,0.1,0.7,0.0
902,2012,1.0,2.2,3.2,1.6,2.3,2.2,1.0,2.6,0.1
648,2012,0.6,1.8,2.4,1.8,0.7,2.3,0.3,1.2,0.0
647,2012,0.7,0.8,1.5,0.1,0.3,0.4,0.7,0.2,0.0
649,2012,0.8,3.6,4.4,2.0,1.1,3.1,0.3,1.8,0.0
903,2012,0.4,0.6,1.0,1.4,0.1,0.6,0.2,0.1,0.1
904,2012,0.8,0.5,1.2,0.4,0.1,0.2,0.3,0.2,0.1
650,2012,2.8,3.5,6.3,2.9,0.1,2.6,0.0,0.8,0.8
651,2012,0.4,0.9,1.3,0.5,0.1,1.0,0.1,0.2,0.4
652,2012,0.5,1.3,1.9,0.7,0.1,0.6,0.2,0.3,0.2
653,2012,1.2,3.1,4.3,2.4,3.9,4.7,0.8,2.8,0.2
236,2012,0.8,1.0,1.8,1.6,1.4,1.4,1.0,0.9,0.1
654,2012,0.5,1.3,1.8,1.1,1.2,1.8,0.7,1.0,0.2
905,2012,0.0,0.4,0.4,0.0,0.0,0.8,0.0,0.0,0.0
906,2012,0.6,0.7,1.4,1.4,0.2,0.9,0.2,0.0,0.2
655,2012,0.8,2.8,3.5,1.3,2.0,0.6,3.4,0.9,0.1
907,2012,0.4,0.3,0.6,0.5,0.0,0.1,0.0,0.1,0.0
657,2012,3.6,4.6,8.2,1.4,1.1,1.1,1.1,0.9,0.0
658,2012,2.7,4.1,6.8,3.0,0.5,1.2,0.4,0.9,0.3
243,2012,0.8,1.3,2.0,1.2,0.6,1.1,0.5,0.6,0.0
908,2012,0.8,1.4,2.2,1.3,0.6,0.7,0.9,0.7,0.4
909,2012,0.5,3.7,4.2,1.6,0.8,2.3,0.3,1.0,0.2
246,2012,2.0,2.4,4.4,2.1,0.5,2.0,0.3,0.3,0.8
910,2012,1.1,1.9,3.0,1.5,1.0,2.0,0.5,0.6,0.2
248,2012,0.6,3.1,3.7,2.3,4.8,3.1,1.5,1.0,0.0
911,2012,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0
250,2012,1.6,2.3,4.0,1.9,1.6,3.1,0.5,1.0,0.1
912,2012,1.4,3.1,4.5,1.9,1.4,1.9,0.7,0.7,0.4
913,2012,0.4,1.4,1.9,1.8,1.4,1.5,0.9,0.6,0.0
253,2012,1.0,3.4,4.4,3.2,2.2,2.2,1.0,2.2,0.8
914,2012,0.4,0.7,1.1,0.6,0.8,0.8,1.0,0.1,0.0
255,2012,2.8,5.4,8.2,3.0,1.4,1.4,1.0,1.1,1.0
660,2012,0.6,1.1,1.7,1.1,0.6,0.5,1.2,0.1,0.1
915,2012,0.0,0.3,0.3,0.3,0.0,0.5,0.0,0.1,0.0
258,2012,1.0,5.7,6.7,2.7,1.4,2.8,0.5,1.5,1.0
661,2012,0.9,1.0,1.9,2.1,2.5,2.8,0.9,1.5,0.1
916,2012,0.7,0.6,1.3,0.4,1.0,0.7,1.4,0.7,0.0
917,2012,0.5,1.5,2.0,1.1,0.2,0.9,0.2,0.2,0.5
918,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,2012,0.4,0.3,0.7,0.7,0.1,0.4,0.2,0.2,0.0
921,2012,1.4,2.4,3.7,2.2,2.1,2.2,1.0,1.0,0.1
664,2012,0.7,0.3,1.0,0.6,0.5,0.8,0.6,0.6,0.0
922,2012,0.5,0.6,1.1,0.6,0.6,0.6,1.0,0.3,0.1
665,2012,0.6,0.6,1.2,0.9,1.5,1.1,1.4,0.4,0.0
923,2012,2.0,3.8,5.8,1.2,1.4,1.3,1.0,1.2,0.5
924,2012,0.4,2.5,2.8,2.0,4.8,3.2,1.5,2.5,0.3
925,2012,0.3,0.5,0.7,0.5,0.1,0.8,0.2,0.2,0.1
666,2012,0.6,0.8,1.4,1.1,0.5,1.1,0.4,0.4,0.1
667,2012,0.2,0.2,0.4,0.7,0.4,0.0,0.0,0.1,0.1
926,2012,3.6,6.2,9.9,1.6,1.4,2.6,0.5,1.5,1.2
271,2012,4.3,5.2,9.5,2.4,1.6,2.8,0.6,2.2,1.2
669,2012,1.5,3.2,4.7,1.8,1.7,1.9,0.9,1.0,0.5
927,2012,0.6,1.9,2.5,2.0,2.9,2.7,1.1,0.9,0.0
273,2012,0.6,1.5,2.1,1.8,1.4,1.7,0.8,0.8,0.0
928,2012,0.5,1.4,1.9,1.1,0.7,1.0,0.7,0.4,0.1
929,2012,0.6,0.9,1.6,1.1,0.2,1.1,0.2,0.2,0.0
275,2012,1.0,2.4,3.4,1.6,1.5,2.8,0.5,0.9,0.0
930,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,2012,0.5,2.2,2.7,1.6,1.3,2.1,0.6,0.7,0.1
278,2012,1.9,3.0,4.9,1.8,1.5,2.0,0.7,0.6,0.2
279,2012,2.1,5.2,7.3,1.9,0.5,1.2,0.4,0.9,0.3
932,2012,1.1,3.3,4.4,2.1,0.5,0.9,0.6,0.6,0.6
933,2012,2.2,2.6,4.8,1.8,1.2,1.5,0.8,0.7,0.1
934,2012,0.3,0.4,0.8,0.5,0.2,0.4,0.4,0.2,0.0
935,2012,0.2,0.4,0.6,1.0,0.2,0.5,0.4,0.2,0.0
936,2012,0.0,0.8,0.8,1.2,0.6,0.8,0.7,0.4,0.1
683,2012,0.2,0.7,0.9,0.5,0.2,0.6,0.3,0.3,0.0
937,2012,0.1,0.1,0.3,0.3,0.0,0.3,0.0,0.1,0.0
290,2012,1.4,2.7,4.1,1.6,1.5,2.3,0.7,1.2,0.0
938,2012,0.5,2.5,3.0,2.4,2.9,5.1,0.6,1.9,0.0
292,2012,1.3,2.9,4.2,3.7,1.5,2.9,0.5,1.5,0.2
939,2012,0.8,1.8,2.6,1.5,0.5,1.1,0.5,0.5,0.1
940,2012,0.8,0.8,1.6,0.6,0.8,1.6,0.5,1.1,0.1
688,2012,0.6,0.7,1.3,0.7,0.2,0.3,0.6,0.3,0.0
941,2012,0.5,0.8,1.4,0.6,0.1,0.5,0.3,0.2,0.2
296,2012,3.8,5.6,9.4,4.4,0.7,2.2,0.3,1.4,0.3
689,2012,1.0,1.4,2.4,1.2,0.3,0.3,1.0,0.4,0.0
690,2012,1.5,2.4,3.9,2.2,0.4,1.0,0.4,0.4,0.1
298,2012,1.6,2.4,4.0,2.3,2.4,1.9,1.2,3.1,0.1
942,2012,0.6,1.2,1.8,1.4,1.0,2.6,0.4,1.0,0.0
943,2012,1.3,3.3,4.6,1.3,2.9,2.8,1.0,2.9,0.3
944,2012,1.2,0.7,1.9,1.3,0.9,1.0,0.9,1.1,0.1
299,2012,0.4,0.6,1.0,0.0,0.6,0.6,1.0,0.4,0.0
302,2012,1.8,2.5,4.3,2.4,0.6,1.8,0.3,0.9,0.3
945,2012,0.7,1.6,2.3,0.7,0.0,0.3,0.0,0.1,0.0
946,2012,3.4,3.0,6.4,3.0,0.6,1.4,0.5,0.8,0.4
947,2012,0.8,1.8,2.5,1.7,1.0,1.3,0.8,0.5,0.2
948,2012,1.2,1.5,2.7,1.6,0.5,2.0,0.2,0.9,0.1
949,2012,1.1,1.9,3.0,1.7,0.3,0.9,0.3,0.6,0.2
950,2012,0.9,1.2,2.1,0.7,0.1,0.8,0.2,0.7,0.4
348,2012,0.9,1.6,2.4,1.5,0.7,1.5,0.5,0.6,0.2
951,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2012,1.7,2.1,3.8,2.9,2.9,4.0,0.7,2.1,0.2
952,2012,0.8,1.6,2.3,1.8,1.1,2.2,0.5,0.9,0.1
953,2012,0.3,1.5,1.8,1.3,0.5,1.8,0.3,1.3,0.0
954,2012,0.9,1.0,1.9,0.8,1.1,2.4,0.5,0.7,0.1
708,2012,1.1,2.1,3.3,1.0,0.0,1.1,0.0,0.5,0.1
709,2012,0.7,1.0,1.7,1.0,0.6,1.7,0.4,0.7,0.2
955,2012,0.6,0.4,1.1,0.4,0.2,0.4,0.6,0.1,0.0
711,2012,2.0,1.7,3.8,2.5,1.1,2.2,0.5,0.6,0.0
712,2012,0.6,2.2,2.8,2.9,1.3,3.6,0.4,1.2,0.1
956,2012,0.0,0.3,0.3,0.3,0.0,0.2,0.0,0.1,0.0
714,2012,1.1,2.4,3.5,2.3,0.6,2.3,0.3,0.7,0.2
715,2012,0.4,0.5,0.9,0.7,0.6,0.9,0.7,0.3,0.0
957,2012,1.7,2.6,4.3,2.1,0.6,2.0,0.3,0.5,0.0
717,2012,1.5,2.1,3.6,2.6,0.7,2.9,0.3,0.8,0.5
958,2012,1.4,2.5,3.9,1.3,1.5,2.9,0.5,1.5,0.4
719,2012,0.7,2.4,3.1,1.8,3.8,3.5,1.1,1.3,0.1
720,2012,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
327,2012,2.1,3.9,6.0,3.5,1.1,2.8,0.4,0.5,0.1
959,2012,0.7,1.6,2.4,1.0,0.8,1.2,0.7,1.0,0.0
960,2012,1.0,1.0,2.0,0.5,1.0,1.4,0.7,1.0,0.0
721,2012,0.5,3.5,4.0,1.5,2.0,2.2,0.9,1.0,0.5
331,2012,0.7,3.5,4.2,1.5,0.8,0.7,1.1,0.7,0.2
961,2012,0.4,2.2,2.6,1.0,1.0,1.0,1.0,1.0,0.0
723,2012,0.4,3.2,3.6,1.7,1.6,1.7,0.9,1.0,0.4
962,2012,1.5,3.0,4.4,2.0,0.5,1.0,0.4,0.4,0.4
328,2012,0.8,1.5,2.3,0.9,0.3,0.6,0.5,0.6,0.2
722,2012,0.3,0.6,0.9,0.1,0.4,0.0,0.0,0.1,0.5
339,2012,0.3,1.0,1.3,1.4,1.9,1.9,1.0,0.9,0.1
350,2012,2.4,3.4,5.8,1.6,2.5,2.4,1.1,1.9,0.1
725,2012,1.9,3.8,5.7,1.5,3.4,2.6,1.3,2.7,0.2
343,2012,2.1,5.3,7.5,2.8,1.9,2.0,1.0,0.6,1.1
727,2012,0.5,5.2,5.7,1.5,4.9,2.0,2.4,3.5,0.4
346,2012,2.8,4.5,7.2,1.6,1.3,2.1,0.6,0.5,1.0
963,2012,0.5,2.0,2.5,0.9,1.9,0.8,2.4,0.9,0.0
964,2012,2.2,1.3,3.5,1.3,0.2,1.0,0.2,0.2,0.0
965,2012,1.9,1.8,3.7,1.1,0.4,1.1,0.3,0.2,0.5
347,2012,0.6,1.1,1.6,1.2,0.1,0.7,0.2,0.1,0.2
966,2012,0.0,0.5,0.5,0.8,0.2,0.2,1.0,0.2,0.1
349,2012,0.8,1.4,2.2,1.5,1.1,1.0,1.1,0.1,0.0
967,2012,0.5,0.8,1.3,0.8,0.5,0.8,0.7,0.5,0.3
351,2012,0.9,2.6,3.5,2.8,2.2,2.3,1.0,1.9,0.1
352,2012,1.3,2.9,4.2,2.0,1.8,3.2,0.6,1.9,0.1
732,2012,3.7,5.4,9.2,2.2,0.8,2.5,0.3,1.0,0.4
968,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,2012,1.1,2.7,3.8,1.5,0.9,2.2,0.4,0.8,0.2
970,2012,0.7,3.0,3.7,2.3,0.5,1.3,0.3,0.5,0.0
358,2012,0.5,1.6,2.1,1.6,2.3,1.9,1.2,0.7,0.1
733,2012,1.0,3.7,4.7,2.4,1.3,2.2,0.6,0.5,0.1
734,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
359,2012,0.5,0.8,1.2,0.3,0.8,1.3,0.6,0.5,0.0
971,2012,0.5,0.4,0.9,0.8,0.3,1.5,0.2,1.0,0.0
361,2012,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
735,2012,1.9,2.6,4.5,1.4,0.7,2.4,0.3,0.8,0.2
972,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2012,1.1,3.1,4.3,2.8,0.3,1.4,0.2,0.3,0.7
736,2012,0.5,3.0,3.5,2.3,2.7,2.4,1.1,1.3,0.1
363,2012,0.9,2.9,3.9,2.3,1.8,3.0,0.6,2.0,0.5
364,2012,0.1,1.3,1.3,1.3,0.6,1.0,0.6,0.9,0.2
125,2012,1.1,2.0,3.1,0.9,3.3,2.0,1.6,0.9,0.0
366,2012,0.3,1.1,1.4,0.9,0.5,0.8,0.6,0.2,0.1
738,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2012,0.2,1.1,1.3,0.1,0.2,0.7,0.3,0.6,0.0
974,2012,0.9,2.1,3.1,1.4,0.3,1.5,0.2,1.0,0.7
975,2012,1.8,2.7,4.5,1.7,0.4,1.3,0.3,0.6,0.3
371,2012,1.4,1.6,2.9,0.9,0.3,0.9,0.3,0.4,0.1
740,2012,0.3,2.7,3.0,1.5,2.7,3.7,0.7,1.3,0.2
976,2012,0.9,1.9,2.8,1.2,0.3,1.0,0.3,0.8,0.9
368,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,2012,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.0
978,2012,1.4,4.2,5.6,1.0,1.3,4.3,0.3,1.4,0.3
741,2012,0.4,1.6,2.0,1.3,0.9,3.8,0.2,0.9,0.3
979,2012,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.3,0.0
980,2012,0.8,2.5,3.4,2.0,1.1,6.0,0.2,1.6,0.0
981,2012,1.9,2.5,4.5,1.9,0.3,3.6,0.1,0.6,0.1
982,2012,1.1,6.7,7.8,1.5,0.7,7.3,0.1,2.3,0.5
983,2012,0.8,1.1,1.9,1.7,0.5,2.2,0.2,0.6,0.3
984,2012,0.6,1.3,1.9,0.6,0.6,3.1,0.2,1.1,0.0
745,2012,2.1,3.1,5.3,2.0,0.5,3.7,0.1,1.2,0.5
384,2012,1.3,2.7,4.0,2.2,0.5,2.3,0.2,0.7,0.2
385,2012,0.0,0.2,0.2,0.6,0.8,0.8,1.0,0.4,0.0
747,2012,0.9,2.8,3.6,2.3,0.9,1.0,0.9,0.7,0.5
985,2012,1.9,5.3,7.2,3.0,1.5,3.8,0.4,1.5,0.2
389,2012,0.1,0.7,0.9,0.9,0.6,1.6,0.4,0.4,0.0
986,2012,1.8,4.9,6.7,1.6,5.5,3.1,1.7,2.6,0.0
987,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,2012,2.3,2.7,5.0,3.3,2.4,4.2,0.6,2.3,0.3
988,2012,0.5,0.9,1.4,0.8,1.1,1.5,0.7,0.7,0.1
394,2012,2.4,1.9,4.3,3.3,1.1,2.5,0.4,1.0,0.9
395,2012,1.0,1.5,2.5,2.1,2.3,3.1,0.7,2.0,0.1
396,2012,1.5,0.8,2.3,2.3,0.5,1.8,0.3,0.9,0.1
989,2012,0.2,1.6,1.9,0.5,0.5,0.9,0.6,0.7,0.1
750,2012,0.6,0.2,0.8,0.9,0.1,0.6,0.2,0.2,0.0
751,2012,1.1,2.1,3.1,1.5,0.6,1.4,0.5,0.8,0.0
990,2012,0.0,0.3,0.3,1.0,0.0,0.7,0.0,0.3,0.3
753,2012,0.4,0.7,1.1,0.9,0.8,1.0,0.8,0.2,0.1
991,2012,1.0,1.3,2.3,1.6,1.0,1.4,0.7,1.6,0.1
992,2012,0.2,0.5,0.7,0.8,0.1,0.8,0.1,0.3,0.0
755,2012,0.4,0.3,0.7,0.1,0.3,0.6,0.5,0.1,0.0
404,2012,1.0,2.1,3.1,2.0,4.5,4.1,1.1,3.3,0.2
993,2012,0.4,1.4,1.8,1.5,0.4,0.9,0.4,0.2,0.0
407,2012,1.2,1.0,2.2,1.0,0.3,0.9,0.3,0.6,0.1
412,2012,1.0,1.6,2.6,1.4,1.4,2.0,0.7,0.1,0.1
994,2012,3.0,3.2,6.2,2.6,3.1,3.1,1.0,2.6,0.1
995,2012,0.8,2.6,3.4,1.5,3.4,3.0,1.1,1.1,0.1
996,2012,2.5,4.4,7.0,1.5,1.0,2.4,0.4,0.9,0.5
997,2012,1.7,2.8,4.5,2.1,0.7,1.0,0.7,0.8,0.7
998,2012,0.6,1.1,1.7,1.3,0.1,0.6,0.1,0.3,0.1
413,2012,0.8,2.1,2.9,2.4,2.2,3.2,0.7,1.4,0.1
758,2012,0.3,0.8,1.2,3.0,2.1,2.8,0.8,1.6,0.0
759,2012,0.3,1.2,1.5,1.3,1.2,2.3,0.5,0.8,0.0
999,2012,0.5,1.1,1.6,0.8,0.5,1.5,0.3,0.7,0.1
418,2012,1.6,2.5,4.2,2.5,0.6,3.0,0.2,1.2,0.0
762,2012,0.3,0.2,0.5,0.4,0.4,0.6,0.6,0.4,0.0
761,2012,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0
1000,2012,0.2,0.7,0.8,1.1,1.2,1.7,0.7,1.1,0.1
1001,2012,1.2,1.6,2.8,1.3,0.3,1.2,0.3,0.3,0.0
420,2012,1.7,2.0,3.8,1.6,0.8,4.2,0.2,2.0,0.3
763,2012,2.2,3.8,5.9,3.0,0.9,3.3,0.3,1.2,0.3
422,2012,1.7,2.1,3.8,1.3,0.4,1.8,0.2,1.2,0.2
1002,2012,0.7,2.2,2.9,1.9,2.6,1.9,1.4,1.9,0.3
435,2012,1.7,4.5,6.2,2.1,5.8,4.9,1.2,2.8,0.3
1003,2012,0.2,1.2,1.4,1.0,1.1,0.9,1.2,0.9,0.1
766,2012,0.1,2.5,2.7,0.8,1.7,1.2,1.4,0.5,0.3
765,2012,0.1,0.5,0.7,0.6,0.6,0.6,1.0,0.3,0.0
768,2012,1.4,1.9,3.4,1.9,0.3,0.8,0.3,0.4,0.8
1004,2012,1.8,2.5,4.2,1.6,0.1,0.8,0.2,0.3,0.1
430,2012,1.0,2.0,3.0,1.9,1.0,2.4,0.4,2.4,0.3
431,2012,1.1,2.8,3.9,1.6,0.8,0.9,0.9,0.5,0.3
434,2012,2.1,3.8,5.8,2.4,0.3,1.3,0.3,0.8,0.7
433,2012,2.8,4.9,7.7,2.5,1.8,2.4,0.7,0.5,0.3
769,2012,0.7,1.2,1.9,0.4,0.1,0.5,0.1,0.2,0.0
771,2012,0.1,0.9,0.9,1.1,0.9,0.8,1.1,0.7,0.0
447,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,2012,0.5,0.9,1.4,2.5,1.6,2.5,0.7,0.7,0.1
770,2012,0.5,2.1,2.5,1.5,2.7,1.8,1.5,1.0,0.1
1005,2012,0.8,2.6,3.5,1.2,0.5,1.9,0.2,1.1,0.1
441,2012,0.5,1.2,1.6,0.9,1.1,1.4,0.7,0.3,0.1
1006,2012,0.4,0.7,1.1,0.8,0.1,0.9,0.1,0.3,0.0
1007,2012,0.0,0.5,0.5,0.7,0.4,0.6,0.6,0.0,0.0
772,2012,2.2,5.7,7.9,2.4,4.2,3.9,1.1,2.1,0.6
773,2012,0.6,0.9,1.5,2.5,0.6,1.6,0.4,0.4,0.0
1008,2012,1.8,2.8,4.6,1.1,0.6,1.4,0.4,1.4,0.0
1009,2012,3.9,6.7,10.5,1.4,1.1,3.1,0.3,1.0,1.3
1010,2012,0.5,0.9,1.4,1.1,0.3,0.7,0.5,0.3,0.0
1011,2012,0.1,0.3,0.4,0.7,0.1,0.1,0.5,0.1,0.1
450,2012,0.8,3.8,4.6,1.4,1.5,3.2,0.5,1.2,0.1
1012,2012,0.0,0.3,0.3,0.4,1.0,1.3,0.8,0.4,0.1
776,2012,1.3,3.7,5.0,3.1,5.6,4.6,1.2,2.2,0.3
454,2012,0.4,2.3,2.7,1.3,1.7,3.6,0.5,1.9,0.1
1013,2012,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0
456,2012,1.6,2.5,4.1,1.9,1.3,1.8,0.7,0.6,0.2
1014,2012,1.7,2.0,3.7,1.8,1.6,2.6,0.6,1.6,0.1
458,2012,1.4,3.6,5.0,2.9,1.4,2.1,0.7,1.2,1.2
459,2012,3.2,5.8,8.9,3.2,0.7,2.1,0.4,0.8,0.7
460,2012,1.1,2.9,4.0,2.4,0.8,1.3,0.6,0.8,0.0
461,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
463,2012,2.2,2.2,4.4,2.3,1.9,2.2,0.8,1.6,0.1
1015,2012,0.1,0.1,0.2,0.3,0.2,0.4,0.5,0.1,0.0
410,2012,0.8,1.6,2.3,2.2,1.2,1.2,1.0,0.6,0.0
466,2012,0.5,2.7,3.2,2.3,2.8,2.2,1.3,3.2,0.1
1016,2012,0.1,0.1,0.3,0.0,0.0,0.3,0.0,0.4,0.0
778,2012,1.3,0.9,2.3,2.1,0.4,0.9,0.4,0.6,0.1
1017,2012,0.4,0.4,0.8,0.6,0.4,0.5,0.7,0.2,0.0
779,2012,0.5,0.3,0.8,0.3,0.0,1.0,0.0,0.0,0.2
472,2012,2.6,3.2,5.8,2.9,1.3,2.2,0.6,1.6,0.6
1018,2012,0.7,0.3,1.0,0.9,0.1,0.1,1.0,0.4,0.0
1019,2012,1.8,2.9,4.7,1.2,1.2,1.9,0.6,0.9,0.1
475,2012,1.9,3.5,5.4,2.7,0.8,1.1,0.8,1.1,0.2
1020,2012,0.2,1.7,1.9,1.4,2.3,2.6,0.9,0.8,0.2
509,2012,0.6,2.2,2.8,1.4,2.6,2.7,0.9,1.1,0.1
1021,2012,0.1,1.4,1.5,0.6,1.6,1.2,1.3,0.6,0.1
489,2012,1.1,1.8,2.9,1.4,0.3,1.1,0.3,0.4,0.4
1022,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,2012,1.9,4.9,6.9,2.3,4.6,3.4,1.4,2.1,0.4
1024,2012,0.4,1.0,1.4,0.5,0.6,0.6,1.0,0.1,0.0
784,2012,0.0,0.0,0.0,0.3,0.0,0.8,0.0,0.5,0.0
1025,2012,0.7,1.5,2.2,0.9,0.5,0.9,0.5,0.5,0.3
483,2012,0.8,0.9,1.7,0.8,1.0,1.1,0.9,1.1,0.1
785,2012,0.1,0.4,0.5,0.8,2.8,1.3,2.2,2.1,0.1
485,2012,3.0,4.0,7.0,2.7,1.3,1.9,0.7,0.7,1.5
1026,2012,2.3,3.5,5.8,2.1,1.9,2.5,0.8,2.3,0.8
488,2012,1.8,3.0,4.8,2.4,0.5,1.2,0.4,0.9,1.1
1027,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,2012,0.7,2.4,3.1,2.5,0.6,3.3,0.2,1.2,0.1
1029,2012,0.6,1.1,1.7,2.2,0.0,1.1,0.0,0.6,0.2
1030,2012,0.7,2.1,2.8,1.9,2.9,5.4,0.5,1.1,0.0
1031,2012,0.5,0.9,1.4,0.4,0.3,0.8,0.4,0.4,0.1
1032,2012,2.1,2.7,4.8,3.3,0.6,2.4,0.2,0.4,0.2
1033,2012,1.2,3.2,4.5,2.6,1.5,3.2,0.5,2.5,0.1
1034,2012,1.1,3.9,4.9,2.7,1.8,3.2,0.6,2.0,0.1
1035,2012,0.1,1.1,1.3,0.3,0.1,0.5,0.1,0.0,0.0
1036,2012,0.8,0.9,1.7,0.4,0.5,1.3,0.4,0.3,0.0
1037,2012,0.2,0.3,0.5,0.8,0.1,0.8,0.1,0.1,0.0
1038,2012,0.6,0.8,1.4,1.3,0.3,1.2,0.3,0.2,0.2
1039,2012,1.0,1.2,2.2,2.1,1.2,2.6,0.5,1.6,0.1
749,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,2012,0.1,0.4,0.6,1.1,0.9,0.6,1.5,1.0,0.0
1043,2012,0.1,0.5,0.6,0.9,0.3,0.4,0.8,0.0,0.0
499,2012,0.9,2.2,3.2,3.1,3.4,3.1,1.1,1.9,0.1
490,2012,1.1,2.4,3.4,1.4,1.4,1.4,1.0,1.9,0.0
786,2012,3.7,6.2,9.8,2.8,0.6,2.2,0.3,1.1,0.4
1044,2012,0.0,0.4,0.4,0.2,0.0,0.2,0.0,0.4,0.0
1045,2012,1.4,3.2,4.6,2.9,0.7,1.8,0.4,1.0,0.2
787,2012,0.5,2.7,3.2,1.8,3.7,2.9,1.3,2.2,0.1
500,2012,2.8,3.1,5.9,2.6,1.4,2.7,0.5,2.1,0.1
788,2012,0.5,1.6,2.1,0.9,0.6,1.5,0.4,1.2,0.0
495,2012,0.3,0.6,0.9,1.0,1.1,0.7,1.5,1.0,0.0
1046,2012,0.7,0.8,1.4,2.2,0.3,0.6,0.5,0.1,0.0
