player_id,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G
523,winnipeg,2010,F,11,18.0,2.0,5.9
524,winnipeg,2010,F,12,16.0,0.0,7.6
525,winnipeg,2010,S,13,20.0,0.0,8.4
526,winnipeg,2010,J,14,20.0,17.0,29.6
527,acadia,2011,,04,2.0,0.0,3.0
0,acadia,2011,,05,16.0,0.0,5.7
3,acadia,2011,,07,20.0,2.0,24.1
528,acadia,2011,,08,11.0,0.0,2.1
529,acadia,2011,,09,20.0,17.0,28.9
530,acadia,2011,,10,16.0,13.0,29.1
6,acadia,2011,,11,18.0,16.0,23.8
7,acadia,2011,,12,19.0,16.0,31.8
531,acadia,2011,,13,20.0,5.0,19.0
9,acadia,2011,,14,18.0,16.0,31.7
10,acadia,2011,,15,13.0,0.0,8.2
532,acadia,2011,,21,15.0,0.0,6.1
533,acadia,2011,,22,0.0,0.0,0.0
11,acadia,2011,,25,16.0,0.0,6.6
534,capebreton,2011,,04,14.0,0.0,5.9
535,capebreton,2011,,05,20.0,6.0,23.9
16,capebreton,2011,,06,12.0,12.0,29.3
17,capebreton,2011,,07,20.0,18.0,27.9
18,capebreton,2011,,08,20.0,19.0,30.7
536,capebreton,2011,,09,20.0,14.0,22.6
20,capebreton,2011,,10,19.0,1.0,14.9
21,capebreton,2011,,11,17.0,2.0,14.3
537,capebreton,2011,,12,2.0,0.0,0.0
23,capebreton,2011,,13,13.0,3.0,7.2
538,capebreton,2011,,15,9.0,0.0,3.8
539,capebreton,2011,,32,20.0,9.0,17.1
