Num,Name,Yr,Pos,GP,GS,Min,Pct,3Pct,FTPct,Pts,FGM,FGA,3FGM,3FGA,FTM,FTA,OReb,DReb,Reb,Ast,TO,Stl,Blk,Team,Season
06,Kaitlin Rempel,Sr,F,20,3,451,39.1,0.0,76.7,113,45,115,0,2,23,30,55,50,105,29,45,23,12,winnipeg,2010
07,Jessica Stromberg,Sr,F,19,19,576,37.0,31.6,68.6,150,54,146,18,57,24,35,42,99,141,41,42,20,7,winnipeg,2010
08,Mackenzie Prasek,Jr,G,20,6,494,39.3,34.6,85.2,142,46,117,27,78,23,27,18,32,50,28,32,28,1,winnipeg,2010
09,Randie Gibson,Sr,G,18,18,407,26.0,27.5,80.6,120,33,127,25,91,29,36,9,21,30,25,45,12,0,winnipeg,2010
11,Alyssa Grant,Fr,F,18,2,107,21.2,0.0,50.0,18,7,33,0,9,4,8,4,13,17,2,14,3,0,winnipeg,2010
12,Danielle Baril,Fr,G,16,-,122,26.5,28.6,60.0,26,9,34,2,7,6,10,8,9,17,6,14,8,2,winnipeg,2010
13,Sarah Reilly,Sr,P,20,-,168,30.4,0.0,63.6,35,14,46,0,2,7,11,12,21,33,11,10,2,7,winnipeg,2010
14,Amy Ogidan,Jr,G,20,17,592,31.5,28.4,65.3,263,88,279,25,88,62,95,46,93,139,48,61,28,13,winnipeg,2010
05,Tiffany James,,,16,-,91,27.3,0.0,33.3,8,3,11,0,3,2,6,3,6,9,3,12,1,0,acadia,2011
07,Stefanie Chapman,,,20,2,481,33.5,18.8,75.6,164,59,176,12,64,34,45,16,47,63,36,44,29,2,acadia,2011
09,Kristy Moore,,,20,17,579,35.7,21.9,66.7,263,89,249,21,96,64,96,35,67,102,28,51,34,3,acadia,2011
10,Ariel Smith,,,16,13,465,34.7,33.3,81.3,153,51,147,25,75,26,32,31,68,99,34,29,8,5,acadia,2011
11,Abbey Duinker,,,18,16,428,36.9,26.3,78.3,216,76,206,10,38,54,69,28,90,118,20,44,16,24,acadia,2011
12,Emma Duinker,,,19,16,604,42.0,40.6,77.0,358,134,319,43,106,47,61,46,94,140,42,50,28,10,acadia,2011
13,Rachel Savage,,,20,5,380,42.5,29.2,75.0,81,31,73,7,24,12,16,21,26,47,27,24,5,0,acadia,2011
14,Lindsay Harris,,,18,16,570,41.0,37.5,74.1,129,50,122,9,24,20,27,37,38,75,47,46,23,3,acadia,2011
15,Jasmine Parent,,,13,-,107,43.5,-,60.0,26,10,23,0,0,6,10,4,15,19,5,6,2,0,acadia,2011
21,Kathleen McIver,,,15,-,92,25.0,0.0,33.3,10,4,16,0,10,2,6,5,13,18,4,4,1,1,acadia,2011
25,Erika Berry,,,16,-,106,33.3,-,58.3,15,4,12,0,0,7,12,9,12,21,1,9,0,0,acadia,2011
04,Kira Pederson,1,G,14,-,82,30.4,14.3,75.0,21,7,23,1,7,6,8,3,5,8,6,4,3,1,capebreton,2011
05,Tanira McClurkin,2,G,20,6,478,36.5,30.2,68.8,154,58,159,16,53,22,32,17,52,69,61,46,31,1,capebreton,2011
06,Kari Everett,5,F,12,12,352,58.6,100.0,78.4,211,85,145,1,1,40,51,30,43,73,19,29,4,5,capebreton,2011
07,Nicole Works,4,G,20,18,559,42.4,20.7,76.2,176,53,125,6,29,64,84,9,38,47,85,39,16,2,capebreton,2011
08,Jahlica Kirnon,4,G,20,19,614,42.1,37.8,71.0,306,114,271,34,90,44,62,30,80,110,59,40,55,7,capebreton,2011
09,Kayla McCarron,1,F,20,14,452,30.6,26.1,80.0,128,48,157,12,46,20,25,20,43,63,22,37,16,5,capebreton,2011
10,Katie McGarrigle,2,F,19,1,283,34.0,26.9,75.0,55,18,53,7,26,12,16,6,17,23,21,18,11,1,capebreton,2011
11,Luciann Lahey,4,G,17,2,243,35.7,7.7,89.7,77,25,70,1,13,26,29,13,17,30,10,17,3,2,capebreton,2011
13,Justine Macneil,2,F,13,3,93,20.0,0.0,100.0,9,3,15,0,1,3,3,6,14,20,2,8,2,0,capebreton,2011
32,Denisha Haywood,2,F,20,9,343,50.3,-,46.7,187,83,165,0,0,21,45,86,130,216,5,52,14,37,capebreton,2011
34,Stephanie Toxopeus,4,F,20,9,401,51.3,-,53.3,158,59,115,0,0,40,75,51,52,103,12,25,10,19,capebreton,2011
3,Lauren Bosnjak,,,12,-,44,14.3,0.0,100.0,4,1,7,0,1,2,2,1,0,1,1,3,1,0,dalhousie,2011
4,Anna Vonmaltzahn,,,20,20,563,38.1,0.0,62.9,216,80,210,0,1,56,89,51,83,134,26,34,43,10,dalhousie,2011
5,Courtney Thompson,,,20,20,667,46.5,0.0,74.4,249,94,202,0,3,61,82,25,75,100,71,77,27,3,dalhousie,2011
7,Tia Gerwatoski,,,20,14,476,41.1,0.0,76.9,188,79,192,0,1,30,39,48,74,122,14,32,6,2,dalhousie,2011
8,Christine Ryan,,,16,4,187,43.2,57.1,63.6,53,19,44,8,14,7,11,4,17,21,15,23,7,0,dalhousie,2011
10,Brooke Sullivan,,,20,20,654,38.7,31.8,72.1,206,74,191,14,44,44,61,60,77,137,28,33,19,3,dalhousie,2011
11,Patricia McNeil,,,20,20,595,32.7,29.9,66.2,210,71,217,23,77,45,68,23,65,88,54,64,18,12,dalhousie,2011
12,Brittany Sullivan,,,19,2,296,28.9,25.0,80.0,33,11,38,7,28,4,5,6,30,36,18,21,8,0,dalhousie,2011
13,Carla Norrad,,,14,-,49,0.0,0.0,-,0,0,9,0,2,0,0,2,2,4,0,5,0,0,dalhousie,2011
24,Stephanie Hiltz,,,19,-,347,36.2,34.4,72.1,147,47,130,22,64,31,43,4,47,51,28,58,13,1,dalhousie,2011
04,Kelia Pond,1,F,20,-,285,43.3,10.0,83.3,79,29,67,1,10,20,24,12,26,38,18,23,5,3,memorial,2011
08,Jennifer Parsons,2,P,18,3,320,49.3,100.0,67.4,104,37,75,1,1,29,43,22,40,62,18,33,1,31,memorial,2011
11,Brittany Dalton,4,G,19,18,510,35.8,30.2,80.3,196,67,187,13,43,49,61,32,92,124,59,94,32,17,memorial,2011
13,Robyn O'Rielly,4,W,16,-,348,41.2,43.5,75.0,109,35,85,27,62,12,16,5,21,26,29,28,8,2,memorial,2011
15,Alexandria Forsey,3,P,20,16,441,51.3,-,66.7,284,118,230,0,0,48,72,62,101,163,37,55,9,27,memorial,2011
21,Kim Devison,3,G,20,18,442,37.7,38.9,72.5,136,43,114,21,54,29,40,4,26,30,33,43,20,3,memorial,2011
