NAME,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G
Brittany Bodnar,saskatchewan,2010,F,08,8.0,0.0,6.1
Marci Kiselyk,saskatchewan,2010,S,09,20.0,19.0,20.9
Alicia Wilson,saskatchewan,2010,S,10,20.0,1.0,16.1
Lindsay Copeland,saskatchewan,2010,J,11,18.0,6.0,12.7
Lauren Whyte,saskatchewan,2010,S,12,19.0,0.0,8.3
Erica Gavel,saskatchewan,2010,F,13,17.0,1.0,6.5
Jana Spindler,saskatchewan,2010,S,15,20.0,13.0,19.9
Kali Ellis,thompsonrivers,2010,S,02,18.0,13.0,21.6
Kaitlyn Widsten,thompsonrivers,2010,J,04,18.0,18.0,30.6
Alex Allen,thompsonrivers,2010,S,05,16.0,0.0,6.4
Jessica Mulock,thompsonrivers,2010,J,06,0.0,0.0,0.0
Kayla Forsyth,thompsonrivers,2010,J,07,17.0,0.0,9.5
Jen Ju,thompsonrivers,2010,S,08,18.0,18.0,31.4
Beth McNeill,thompsonrivers,2010,S,09,4.0,0.0,8.3
Tracy Kocs,thompsonrivers,2010,S,10,18.0,18.0,27.1
Lindsay Dekoff,thompsonrivers,2010,S,11,18.0,2.0,14.7
Kailey Colonna,thompsonrivers,2010,J,12,16.0,3.0,16.7
Diane Schuetze,thompsonrivers,2010,S,13,18.0,18.0,25.8
Michelle Dimond,thompsonrivers,2010,J,14,18.0,0.0,13.6
Karalyn Forsyth,thompsonrivers,2010,F,15,10.0,0.0,6.5
Joanna Balin,trinitywestern,2010,,01,4.0,0.0,5.0
Emily Knauff,trinitywestern,2010,,02,17.0,17.0,31.8
Crystal Ballentyne,trinitywestern,2010,,03,0.0,0.0,0.0
Jessica Carmichael,trinitywestern,2010,,04,6.0,0.0,4.2
Stephanie Carkner,trinitywestern,2010,,05,15.0,15.0,30.4
Amanda Knauff,trinitywestern,2010,,06,18.0,18.0,25.2
Rae-Maryse Laljee,trinitywestern,2010,,07,11.0,3.0,8.6
Jordan Verhoeff,trinitywestern,2010,,08,15.0,6.0,12.8
Lauren Doubroff,trinitywestern,2010,,09,18.0,16.0,30.9
Lindsey Gustafson,trinitywestern,2010,,10,0.0,0.0,0.0
Holly Strom,trinitywestern,2010,,11,17.0,2.0,12.5
Karla Josefson,trinitywestern,2010,,12,12.0,0.0,5.5
Corina Reimer,trinitywestern,2010,,13,17.0,3.0,14.4
Tiffany Olsen,trinitywestern,2010,,14,18.0,9.0,23.7
Keely Goertzen,trinitywestern,2010,,15,18.0,1.0,16.0
Emily Knauff,trinitywestern,2010,,20,0.0,0.0,0.0
Joanna Balin,trinitywestern,2010,,21,1.0,0.0,4.0
Crystal Ballentyne,trinitywestern,2010,,23,0.0,0.0,0.0
Chloee St. amour,ubc,2010,,04,17.0,0.0,10.6
Arianne Duchesne,ubc,2010,,05,16.0,2.0,14.7
Cathy Berar,ubc,2010,,06,0.0,0.0,0.0
Candace Morisset,ubc,2010,,07,18.0,15.0,28.1
Lia St. pierre,ubc,2010,,08,18.0,16.0,27.5
Devan Lisson,ubc,2010,,09,18.0,17.0,31.1
Erika Vieweg,ubc,2010,,10,4.0,0.0,3.8
Montanna Dunmore,ubc,2010,,11,18.0,1.0,14.9
Zara Huntley,ubc,2010,,12,18.0,17.0,24.4
Alex Vieweg,ubc,2010,,13,18.0,17.0,26.3
Virginia Watson,ubc,2010,,14,13.0,0.0,6.3
Leigh Stansfield,ubc,2010,,15,18.0,0.0,16.8
Victoria Spangehl,ubc,2010,,21,11.0,0.0,6.0
Courtney Bartel,ufv,2010,F,04,18.0,11.0,24.7
Jane Meadwell,ufv,2010,S,05,18.0,18.0,32.9
Olivia Vardabasso,ufv,2010,F,06,5.0,0.0,9.0
Naomi Dueck,ufv,2010,S,07,3.0,0.0,12.7
Tessa Hart,ufv,2010,F,10,17.0,5.0,21.8
Alexa McCarthy,ufv,2010,S,13,0.0,0.0,0.0
Lauren Rieu,ufv,2010,S,14,18.0,3.0,20.8
Ashley Smith,ufv,2010,F,15,16.0,2.0,14.4
Alyssa Gaukel,ufv,2010,J,22,18.0,16.0,24.3
Aieisha Luyken,ufv,2010,F,23,18.0,15.0,29.4
Nicole Wierks,ufv,2010,F,24,17.0,13.0,22.2
Sam Kurath,ufv,2010,F,25,14.0,7.0,12.0
Michelle Lee,victoria,2010,,04,17.0,0.0,14.5
Carmen Lapthorne,victoria,2010,,05,18.0,18.0,32.5
Debbie Yeboah,victoria,2010,,06,18.0,18.0,29.9
Ashley Yee,victoria,2010,,07,0.0,0.0,0.0
Allison Mulock,victoria,2010,,09,10.0,0.0,3.8
Jane Anholt,victoria,2010,,11,18.0,3.0,13.1
Natalie Janssens,victoria,2010,,12,18.0,4.0,12.8
Kristen Hughes,victoria,2010,,13,18.0,11.0,26.4
Kayla Dykstra,victoria,2010,,14,18.0,18.0,32.4
Vanessa Forstbauer,victoria,2010,,15,18.0,18.0,29.4
Sarah Semeniuk,victoria,2010,,20,10.0,0.0,4.4
Elyse Matthews,victoria,2010,,21,12.0,0.0,11.1
Adele Baril,winnipeg,2010,F,01,4.0,0.0,9.8
Alex Maciver,winnipeg,2010,S,03,20.0,20.0,25.2
Caitlin Gooch,winnipeg,2010,S,04,15.0,15.0,33.3
Keiko Kobayakawa,winnipeg,2010,J,05,5.0,0.0,7.4
Kaitlin Rempel,winnipeg,2010,S,06,20.0,3.0,22.6
Jessica Stromberg,winnipeg,2010,S,07,19.0,19.0,30.3
Mackenzie Prasek,winnipeg,2010,J,08,20.0,6.0,24.7
Randie Gibson,winnipeg,2010,S,09,18.0,18.0,22.6
Kaitlin Frison,winnipeg,2010,J,10,11.0,0.0,4.8
Alyssa Grant,winnipeg,2010,F,11,18.0,2.0,5.9
Danielle Baril,winnipeg,2010,F,12,16.0,0.0,7.6
Sarah Reilly,winnipeg,2010,S,13,20.0,0.0,8.4
Amy Ogidan,winnipeg,2010,J,14,20.0,17.0,29.6
Lydia Van vilster,acadia,2011,,04,2.0,0.0,3.0
Tiffany James,acadia,2011,,05,16.0,0.0,5.7
Stefanie Chapman,acadia,2011,,07,20.0,2.0,24.1
Jessica Boutilier,acadia,2011,,08,11.0,0.0,2.1
Kristy Moore,acadia,2011,,09,20.0,17.0,28.9
Ariel Smith,acadia,2011,,10,16.0,13.0,29.1
Abbey Duinker,acadia,2011,,11,18.0,16.0,23.8
Emma Duinker,acadia,2011,,12,19.0,16.0,31.8
Rachel Savage,acadia,2011,,13,20.0,5.0,19.0
Lindsay Harris,acadia,2011,,14,18.0,16.0,31.7
Jasmine Parent,acadia,2011,,15,13.0,0.0,8.2
Kathleen McIver,acadia,2011,,21,15.0,0.0,6.1
Charlotte Larry,acadia,2011,,22,0.0,0.0,0.0
Erika Berry,acadia,2011,,25,16.0,0.0,6.6
Kira Pederson,capebreton,2011,,04,14.0,0.0,5.9
Tanira McClurkin,capebreton,2011,,05,20.0,6.0,23.9
Kari Everett,capebreton,2011,,06,12.0,12.0,29.3
Nicole Works,capebreton,2011,,07,20.0,18.0,27.9
Jahlica Kirnon,capebreton,2011,,08,20.0,19.0,30.7
Kayla McCarron,capebreton,2011,,09,20.0,14.0,22.6
Katie McGarrigle,capebreton,2011,,10,19.0,1.0,14.9
Luciann Lahey,capebreton,2011,,11,17.0,2.0,14.3
Che Kara beals,capebreton,2011,,12,2.0,0.0,0.0
Justine Macneil,capebreton,2011,,13,13.0,3.0,7.2
Melissa Sherwood,capebreton,2011,,15,9.0,0.0,3.8
Denisha Haywood,capebreton,2011,,32,20.0,9.0,17.1
Stephanie Toxopeus,capebreton,2011,,34,20.0,9.0,20.1
Lauren Bosnjak,dalhousie,2011,,3,12.0,0.0,3.7
Anna Vonmaltzahn,dalhousie,2011,,4,20.0,20.0,28.1
Courtney Thompson,dalhousie,2011,,5,20.0,20.0,33.4
Tia Gerwatoski,dalhousie,2011,,7,20.0,14.0,23.8
Christine Ryan,dalhousie,2011,,8,16.0,4.0,11.7
Brooke Sullivan,dalhousie,2011,,10,20.0,20.0,32.7
Patricia McNeil,dalhousie,2011,,11,20.0,20.0,29.8
Brittany Sullivan,dalhousie,2011,,12,19.0,2.0,15.6
Carla Norrad,dalhousie,2011,,13,14.0,0.0,3.5
Rachel Mays,dalhousie,2011,,14,6.0,0.0,1.3
Stephanie Hiltz,dalhousie,2011,,24,19.0,0.0,18.3
Kelia Pond,memorial,2011,,04,20.0,0.0,14.3
Tiffany Tozer-Mac,memorial,2011,,06,7.0,0.0,2.7
Jennifer Parsons,memorial,2011,,08,18.0,3.0,17.8
Cassidy Brothers,memorial,2011,,10,7.0,0.0,1.7
Brittany Dalton,memorial,2011,,11,19.0,18.0,26.8
Robyn O'Rielly,memorial,2011,,13,16.0,0.0,21.8
Alexandria Forsey,memorial,2011,,15,20.0,16.0,22.1
Kim Devison,memorial,2011,,21,20.0,18.0,22.1
Emily Jameson,memorial,2011,,23,20.0,19.0,25.2
Amanda Martret,memorial,2011,,24,12.0,0.0,5.8
Grace Fishbein,memorial,2011,,31,20.0,19.0,29.6
Samantha Kavanagh,memorial,2011,,32,20.0,2.0,22.6
Shannon Chapman,saintmarys,2011,,04,19.0,1.0,14.8
Justine Colley,saintmarys,2011,,05,20.0,14.0,35.6
Julie Hatcher,saintmarys,2011,,06,1.0,0.0,0.0
Amanda Smith,saintmarys,2011,,07,18.0,1.0,15.4
Angela Fifield,saintmarys,2011,,08,2.0,0.0,3.0
Robbi Daley,saintmarys,2011,,09,20.0,14.0,31.2
Jorunn Matthiessen,saintmarys,2011,,10,13.0,0.0,6.2
Stephanie Clarke,saintmarys,2011,,11,11.0,0.0,4.2
Susanne Canvin,saintmarys,2011,,12,20.0,13.0,31.9
Hayley Fox,saintmarys,2011,,13,18.0,1.0,8.9
Rebecca Nuttall,saintmarys,2011,,14,20.0,14.0,32.3
Maegan Seaward,saintmarys,2011,,15,20.0,12.0,22.1
Kiley DeLong,stfx,2011,,04,16.0,0.0,6.9
Camesha McKenzie,stfx,2011,,06,20.0,19.0,28.4
Rebecca Sheehan,stfx,2011,,07,20.0,7.0,22.4
Jocelyn Moore,stfx,2011,,08,20.0,0.0,16.8
Victoria Anderson,stfx,2011,,09,20.0,19.0,28.6
Sheryl Chisholm,stfx,2011,,10,19.0,12.0,27.5
Kirsten Jones,stfx,2011,,11,20.0,12.0,18.9
Spencer Lockhart,stfx,2011,,12,20.0,0.0,11.9
Katrina Kolarova,stfx,2011,,13,0.0,0.0,0.0
Alison Macpherson,stfx,2011,,14,1.0,0.0,0.0
Donisha Young,stfx,2011,,21,19.0,7.0,16.5
Anna Dahl,stfx,2011,,22,8.0,0.0,2.3
Ashley Stephen,stfx,2011,,23,20.0,19.0,26.9
Megan Corby,unb,2011,,04,18.0,15.0,24.8
Samantha Kaminsky,unb,2011,,05,20.0,0.0,11.2
Leah Corby,unb,2011,,06,20.0,17.0,27.9
Virginia Peters,unb,2011,,07,10.0,0.0,6.4
Danielle Scime,unb,2011,,08,17.0,0.0,5.6
Emma Russell,unb,2011,,09,18.0,15.0,20.2
Laura Fowler,unb,2011,,10,20.0,2.0,20.8
Jordanne Holstein,unb,2011,,11,20.0,0.0,14.3
Amanda Sharpe,unb,2011,,12,20.0,17.0,28.9
Tamara Tompkins,unb,2011,,13,9.0,0.0,4.3
Melissa Foster,unb,2011,,14,20.0,2.0,19.1
Claire Colborne,unb,2011,,15,20.0,17.0,27.8
Kelcy McNally,upei,2011,,03,3.0,0.0,3.3
Julia McKenna,upei,2011,,04,20.0,2.0,17.1
Marie Christine pare,upei,2011,,05,10.0,0.0,2.6
Katelyn Powers,upei,2011,,06,1.0,0.0,0.0
Carly Lafave,upei,2011,,07,20.0,7.0,19.6
Laura Marcolin,upei,2011,,08,8.0,0.0,1.8
Katie Moore,upei,2011,,09,20.0,19.0,21.9
Amy Gough,upei,2011,,10,20.0,18.0,24.3
Nakita Newman,upei,2011,,11,20.0,11.0,23.6
Nadine Chomyc,upei,2011,,12,20.0,1.0,13.2
Emily Maceachern,upei,2011,,13,20.0,0.0,17.1
Danielle Macdonald,upei,2011,,14,20.0,18.0,26.2
Jenna Jones,upei,2011,,15,20.0,19.0,31.3
C. Belanger-Paquet,bishops,2011,,04,15.0,2.0,17.6
Katy Germain,bishops,2011,,05,15.0,14.0,22.9
Clare Murphy,bishops,2011,,06,15.0,0.0,9.0
Janelle Haddad,bishops,2011,,07,6.0,5.0,13.2
G. Chamberland,bishops,2011,,08,16.0,13.0,18.6
Jennifer McDade,bishops,2011,,09,1.0,0.0,0.0
Jessy Roy,bishops,2011,,10,15.0,15.0,32.2
Bethan Chalke,bishops,2011,,11,0.0,0.0,0.0
Riley Shkimba,bishops,2011,,12,14.0,0.0,6.9
Elizabeth Coolen,bishops,2011,,13,8.0,0.0,7.3
Annick S charles,bishops,2011,,14,16.0,5.0,18.5
Danna Janvier,bishops,2011,,15,16.0,8.0,12.0
M Ouellet-Godcharles,bishops,2011,,21,16.0,15.0,27.8
G Cote-Caouette,bishops,2011,,23,15.0,0.0,14.2
Bailey Trafford,bishops,2011,,24,14.0,3.0,22.6
Kaylah Barrett,concordia,2011,,04,16.0,10.0,28.3
Magalie Beaulieu,concordia,2011,,05,16.0,10.0,31.4
Jesseca Eng,concordia,2011,,06,7.0,0.0,2.3
Anne-Marie Prophete,concordia,2011,,08,16.0,10.0,23.6
Chantelle Robertson,concordia,2011,,09,4.0,0.0,0.0
Yasmin Jean-Phillipe,concordia,2011,,10,16.0,10.0,31.8
Andrea Cavaleri,concordia,2011,,11,1.0,0.0,0.0
Andreanne G-Boudreau,concordia,2011,,12,15.0,1.0,14.7
Kendra Carrie,concordia,2011,,13,15.0,9.0,35.7
Alex Boudreau,concordia,2011,,14,16.0,0.0,13.6
Tina Mpondani,concordia,2011,,15,16.0,0.0,13.4
Nekeita Lee,concordia,2011,,20,14.0,0.0,14.6
Shanice Yarde,concordia,2011,,98,1.0,0.0,2.0
Concordia Team,concordia,2011,,99,0.0,0.0,0.0
Marjorie Ferland,laval,2011,,04,16.0,11.0,22.4
Catherine A-Cote,laval,2011,,05,15.0,0.0,9.3
Elyse Jobin,laval,2011,,06,16.0,14.0,33.6
Kathryn Bariault,laval,2011,,07,0.0,0.0,0.0
Marie-L. F.-Laberge,laval,2011,,08,10.0,0.0,3.1
Marie-Mich. Genois,laval,2011,,09,16.0,14.0,32.3
Sandrine Ducruc,laval,2011,,10,15.0,0.0,14.9
Melodie Laniel dion,laval,2011,,12,16.0,14.0,26.4
Catherine Groleau,laval,2011,,13,14.0,3.0,20.1
Catherine C.-Belzile,laval,2011,,14,5.0,0.0,2.8
Marie-Pascale Nadeau,laval,2011,,15,16.0,14.0,22.4
Eve-Sophie Lefebvre,laval,2011,,21,14.0,0.0,7.2
Julie Chapados,laval,2011,,22,16.0,0.0,14.7
Maude Dagenais,mcgill,2011,,04,8.0,1.0,1.4
Natalie Larocque,mcgill,2011,,05,16.0,14.0,32.6
Anneth Him-Lazarenko,mcgill,2011,,06,16.0,14.0,28.3
Caroline Binette,mcgill,2011,,07,9.0,0.0,4.2
Francoise Charest,mcgill,2011,,08,14.0,12.0,33.6
Frances Grout-Brown,mcgill,2011,,09,16.0,2.0,20.4
Roya Assadi,mcgill,2011,,11,16.0,0.0,20.5
Alexandra Hendren,mcgill,2011,,12,0.0,0.0,0.0
Marie-Eve Martin,mcgill,2011,,14,16.0,14.0,32.8
Abena Addo,mcgill,2011,,20,9.0,0.0,2.8
Helene Bibeau,mcgill,2011,,21,16.0,14.0,21.1
Valerie L'Ecuyer,mcgill,2011,,22,16.0,0.0,13.1
Brianne Coglon,mcgill,2011,,24,13.0,0.0,4.6
McGill Team,mcgill,2011,,99,0.0,0.0,0.0
Karine Ducharme,uqam,2011,,04,9.0,0.0,3.3
Michelle A-Bellemare,uqam,2011,,05,16.0,12.0,29.6
Stephanie Michaud,uqam,2011,,06,0.0,0.0,0.0
Valerie Gauvin,uqam,2011,,07,16.0,0.0,11.8
Therese Massock,uqam,2011,,08,3.0,0.0,5.3
Selwa Maatoug,uqam,2011,,09,16.0,1.0,10.1
Maida Beaulieu,uqam,2011,,10,12.0,0.0,6.1
Karine Boudrias,uqam,2011,,11,16.0,14.0,27.4
Camille Michaud,uqam,2011,,12,12.0,0.0,5.1
Catherine Bougie,uqam,2011,,13,12.0,0.0,14.0
Marjolaine G-Theoret,uqam,2011,,15,16.0,14.0,28.2
Emie Simard,uqam,2011,,21,16.0,1.0,21.4
Jessica Bibeau-Cote,uqam,2011,,22,16.0,14.0,32.7
Irline Noel,uqam,2011,,24,16.0,14.0,23.3
Brittany Vandyken,brock,2011,,03,8.0,0.0,5.9
Andrea Polischuk,brock,2011,,04,20.0,0.0,14.9
Hayley Neal,brock,2011,,06,22.0,3.0,14.5
Hillary Woodside,brock,2011,,07,12.0,11.0,25.0
Kayla Skjerdal,brock,2011,,08,17.0,0.0,5.4
Tara Giallonardo,brock,2011,,09,22.0,0.0,19.5
Annie McNeely,brock,2011,,10,11.0,0.0,3.9
Samantha DeJong,brock,2011,,11,14.0,7.0,19.9
Devyn Cuncic,brock,2011,,12,22.0,21.0,29.4
Emily McKay,brock,2011,,13,22.0,21.0,27.9
Jessica Ramkeesoon,brock,2011,,15,8.0,0.0,3.6
Whitney Gorges,brock,2011,,22,22.0,21.0,31.2
Jessica Del signore,brock,2011,,23,22.0,21.0,27.0
Alyson Bush,carleton,2011,,05,20.0,19.0,29.8
K Van-Slingerland,carleton,2011,,06,21.0,5.0,17.9
Courtney Smith,carleton,2011,,07,14.0,13.0,22.6
Bailey Lomas,carleton,2011,,08,21.0,19.0,20.6
Jessica Resch,carleton,2011,,09,21.0,2.0,22.2
Kendall Macleod,carleton,2011,,10,22.0,21.0,23.5
Ashleigh Cleary,carleton,2011,,11,22.0,21.0,27.3
Elizabeth Roach,carleton,2011,,12,22.0,0.0,11.5
Jennifer Stoqua,carleton,2011,,13,7.0,0.0,11.0
Darcy Hawkins,carleton,2011,,15,22.0,2.0,20.0
Genavieve Melatti,carleton,2011,,21,22.0,0.0,12.0
Beryl Mefful,carleton,2011,,22,10.0,0.0,3.1
Andrea Chomyc,guelph,2011,,4,0.0,0.0,0.0
Marlee Freeman,guelph,2011,,5,21.0,0.0,18.1
Alex Yallin,guelph,2011,,6,21.0,11.0,23.1
Ali Dzikowski,guelph,2011,,7,21.0,19.0,30.1
Kara Muhlhausen,guelph,2011,,8,19.0,11.0,24.0
Diana Haefele,guelph,2011,,9,2.0,0.0,1.0
Andjela Vorovac,guelph,2011,,10,2.0,0.0,5.0
Samantha Russell,guelph,2011,,11,22.0,21.0,29.5
Andrea Yallin,guelph,2011,,12,0.0,0.0,0.0
Kayla Goodhoofd,guelph,2011,,13,16.0,0.0,15.4
Emily Joslin,guelph,2011,,14,2.0,0.0,4.0
Melissa Wagner,guelph,2011,,15,6.0,0.0,3.5
Jasmine Douglas,guelph,2011,,21,21.0,20.0,27.7
Chelsea Kane,guelph,2011,,22,22.0,21.0,32.9
Alison Conrad,guelph,2011,,23,3.0,0.0,4.3
Sarah Dinsdale,guelph,2011,,24,8.0,0.0,5.9
Corina Bruni,lakehead,2011,,04,22.0,0.0,14.3
Emily Ross,lakehead,2011,,05,18.0,2.0,17.4
Tasia McKenna,lakehead,2011,,06,22.0,20.0,32.1
Winta Desta,lakehead,2011,,07,0.0,0.0,0.0
Sierra Guy,lakehead,2011,,08,22.0,6.0,11.7
Katie Ulakovic,lakehead,2011,,09,19.0,0.0,9.2
Darcy Zinck,lakehead,2011,,10,22.0,20.0,24.9
Ayse Kalkan,lakehead,2011,,11,22.0,3.0,13.4
Erin Duhaime,lakehead,2011,,12,1.0,0.0,1.0
Sarah Gordon,lakehead,2011,,13,22.0,13.0,21.2
Megan Barss,lakehead,2011,,14,1.0,0.0,9.0
Chelsea Nekuliak,lakehead,2011,,15,10.0,0.0,10.8
Lindsay Inkila,lakehead,2011,,21,9.0,0.0,3.9
Ashley Randall,lakehead,2011,,22,17.0,0.0,8.1
Lindsay Druery,lakehead,2011,,23,22.0,20.0,26.5
Lacey McNulty,lakehead,2011,,31,17.0,16.0,26.8
Katie Goggins,laurentian,2011,,04,20.0,20.0,31.0
Lyndi Meloche,laurentian,2011,,05,21.0,2.0,11.3
Carley Blaseg,laurentian,2011,,06,22.0,17.0,20.5
Krysten Patrick,laurentian,2011,,07,22.0,0.0,16.7
Emily Case,laurentian,2011,,08,0.0,0.0,0.0
Kyla Csumrik,laurentian,2011,,09,22.0,3.0,9.9
Rebecca Goodier,laurentian,2011,,10,22.0,20.0,17.6
Lindsay Hocevar,laurentian,2011,,11,0.0,0.0,0.0
Erin Simpson,laurentian,2011,,12,22.0,4.0,18.4
Lisa Furchner,laurentian,2011,,14,22.0,22.0,28.9
Emma Decloe,laurentian,2011,,15,22.0,22.0,24.7
Kara Hilton,laurentian,2011,,21,15.0,0.0,8.3
Kaitlyn Young,laurentian,2011,,22,13.0,0.0,4.8
Mary Scott,laurentian,2011,,23,21.0,0.0,14.2
Felicia Mazerolle,laurier,2011,F,04,22.0,20.0,22.7
Amber Hillis,laurier,2011,J,05,10.0,0.0,14.8
Laura Doyle,laurier,2011,F,06,22.0,0.0,14.0
Mallory Kohlmeier,laurier,2011,S,07,21.0,20.0,25.3
Renata Adamczyk,laurier,2011,S,08,22.0,21.0,26.4
Bree Chaput,laurier,2011,F,09,22.0,2.0,18.9
Anna S-Millward,laurier,2011,S,10,17.0,0.0,4.9
Doreen Bonsu,laurier,2011,F,11,20.0,0.0,9.9
Kimberley Yeldon,laurier,2011,F,12,18.0,2.0,15.4
Alena Luciani,laurier,2011,S,13,22.0,0.0,10.3
Aimee Van dam,laurier,2011,J,14,4.0,1.0,2.3
Megan Grant,laurier,2011,S,15,22.0,20.0,29.0
Christa Mancino,laurier,2011,S,23,22.0,19.0,22.2
Vanessa Bonomo,mcmaster,2011,,05,19.0,18.0,32.7
Emily Leger,mcmaster,2011,,06,0.0,0.0,0.0
Elizabeth Burns,mcmaster,2011,,07,22.0,21.0,29.2
Jaklynn Nimec,mcmaster,2011,,08,22.0,14.0,29.4
Alyska Lukan,mcmaster,2011,,10,22.0,20.0,26.8
Kathleen Knight,mcmaster,2011,,11,22.0,0.0,15.1
Hailey Milligan,mcmaster,2011,,12,5.0,0.0,13.6
Caitlin Croley,mcmaster,2011,,13,22.0,0.0,8.3
Nicole Rosenkranz,mcmaster,2011,,14,0.0,0.0,0.0
Taylor Chiarot,mcmaster,2011,,15,22.0,21.0,33.5
Stephanie Truelove,mcmaster,2011,,21,22.0,11.0,23.8
Kim Cupid,ottawa,2011,,03,5.0,5.0,24.0
Kayte Chase,ottawa,2011,,04,6.0,1.0,21.3
Alexandra Roy,ottawa,2011,,05,5.0,0.0,4.8
Sarah Nolette,ottawa,2011,,06,6.0,1.0,17.3
Catherine Cloutier,ottawa,2011,,07,0.0,0.0,0.0
Emilie Cyr,ottawa,2011,,08,6.0,6.0,24.0
Alex Naylor,ottawa,2011,,09,3.0,0.0,9.3
Kizzy Clarke,ottawa,2011,,11,22.0,8.0,18.8
Tatiana Hanlan,ottawa,2011,,13,22.0,11.0,21.9
Elizabeth Dent,ottawa,2011,,14,13.0,0.0,6.3
Stephanie DeBoer,ottawa,2011,,15,10.0,0.0,5.7
Hannah Sunley-Paisley,ottawa,2011,,21,22.0,20.0,30.0
Jenna Gilbert,ottawa,2011,,22,14.0,13.0,31.9
L Boag,queens,2011,F,04,22.0,20.0,30.1
P Robinson,queens,2011,S,05,21.0,17.0,26.1
R Urosevic,queens,2011,F,06,0.0,0.0,0.0
L Minutillo,queens,2011,F,07,22.0,0.0,14.4
B Moore,queens,2011,S,08,22.0,22.0,33.3
G Bullard,queens,2011,F,09,16.0,8.0,25.7
M Macdougall,queens,2011,F,10,6.0,5.0,18.3
C Wallace,queens,2011,S,11,0.0,0.0,0.0
S Kernahan,queens,2011,S,12,22.0,0.0,18.0
J Tomas,queens,2011,F,13,0.0,0.0,0.0
H Koposhynska,queens,2011,S,14,20.0,16.0,21.9
J Wheat,queens,2011,S,15,22.0,22.0,28.0
R Beddoe,queens,2011,F,23,22.0,0.0,7.0
Jenny Hobbs,ryerson,2011,,04,12.0,10.0,27.7
Palig Baghdasarian,ryerson,2011,,05,9.0,0.0,3.2
Cassandra Doughlin,ryerson,2011,,07,22.0,2.0,14.8
Ashley Clarke,ryerson,2011,,08,22.0,21.0,32.3
Dayana Gechkova,ryerson,2011,,09,19.0,4.0,13.1
Ashley Macdonald,ryerson,2011,,10,22.0,21.0,34.0
Kelsey Wright,ryerson,2011,,11,19.0,18.0,29.7
Victoria Haufek,ryerson,2011,,12,12.0,1.0,4.7
Danielle Roney,ryerson,2011,,13,15.0,0.0,5.9
Jordan Hill,ryerson,2011,,14,20.0,3.0,7.9
Nicola Cohen,ryerson,2011,,15,19.0,1.0,9.7
Angela Tilk,ryerson,2011,,21,17.0,10.0,24.8
Annie Sokoloff,ryerson,2011,,22,16.0,0.0,4.6
Alexandrea Tkaczyk,ryerson,2011,,23,19.0,14.0,24.7
J. Medri,toronto,2011,S,04,22.0,18.0,21.5
J. Stratton,toronto,2011,F,06,22.0,2.0,23.0
J. Longauer,toronto,2011,F,07,20.0,0.0,9.9
E. McNeely,toronto,2011,S,08,22.0,20.0,27.8
M. Stoncius,toronto,2011,S,09,17.0,2.0,12.6
K. Menton,toronto,2011,F,10,8.0,0.0,6.6
A. Van kampen,toronto,2011,S,11,22.0,17.0,18.6
L. Bailey,toronto,2011,F,12,22.0,3.0,12.2
R. Sider,toronto,2011,F,13,11.0,0.0,5.0
A. Lauzon,toronto,2011,S,14,17.0,0.0,11.5
J. Taylor,toronto,2011,F,15,1.0,0.0,4.0
K. McConnell,toronto,2011,S,21,17.0,3.0,14.1
N. Schutz,toronto,2011,S,22,21.0,20.0,28.9
S. Pierce,toronto,2011,S,23,20.0,19.0,26.8
Collen Quinlan,waterloo,2011,J,4,1.0,0.0,0.0
Sarah Lietch,waterloo,2011,F,5,22.0,0.0,9.6
Tori Lee,waterloo,2011,S,6,22.0,10.0,25.5
Mackenzie Lougheed,waterloo,2011,F,7,20.0,0.0,7.3
Madison Behr,waterloo,2011,F,8,20.0,0.0,10.7
Erin Tilley,waterloo,2011,S,9,20.0,9.0,26.8
Laura Bossers,waterloo,2011,S,10,1.0,0.0,0.0
Laura Burnett,waterloo,2011,F,11,22.0,1.0,17.8
Sabrina Brathwaite,waterloo,2011,F,12,18.0,5.0,21.7
Theresa Jacobse,waterloo,2011,F,13,16.0,5.0,23.7
Jenna Graham,waterloo,2011,F,14,8.0,0.0,12.6
Saraya Hickey,waterloo,2011,S,15,22.0,9.0,25.3
Kate Kuntze,waterloo,2011,F,21,22.0,4.0,18.2
Meghan Martyna,waterloo,2011,S,22,22.0,7.0,21.0
Jenny Vaughan,western,2011,,04,22.0,21.0,32.1
Lauren Seabrook,western,2011,,05,8.0,0.0,7.4
Katelyn Leddy,western,2011,,06,22.0,6.0,17.2
Melissa Rondinelli,western,2011,,07,18.0,0.0,9.9
Kelly Moulden,western,2011,,09,14.0,14.0,24.4
Laura Dally,western,2011,,10,17.0,14.0,19.4
Rebecca Moss,western,2011,,11,22.0,8.0,21.5
Bhavika Chauhan,western,2011,,12,10.0,0.0,3.8
Jacklyn Selfe,western,2011,,13,16.0,15.0,24.9
Lacey Knox,western,2011,,14,19.0,6.0,19.6
Beckie Williams,western,2011,,15,22.0,0.0,19.4
Stephanie Lundstrom,western,2011,,21,9.0,1.0,6.7
Matteke Hutzler,western,2011,,22,22.0,20.0,26.4
Emily Abbott,windsor,2011,,04,15.0,12.0,18.9
Bojana Kovacevic,windsor,2011,,05,22.0,21.0,27.6
Korissa Williams,windsor,2011,,06,22.0,2.0,15.2
